N	3gram	Potebnia_M_2	Istorich
1	и т д	3	22
2	не может быть	2	7
3	тем не менее	5	6
4	более или менее	8	5
5	с другой стороны	2	5
6	до сих пор	4	5
7	в большинстве случаев	1	4
8	с одной стороны	3	4
9	на то что	3	4
10	в том что	7	4
11	дело в том	1	3
12	то время как	3	3
13	в то время	4	3
14	в связи с	1	3
15	о том что	1	3
16	но все же	1	3
17	мере того как	4	2
18	по мере того	4	2
19	в таких случаях	1	2
20	это для нас	1	2
21	бы то ни	1	2
22	то что в	2	2
23	могли бы быть	1	2
24	вместе с тем	1	2
25	и тем не	1	2
26	то ни было	1	2
27	только в одном	1	2
28	в отличие от	1	2
29	на первых порах	1	2
30	все же не	1	2
31	мы будем называть	1	2
32	мы видели что	1	2
33	один и тот	1	2
34	мы не можем	3	2
35	большей или меньшей	1	2
36	само по себе	2	2
37	с самого начала	2	2
38	вопрос о том	1	2
39	во всех случаях	1	2
40	и тот же	1	2
41	если бы он	1	1
42	связаны между собою	1	1
43	представлений которые связаны	1	1
44	если бы в	1	1
45	что происходит с	1	1
46	так например мы	1	1
47	не только по	2	1
48	нами не как	1	1
49	это было бы	1	1
50	подобно тому как	4	1
51	но и по	1	1
52	в этом смысле	2	1
53	во многих случаях	1	1
54	о том как	1	1
55	в этом случае	1	1
56	одной стороны и	1	1
57	только тогда когда	2	1
58	но если это	1	1
59	то не в	1	1
60	сами по себе	7	1
61	друг на друга	1	1
62	его как бы	1	1
63	и т п	3	1
64	может быть только	1	1
65	день и ночь	1	1
66	в том случае	1	1
67	на более или	1	1
68	каждый из этих	1	1
69	в том чтобы	1	1
70	ни с какими	1	1
71	в том как	1	1
72	в себе как	1	1
73	это не так	1	1
74	в большей или	1	1
75	в одном случае	1	1
76	не в том	2	1
77	не могут быть	3	1
78	на природу и	1	1
79	может быть названо	2	1
80	но так как	1	1
81	по себе не	3	1
82	не менее и	1	1
83	что они не	1	1
84	но столь же	1	1
85	таким образом в	2	1
86	до тех пор	1	1
87	в одном из	1	1
88	мы знаем что	1	1
89	же было бы	1	1
90	того как он	1	1
91	не только на	1	1
92	на друга и	1	1
93	смысле этого слова	3	1
94	если бы не	1	1
95	после того как	2	1
96	с которой начинается	1	1
97	для него как	1	1
98	и в этом	1	1
99	для того чтобы	2	1
100	что во всех	1	1
101	что и в	1	1
102	но тем не	3	1
103	менее и они	1	1
