N	2gram	Bakhtin_Pr_3	Problemy
1	из подполья	36	35
2	и в	34	35
3	как бы	27	31
4	и не	29	27
5	что он	23	24
6	в его	22	21
7	но в	16	19
8	как и	18	18
9	к себе	17	18
10	не может	19	18
11	себе самому	18	18
12	о себе	18	17
13	к другому	20	16
14	в нем	19	16
15	то есть	1	16
16	то же	14	15
17	с самим	14	15
18	и все	19	15
19	в сущности	11	14
20	в этом	16	14
21	и его	16	14
22	для него	13	14
23	может быть	19	14
24	но и	12	14
25	все это	16	14
26	внутреннего диалога	15	13
27	он не	15	13
28	что я	15	13
29	к нему	14	13
30	человека из	13	13
31	с другим	11	13
32	с лазейкой	12	12
33	и с	15	12
34	в другом	8	12
35	у достоевского	13	12
36	прежде всего	15	12
37	и к	12	12
38	по замыслу	12	11
39	в пределах	6	11
40	в то	12	11
41	слова и	10	11
42	самом деле	13	10
43	в двойнике	8	10
44	не только	10	10
45	не в	9	10
46	же время	12	10
47	героя и	9	10
48	рассказа в	8	10
49	внутренний диалог	11	10
50	то что	11	10
51	а я	10	10
52	на самом	11	9
53	самим собою	9	9
54	в отношении	9	9
55	второй голос	5	9
56	ни одного	5	9
57	мы уже	6	8
58	я не	7	8
59	все же	7	8
60	к герою	7	8
61	второго голоса	3	8
62	самого начала	8	8
63	как мы	7	8
64	с самого	8	8
65	так и	6	8
66	себя и	8	8
67	о мире	8	8
68	и слово	8	8
69	и для	8	8
70	потому что	12	8
71	не ты	7	8
72	слово о	7	7
73	еще не	4	7
74	на них	5	7
75	с его	6	7
76	себе и	5	7
77	своему предмету	6	7
78	и наконец	5	7
79	самим собой	6	7
80	лишь в	5	7
81	замыслу достоевского	7	7
82	голос голядкина	1	7
83	там где	7	7
84	таким образом	5	7
85	я сам	7	7
86	для себя	6	7
87	настасьи филипповны	7	7
88	и сам	5	7
89	в виде	4	7
90	творчестве достоевского	5	7
91	вовсе не	11	7
92	так же	8	7
93	что же	8	7
94	себя самого	11	7
95	точки зрения	8	7
96	человек из	7	7
97	с ним	8	7
98	а в	5	7
99	отношении к	7	7
100	отношению к	6	7
101	и на	6	6
102	он сам	5	6
103	голядкина с	2	6
104	но не	4	6
105	по отношению	5	6
106	отношение к	6	6
107	что они	6	6
108	чужого слова	5	6
109	в самом	8	6
110	чужое слово	2	6
111	и своему	5	6
112	что у	6	6
113	в плане	6	6
114	в каждом	3	6
115	в слове	5	6
116	у меня	6	6
117	в речах	8	6
118	к тому	5	6
119	он с	4	6
120	в одном	5	6
121	и что	5	6
122	слово с	6	6
123	только в	6	6
124	слова в	7	6
125	на меня	4	6
126	стремится к	6	6
127	самого голядкина	1	6
128	чужой голос	3	6
129	но это	4	6
130	от него	6	6
131	не знает	6	6
132	что в	7	6
133	и то	3	5
134	с собою	6	5
135	как в	4	5
136	в себе	6	5
137	в рассказ	3	5
138	пределах одного	2	5
139	внутренней речи	4	5
140	я вам	5	5
141	на протяжении	5	5
142	я все	6	5
143	рассказчика и	1	5
144	внутреннем диалоге	3	5
145	он и	5	5
146	голосов в	3	5
147	знает и	7	5
148	от себя	6	5
149	настасья филипповна	5	5
150	в конце	5	5
151	даже в	5	5
152	я вас	6	5
153	во время	2	5
154	на него	7	5
155	себе самом	5	5
