N	2gram	Losev_Prob_1	Dialekti
1	т е	1	46
2	не есть	29	40
3	и не	31	30
4	и есть	6	19
5	а не	15	18
6	и т	11	17
7	ничего не	10	17
8	может быть	14	17
9	то что	42	16
10	т д	10	15
11	и в	32	15
12	как бы	14	14
13	точки зрения	3	14
14	не имеет	2	14
15	так как	11	14
16	что это	3	13
17	по себе	15	13
18	это есть	9	13
19	того что	7	13
20	это не	6	12
21	в этом	19	11
22	говорить о	6	11
23	ясно что	3	11
24	в том	9	11
25	прежде всего	10	11
26	не может	8	11
27	и все	7	11
28	том что	12	10
29	в основе	1	10
30	потому что	16	10
31	с ее	1	10
32	она есть	5	10
33	то же	10	9
34	мы не	2	9
35	было бы	8	9
36	с точки	3	9
37	в виду	6	9
38	и что	9	9
39	есть ни	5	9
40	уже не	3	9
41	и пр	4	9
42	значит что	3	9
43	все это	7	9
44	что иное	2	8
45	в чем	3	8
46	не в	4	8
47	в себе	15	8
48	не только	17	8
49	ни в	7	8
50	и это	9	8
51	и о	8	8
52	и ее	8	8
53	иное как	2	8
54	это значит	1	8
55	не что	2	8
56	должна быть	1	7
57	не просто	23	7
58	что тут	4	7
59	он есть	4	7
60	как и	3	7
61	по крайней	2	7
62	и вообще	4	7
63	ровно ничего	4	7
64	и его	3	7
65	что оно	3	7
66	только в	7	7
67	крайней мере	2	7
68	законы природы	2	7
69	что мы	13	7
70	или в	4	7
71	что он	7	7
72	что в	12	7
73	есть просто	1	6
74	перед нами	5	6
75	хотя и	6	6
76	и тем	13	6
77	если бы	4	6
78	в то	6	6
79	символ в	7	6
80	так что	6	6
81	вовсе не	35	6
82	и даже	11	6
83	а именно	12	6
84	нет ничего	10	6
85	в результате	2	6
86	тем более	5	6
87	сказать что	13	6
88	ни на	4	6
89	если вы	1	5
90	той же	1	5
91	мы имеем	2	5
92	в сущности	2	5
93	и на	8	5
94	быть в	1	5
95	с его	2	5
96	только тогда	1	5
97	сама по	4	5
98	субъекта и	1	5
99	и объекта	1	5
100	в своем	5	5
101	то в	5	5
102	учение о	3	5
103	на то	8	5
104	что она	5	5
105	в нем	13	5
106	есть не	6	5
107	в жизни	3	5
108	что такое	6	5
109	что я	1	5
110	но что	2	5
111	но только	2	5
112	того чтобы	9	5
113	тогда когда	1	5
114	как таковой	1	5
115	я не	1	5
116	в каком	3	5
117	таким образом	6	5
118	о том	11	5
119	так и	12	5
120	другими словами	3	5
121	можно сказать	5	5
122	и можно	1	5
123	именно в	4	5
124	в свете	1	5
125	если мы	11	5
126	и чисто	3	5
127	есть символ	14	5
128	не говорит	1	5
129	для того	8	5
130	как же	3	5
131	в смысле	1	5
132	и для	4	5
133	но если	2	5
134	есть то	1	5
135	также и	11	4
136	или по	1	4
137	оно есть	1	4
138	хотя бы	3	4
139	что они	3	4
140	в этой	10	4
141	в течение	1	4
142	и как	6	4
143	идеи и	1	4
144	не как	2	4
145	в силу	1	4
146	подобно тому	2	4
147	то ни	1	4
148	и с	2	4
149	этом смысле	6	4
150	с тем	5	4
151	и уже	3	4
152	мир и	1	4
153	она не	2	4
154	уже о	1	4
155	той или	5	4
156	ничего общего	11	4
157	что все	3	4
158	идет речь	1	4
159	еще не	9	4
160	символ есть	10	4
161	в его	6	4
162	оказывается что	2	4
163	мы должны	5	4
164	мы видим	2	4
165	есть в	5	4
166	не о	2	4
167	как раз	13	4
168	отнюдь не	10	4
169	так же	9	4
170	тому как	2	4
171	но это	8	4
172	один из	4	4
173	тех или	3	4
174	или не	3	4
175	жизни и	1	4
176	но и	9	4
177	должны быть	1	4
178	необходимым образом	1	3
179	себя как	1	3
180	то на	2	3
181	отношения к	1	3
182	и то	6	3
183	только потому	3	3
184	едва ли	2	3
185	что если	2	3
186	так чтобы	1	3
187	то мы	1	3
188	а если	1	3
189	со стороны	1	3
190	в истории	4	3
191	общего с	8	3
