N	3gram	Bakhtin_Pr_1	Problema
1	и т д	1	10
2	то же самое	1	9
3	для того чтобы	1	8
4	в данном случае	2	8
5	как раз и	3	7
6	в этом смысле	10	6
7	о том что	1	5
8	в том что	6	5
9	точно так же	1	4
10	на самом деле	4	4
11	только то что	2	4
12	в конце концов	5	4
13	в то же	9	4
14	сама по себе	1	4
15	что же касается	1	3
16	дело в том	1	3
17	более или менее	1	3
18	тем или другим	1	3
19	с точки зрения	13	3
20	до сих пор	2	3
21	и в других	1	3
22	сами по себе	3	3
23	что в нем	1	3
24	может быть и	1	3
25	во всяком случае	3	3
26	вовсе еще не	1	3
27	то что в	1	3
28	не только не	1	3
29	можно сказать что	1	3
30	в настоящее время	1	3
31	с другой стороны	3	3
32	в этом случае	1	2
33	хотя и не	1	2
34	в самом деле	2	2
35	по крайней мере	1	2
36	они вовсе не	1	2
37	и на его	1	2
38	то и другое	1	2
39	и что в	1	2
40	так же как	1	2
41	а не только	1	2
42	тех или иных	1	2
43	и в этом	5	2
44	тем что в	1	2
45	не может быть	4	2
46	того или иного	1	2
47	не потому что	1	2
48	что может быть	2	2
49	в себе все	1	2
50	можно было бы	2	2
51	подобно тому как	3	2
52	и следовательно в	1	2
53	выходить за пределы	1	2
54	во что бы	1	1
55	свете формулированного нами	1	1
56	то ни стало	1	1
57	чего нет в	1	1
58	бы оно ни	1	1
59	он может быть	2	1
60	а не о	1	1
61	том что это	1	1
62	тому что в	1	1
63	деле это не	1	1
64	а следовательно и	1	1
65	уже не как	2	1
66	как мы сказали	1	1
67	и в то	2	1
68	до известной степени	1	1
69	к другой точке	1	1
70	он должен быть	1	1
71	что все эти	1	1
72	остается в пределах	1	1
73	в этом отношении	3	1
74	и т п	3	1
75	перед нами не	1	1
76	во всей его	2	1
77	то что обычно	1	1
78	то что было	3	1
79	что бы то	1	1
80	все это в	1	1
81	то время как	1	1
82	же как и	1	1
83	но в то	5	1
84	не только в	2	1
85	тем что он	1	1
86	человека а следовательно	1	1
87	на первый взгляд	1	1
88	так и в	1	1
89	как будто бы	1	1
90	в известном смысле	1	1
91	его к тому	1	1
92	потому что она	3	1
93	перед нами в	1	1
94	не могут быть	1	1
95	это не значит	3	1
96	а вовсе не	1	1
97	к той же	1	1
98	тоже не может	1	1
99	бы то ни	2	1
100	именно тем что	1	1
101	до настоящего времени	1	1
102	в его целом	6	1
103	и это не	3	1
104	не то чем	1	1
105	в свете формулированного	1	1
106	не было бы	1	1
107	и художественный образ	1	1
108	оно ни было	1	1
109	таким образом в	1	1
110	раз и навсегда	1	1
111	что оно есть	1	1
112	то что для	1	1
113	заключается в том	1	1
114	в то время	1	1
115	может быть это	1	1
116	если же мы	1	1
117	этой действительности так	1	1
118	к нему и	2	1
119	ни одна из	1	1
120	на совсем другой	1	1
121	выходит за пределы	1	1
122	или может быть	1	1
123	как мы уже	1	1
124	в каждом отдельном	1	1
125	к тому что	1	1
126	в том и	1	1
127	это не только	1	1
128	кроме того он	1	1
129	что романы достоевского	1	1
130	или лучше сказать	1	1
131	он остается в	1	1
132	как мы видели	1	1
133	за пределы данного	1	1
134	и только в	1	1
135	как бы оно	1	1
