N	3gram	Berdyaev_M_1	FransuaR
1	до сих пор	2	8
2	в том что	1	6
3	с одним из	1	2
4	в то время	2	2
5	о том что	1	2
6	для того чтобы	2	2
7	не может быть	17	2
8	ключ к пониманию	1	1
9	потому что в	3	1
10	прежде всего в	2	1
11	по отношению к	2	1
12	в самом деле	1	1
13	он не только	2	1
14	о себе и	1	1
15	он мог бы	1	1
16	по своему значению	2	1
17	а не к	1	1
18	вместе с тем	5	1
19	с разных сторон	1	1
20	в отличие от	1	1
21	но и в	4	1
22	но он не	2	1
23	он не был	1	1
24	свет и на	1	1
25	может быть и	1	1
26	и во всем	1	1
27	не было еще	1	1
28	в которой не	1	1
29	имел в виду	1	1
30	в его время	1	1
31	не были еще	1	1
32	и не быть	1	1
33	в самом центре	2	1
34	была для него	1	1
35	быть и речи	1	1
36	по сравнению с	1	1
37	и связанной с	1	1
38	и вместе с	4	1
39	не в том	1	1
40	друг к другу	1	1
41	как бы в	1	1
42	это нужно для	1	1
43	из самых замечательных	1	1
44	во всех этих	1	1
45	не потому ли	1	1
46	между этими двумя	1	1
47	никогда не может	2	1
48	на протяжении всего	1	1
49	и в самом	3	1
50	выходит за пределы	1	1
51	у него всегда	1	1
52	он был в	1	1
53	один из самых	4	1
54	быть отнесена к	1	1
55	можно было бы	1	1
56	и в нем	3	1
57	его особая атмосфера	1	1
