N	2gram	Bakhtin_Fr_5	Formalny
1	и в	45	24
2	в его	13	23
3	прежде всего	10	22
4	и не	15	20
5	так и	6	18
6	и пр	1	17
7	точки зрения	4	16
8	не может	5	16
9	в этом	14	15
10	в нем	10	14
11	может быть	2	14
12	таким образом	8	13
13	с точки	2	13
14	истории литературы	1	12
15	в своем	11	11
16	как и	10	11
17	в своей	3	11
18	в их	4	11
19	не менее	3	11
20	в ней	8	10
21	то же	11	10
22	вовсе не	8	10
23	и ее	1	10
24	и его	13	10
25	и их	5	10
26	а не	4	10
27	в то	11	9
28	в процессе	1	9
29	и потому	1	9
30	все это	7	9
31	и на	5	8
32	как в	3	8
33	и с	10	8
34	лишь в	2	8
35	не в	7	8
36	литературы в	1	8
37	его целом	1	8
38	же время	9	8
39	именно в	3	8
40	то что	2	8
41	в свою	1	8
42	на самом	5	7
43	с ее	5	7
44	не только	14	7
45	жизни и	8	7
46	до конца	1	7
47	и от	4	7
48	но и	10	7
49	еще не	1	6
50	самом деле	5	6
51	в целом	2	6
52	все эти	5	6
53	в этой	6	6
54	как бы	12	6
55	как таковой	1	6
56	свою очередь	1	6
57	в пределах	2	6
58	и здесь	4	6
59	до сих	3	6
60	в том	10	6
61	было бы	2	6
62	как это	4	6
63	сих пор	3	6
64	форм и	5	6
65	и все	7	6
66	а в	4	6
67	хотя бы	2	5
68	во всех	13	5
69	но в	14	5
70	и свою	1	5
71	в самом	4	5
72	при этом	2	5
73	в понимании	1	5
74	не могло	3	5
75	и до	2	5
76	у нас	1	5
77	должен быть	2	5
78	как мы	8	5
79	того что	3	5
80	и др	8	5
81	со всею	1	5
82	формы и	1	5
83	с его	7	4
84	по отношению	1	4
85	в истории	2	4
86	независимо от	2	4
87	и к	5	4
88	не как	1	4
89	в мире	1	4
90	друг друга	1	4
91	как на	4	4
92	никогда не	1	4
93	если бы	1	4
94	для этого	1	4
95	в формах	1	4
96	конечно не	2	4
97	в связи	5	4
98	в частности	1	4
99	отношению к	1	4
100	быть и	1	4
101	что в	12	4
102	так же	8	4
103	во всяком	1	4
104	это и	5	3
105	мы не	4	3
106	время в	1	3
107	но не	4	3
108	не перестает	1	3
109	со всеми	5	3
110	значение и	2	3
111	в общем	4	3
112	все же	2	3
113	когда он	2	3
114	целый ряд	1	3
115	и как	5	3
116	и наконец	2	3
117	и отчасти	2	3
118	в себе	1	3
119	человек не	1	3
120	так сказать	1	3
121	он не	6	3
122	перестает быть	2	3
123	всех этих	6	3
124	он должен	2	3
125	становления и	2	3
126	так например	2	3
127	в каждом	2	3
128	значение в	1	3
129	на все	2	3
130	его в	5	3
131	в жизни	1	3
132	в них	6	3
133	со всей	1	3
134	они не	1	3
135	в отношении	2	3
