N	2gram	Voloshinov_1	Problema
1	то что	8	42
2	вовсе не	2	35
3	то есть	4	33
4	и в	38	32
5	и не	14	31
6	не есть	1	29
7	не просто	2	23
8	в этом	10	19
9	не менее	1	19
10	тем не	1	18
11	не только	27	17
12	потому что	5	16
13	в себе	9	15
14	по себе	1	15
15	в виде	1	15
16	а не	6	15
17	но в	5	14
18	у нас	4	14
19	может быть	13	14
20	как бы	28	14
21	что мы	11	13
22	в нем	4	13
23	и тем	6	13
24	при помощи	1	13
25	как раз	1	13
26	сказать что	3	13
27	вещи и	1	12
28	том что	3	12
29	что в	1	12
30	так и	6	12
31	также и	2	11
32	так как	7	11
33	о том	4	11
34	и даже	3	11
35	если мы	4	11
36	то же	14	10
37	отнюдь не	10	10
38	в этой	6	10
39	об этом	3	10
40	ничего не	8	10
41	прежде всего	21	10
42	нет ничего	2	10
43	еще не	3	9
44	но не	2	9
45	раз и	1	9
46	того чтобы	7	9
47	же самое	5	9
48	и это	7	9
49	и что	1	9
50	но и	13	9
51	по своему	3	9
52	что же	8	9
53	в том	2	9
54	так же	4	9
55	в таком	1	9
56	и о	1	8
57	и на	6	8
58	все эти	2	8
59	на то	1	8
60	для того	9	8
61	было бы	7	8
62	в своей	2	8
63	когда мы	6	8
64	на нечто	1	8
65	как нечто	2	8
66	даже и	2	8
67	не может	12	8
68	но это	2	8
69	смысле слова	1	7
70	во всех	6	7
71	всех этих	1	7
72	содержит в	1	7
73	ни в	1	7
74	и является	5	7
75	как мы	9	7
76	здесь не	2	7
77	никогда не	7	7
78	того что	4	7
79	что он	2	7
80	только в	6	7
81	тем что	2	7
82	все это	4	7
83	и все	4	7
84	и то	3	6
85	самом деле	4	6
86	на самом	3	6
87	и есть	1	6
88	есть не	2	6
89	говорить о	1	6
90	но как	2	6
91	за пределы	1	6
92	и как	9	6
93	в самом	4	6
94	и если	1	6
95	при этом	9	6
96	его в	4	6
97	это не	3	6
98	что такое	4	6
99	в то	9	6
100	таким образом	7	6
101	в виду	3	6
102	и здесь	3	6
103	в его	6	6
104	так что	1	6
105	в конце	6	6
106	предметов и	1	6
107	о чем	1	6
108	как это	5	6
109	ее знак	1	6
110	не существует	4	6
111	хотя и	3	6
112	совершенно не	3	6
113	не имеют	1	5
114	мы уже	10	5
115	в своем	1	5
116	перед нами	3	5
117	не являются	1	5
118	то в	1	5
119	но уже	1	5
120	все равно	1	5
121	с тем	8	5
122	в котором	3	5
123	связи с	3	5
124	в сознании	3	5
125	той или	3	5
126	можно сказать	4	5
127	для нас	3	5
128	внешняя сторона	1	5
129	есть в	1	5
130	или иной	4	5
131	еще и	2	5
132	не является	5	5
133	тем более	1	5
134	мы должны	10	5
135	в их	1	4
136	в истории	1	4
137	как в	2	4
138	чем больше	1	4
139	как он	1	4
140	всякое выражение	2	4
141	их в	3	4
142	мы говорили	2	4
143	не в	6	4
144	самое время	2	4
145	тому что	5	4
146	тем самым	7	4
147	иметь в	1	4
148	и весь	1	4
149	а в	5	4
150	и искусства	1	4
151	только то	1	4
152	в дальнейшем	2	4
153	не говоря	2	4
154	если бы	4	4
155	и молот	1	4
156	никак не	1	4
157	символа не	1	4
158	в литературе	1	4
159	один из	4	4
160	даже если	1	4
161	только на	3	4
162	мы можем	7	4
163	перейти к	2	4
164	именно в	1	4
165	и пр	4	4
