N	2gram	Berdyaev_M_2	Psycholo
1	и в	46	38
2	то что	5	35
3	все время	2	30
4	в том	3	25
5	в самом	5	25
6	самом деле	1	21
7	что в	4	20
8	может быть	21	19
9	и что	2	18
10	на то	1	16
11	что она	5	16
12	точки зрения	2	16
13	в ней	11	15
14	том что	4	14
15	если бы	3	14
16	как бы	8	14
17	потому что	12	14
18	в этом	20	13
19	в этой	7	13
20	не только	18	12
21	было бы	1	12
22	не в	9	12
23	мы видим	2	12
24	мы увидим	2	12
25	что он	7	11
26	то же	5	10
27	в сущности	2	10
28	что это	6	10
29	и не	18	10
30	и все	5	10
31	увидим что	2	9
32	с точки	1	9
33	того чтобы	4	9
34	и то	1	8
35	с этим	1	8
36	и как	1	8
37	говорит что	2	8
38	с тем	1	8
39	как и	13	8
40	и это	5	8
41	так что	2	8
42	для того	5	8
43	из этого	1	8
44	с другой	1	7
45	не может	15	7
46	в ее	1	7
47	что у	4	7
48	между тем	2	7
49	а не	13	7
50	а в	2	7
51	и на	3	6
52	в которых	1	6
53	к чему	4	6
54	и если	2	6
55	он не	10	6
56	в котором	1	6
57	тому что	4	6
58	она не	8	6
59	не имеет	4	6
60	уже из	1	6
61	и его	5	6
62	к тому	5	6
63	и здесь	6	6
64	о том	3	6
65	один из	5	6
66	так как	8	6
67	до сих	3	6
68	должна быть	1	5
69	мы не	1	5
70	я не	5	5
71	гибели и	1	5
72	в своем	8	5
73	могли бы	1	5
74	в которой	2	5
75	на этом	2	5
76	в другом	1	5
77	к которым	1	5
78	с такой	1	5
79	в своей	5	5
80	в его	5	5
81	в какой	1	5
82	но и	15	5
83	вместе с	2	5
84	в той	1	5
85	сих пор	3	5
86	на деле	4	4
87	что если	1	4
88	во всех	2	4
89	мысль что	4	4
90	не то	1	4
91	что они	3	4
92	как в	7	4
93	когда он	1	4
94	в целом	1	4
95	все эти	1	4
96	раз в	1	4
97	в себе	10	4
98	если он	2	4
99	в нем	22	4
100	она была	1	4
101	не мог	3	4
102	но если	1	4
103	не могли	1	4
104	никогда не	18	4
105	в самой	1	4
106	как будто	2	4
107	когда в	1	4
108	что и	4	4
109	у всех	2	4
110	только в	3	4
111	у него	22	4
112	по своему	1	4
113	того что	6	4
114	и для	7	4
115	в свою	4	4
116	сказать что	3	4
117	ее в	2	4
118	в своих	3	4
119	должен быть	4	3
120	того же	1	3
121	совсем не	5	3
122	и к	7	3
123	но в	10	3
124	та же	10	3
125	ответом на	1	3
126	не к	2	3
127	что все	5	3
128	бы в	2	3
129	его в	3	3
130	и тем	1	3
131	ни в	3	3
132	в них	3	3
133	в такой	3	3
134	она в	1	3
135	место в	2	3
136	всякий раз	1	3
137	с необычайной	1	3
138	бы не	2	3
139	в плане	1	3
140	того как	3	3
141	к концу	1	3
142	в основе	2	3
143	к тем	1	3
144	он был	9	3
145	были бы	2	3
146	под маской	1	3
147	и только	1	3
148	тот же	2	3
149	дано в	1	3
150	был бы	1	3
151	не так	3	3
152	морали в	1	3
153	тем что	3	3
154	такое же	1	3
155	что не	2	3
156	но это	8	3
157	все это	1	3
158	она должна	1	3
159	больше и	1	3
160	такой степени	2	3
161	в угол	1	3
162	к этому	1	3
163	как на	1	3
164	от этой	2	2
165	не иначе	1	2
166	отношения к	2	2
167	на самом	1	2
168	он может	1	2
169	бы для	1	2
170	по преимуществу	5	2
171	не имеют	2	2
172	все те	1	2
173	той же	3	2
174	степени не	1	2
175	на их	1	2
176	всего этого	1	2
177	уже как	1	2
178	как к	2	2
179	это был	1	2
180	целый ряд	1	2
181	со своей	1	2
182	и формулировать	1	2
183	он в	3	2
184	не нашли	1	2
185	думать что	4	2
186	все другие	1	2
187	и вот	5	2
188	наших глазах	1	2
189	одной и	2	2
190	в нее	1	2
191	тем в	1	2
192	из нее	1	2
193	человек который	4	2
194	и уже	1	2
195	перед собой	1	2
196	от своего	1	2
197	и ее	1	2
198	как все	1	2
199	признать что	1	2
200	должны были	1	2
201	и той	2	2
202	но он	11	2
203	но они	1	2
204	и более	1	2
205	их в	1	2
206	в этих	2	2
207	этими двумя	1	2
208	в русской	6	2
209	он хочет	3	2
210	и всегда	3	2
211	ничего не	2	2
212	к ней	2	2
213	у нас	11	2
214	не могут	1	2
215	он видит	1	2
216	на наших	1	2
217	не могу	6	2
