N	2gram	Bakhtin_Pr_4	Russkaja
1	не может	19	22
2	и не	27	19
3	в том	9	17
4	в этом	16	17
5	и в	46	14
6	с другом	5	14
7	друг с	5	14
8	то что	4	13
9	самим собой	2	12
10	то же	6	11
11	точки зрения	11	11
12	таким образом	4	11
13	в то	5	10
14	же время	5	10
15	но и	12	10
16	в себе	7	9
17	не только	14	9
18	том что	4	9
19	с точки	9	9
20	может быть	23	9
21	во всяком	2	9
22	того чтобы	1	8
23	прежде всего	9	8
24	как на	1	8
25	самом деле	4	7
26	и если	1	7
27	и с	7	7
28	в данном	2	7
29	к тому	2	7
30	стремление к	1	7
31	о том	5	7
32	если в	2	6
33	в своем	3	6
34	и к	9	6
35	в своих	1	6
36	и при	3	6
37	если бы	3	6
38	все это	6	6
39	и для	3	6
40	что он	6	6
41	всяком случае	1	6
42	для него	2	6
43	на самом	1	6
44	а между	2	5
45	вопрос о	2	5
46	и на	11	5
47	между собой	1	5
48	во всех	5	5
49	на то	3	5
50	в нем	17	5
51	при этом	5	5
52	он не	4	5
53	он должен	1	5
54	было бы	3	5
55	в своей	3	5
56	никогда не	6	5
57	потому что	4	5
58	между тем	2	5
59	и только	3	5
60	только в	6	5
61	хотя бы	2	5
62	конечно не	8	5
63	в последние	1	5
64	или иной	2	5
65	до сих	8	5
66	себя и	3	5
67	по существу	3	5
68	сих пор	8	5
69	а в	2	5
70	жизни в	1	5
71	и то	1	4
72	но не	4	4
73	себе и	3	4
74	себя в	3	4
75	все же	4	4
76	более или	3	4
77	не в	10	4
78	в этой	3	4
79	в корне	2	4
80	его в	1	4
81	как и	12	4
82	или менее	3	4
83	в их	4	4
84	точку зрения	1	4
85	тогда когда	1	4
86	во всем	4	4
87	а лишь	1	4
88	не могут	3	4
89	когда они	1	4
90	приводит к	4	4
91	идет речь	1	4
92	в мире	3	4
93	можно было	2	4
94	и т.д	3	4
95	в его	9	4
96	так как	5	4
97	со стороны	1	4
98	вместе с	2	4
99	что же	3	4
100	как бы	19	4
101	в другое	1	4
102	жизни и	5	4
103	что в	4	4
104	к этой	1	4
105	все что	2	4
106	к народу	1	3
107	так чтобы	3	3
108	еще не	7	3
109	он сам	2	3
110	из этих	3	3
111	в самом	9	3
112	что это	1	3
113	на том	2	3
114	и по	2	3
115	в другом	2	3
116	лишь в	2	3
117	о которых	2	3
118	несмотря на	1	3
119	должно быть	4	3
120	но если	3	3
121	мы говорили	1	3
122	одна из	2	3
123	связи с	1	3
124	в сознании	1	3
125	то это	3	3
126	точке зрения	1	3
127	той или	2	3
128	что все	1	3
129	данном случае	1	3
130	что может	1	3
131	для этого	2	3
132	может не	1	3
133	в значительной	1	3
134	и во	3	3
135	что и	3	3
136	а следовательно	2	3
137	с нею	2	3
138	в большинстве	9	3
139	в конце	3	3
140	себя от	1	3
141	друг друга	6	3
142	тем что	3	3
143	именно в	1	3
144	только к	2	3
145	что для	1	3
146	не было	2	3
147	и потому	1	3
148	да и	4	3
149	этом случае	1	3
150	при условии	1	3
151	или в	8	3
152	о котором	2	3
153	конце концов	1	3
154	и как	2	3
155	все они	1	3
156	не есть	1	3
157	себя как	3	2
158	и есть	1	2
159	от своей	1	2
160	должна быть	2	2
161	видеть в	1	2
162	из всех	1	2
163	приводят к	1	2
164	но она	2	2
165	на себя	4	2
166	мировоззрения в	1	2
167	в ней	1	2
168	в таком	1	2
169	время в	1	2
170	там и	2	2
171	вполне и	1	2
172	именно на	1	2
173	по отношению	5	2
174	друг от	1	2
175	сама по	2	2
176	с этим	2	2
177	целый ряд	2	2
178	и наконец	4	2
179	но в	6	2
180	это есть	1	2
181	все эти	4	2
182	во многих	1	2
183	говорили в	1	2
184	стремиться к	1	2
185	не к	3	2
186	и вот	1	2
187	мы уже	3	2
188	на этой	1	2
189	на почве	2	2
190	этот человек	1	2
191	по себе	7	2
192	и тем	2	2
193	ведь в	1	2
194	одному из	1	2
195	и тогда	1	2
196	нисколько не	1	2
197	в этих	4	2
198	во время	1	2
199	что такое	2	2
200	котором идет	1	2
201	в котором	5	2
202	место в	1	2
203	в силу	1	2
204	другом и	1	2
205	друг другу	1	2
206	их в	3	2
207	том же	4	2
208	для нее	1	2
209	любовь к	4	2
210	тому что	1	2
211	она не	3	2
212	для нас	2	2
213	у него	5	2
214	следовательно и	2	2
215	чтобы их	1	2
216	людей и	4	2
217	и является	2	2
218	на которой	1	2
219	как будто	1	2
220	в области	1	2
221	если только	2	2
222	к себе	6	2
223	отличается от	3	2
224	указывает на	2	2
225	которой она	1	2
226	если же	5	2
227	для себя	1	2
228	и о	3	2
229	от друга	1	2
230	если они	1	2
231	с самим	5	2
232	это только	1	2
233	даже не	1	2
234	и что	3	2
235	от него	1	2
236	к нему	5	2
237	это в	1	2
238	отметить что	1	2
239	быть и	1	2
240	этот вопрос	2	2
241	совершенно не	4	2
242	бы ни	2	2
243	так что	2	2
244	уже не	4	2
245	только на	3	2
246	его и	1	2
247	разных сторон	1	2
248	ни в	6	2
249	не о	1	2
250	мы можем	4	2
251	только с	1	2
252	и вместе	1	2
253	в других	2	2
254	даже и	1	2
255	и даже	3	2
256	у многих	1	2
257	а с	1	2
258	в некоторых	1	2
259	а не	11	2
260	большинстве случаев	8	2
261	совершенно очевидно	1	2
262	себя на	2	2
263	в частности	1	2
264	так же	3	2
265	их к	1	2
266	принадлежащий к	1	2
267	отношения к	2	2
268	есть и	2	2
269	благодаря этому	1	2
270	но это	6	2
271	но для	3	2
272	остается в	2	2
273	всем этим	1	2
274	в результате	2	2
275	не должен	1	2
276	с ним	2	2
277	отношении к	2	2
278	на это	1	2
279	тем самым	1	2
280	в сфере	1	1
281	это при	1	1
282	того же	3	1
283	связи между	2	1
284	он может	1	1
285	силы и	1	1
286	к своей	1	1
287	смотрит на	1	1
288	всякое иное	1	1
289	не хочет	2	1
290	ту же	2	1
291	но главное	1	1
292	и друг	1	1
293	от которых	1	1
294	со своей	1	1
295	также и	3	1
296	лишь тогда	1	1
297	для достижения	1	1
298	мы не	4	1
299	же как	2	1
300	не во	1	1
301	ни у	3	1
302	же то	1	1
