1	а не	9	17
2	и в	18	16
3	не может	2	16
4	и не	12	11
5	и есть	1	10
6	что в	9	9
7	в том	9	8
8	он не	6	8
9	жизни и	1	8
10	как и	14	7
11	в этом	14	7
12	не будет	3	7
13	культуры и	1	7
14	может быть	9	7
15	не знает	1	6
16	не в	6	6
17	но это	1	6
18	никогда не	5	6
19	лишь в	5	6
20	с его	8	6
21	в ней	2	5
22	истории в	1	5
23	все это	3	5
24	и к	4	5
25	в нем	2	5
26	не только	22	5
27	в жизни	2	5
28	с ее	3	5
29	всех сторон	1	4
30	потому что	1	4
31	и для	2	4
32	и потому	2	4
33	не было	3	4
34	прежде всего	5	4
35	и все	2	4
36	со всех	1	4
37	по своему	2	4
38	есть лишь	1	4
39	о том	6	4
40	должно быть	1	4
41	в них	2	4
42	то что	2	4
43	это не	2	4
44	не менее	4	4
45	это было	1	3
46	стремится к	1	3
47	но и	13	3
48	к жизни	3	3
49	в ее	3	3
50	в своей	1	3
51	не есть	4	3
52	еще не	6	3
53	за пределы	1	3
54	в мире	5	3
55	истории не	2	3
56	в наши	1	3
57	в истории	1	3
58	как в	3	3
59	к ним	1	3
60	к лицу	1	3
61	сказать что	2	3
62	человека и	1	3
63	в основе	1	3
64	тому как	2	3
65	возвращение к	1	3
66	к тому	6	3
67	лицом к	1	3
68	к ее	1	3
69	вопрос о	1	3
70	с тем	2	3
71	жизни в	1	3
72	подобно тому	3	3
73	во всех	2	3
74	с другой	7	3
75	я уже	1	2
76	мир и	1	2
77	все они	2	2
78	мысли и	1	2
79	зависит от	1	2
80	не имеют	1	2
81	себя в	4	2
82	как будто	1	2
83	могут быть	2	2
84	но не	7	2
85	к содержанию	3	2
86	к богу	1	2
87	и т.п	5	2
88	все эти	2	2
89	этом смысле	1	2
90	в новом	2	2
91	другой стороны	5	2
92	есть в	1	2
93	который в	3	2
94	а в	10	2
95	одной стороны	2	2
96	нашего времени	3	2
97	в себе	2	2
98	у него	1	2
99	роль в	3	2
100	того чтобы	1	2
101	это и	2	2
102	я не	1	2
103	в категориях	1	2
