N	2gram	Bakhtin_Pr_1	KulturaY
1	и т	14	39
2	т п	13	24
3	и в	38	23
4	не только	9	20
5	в том	8	19
6	в этом	15	18
7	и не	42	16
8	было бы	8	15
9	может быть	26	15
10	ни к	2	15
11	т д	1	14
12	точки зрения	8	14
13	все эти	5	12
14	если бы	3	12
15	у нас	2	12
16	в самом	7	12
17	но в	4	11
18	том что	3	11
19	того чтобы	2	11
20	в области	11	11
21	по себе	1	10
22	а не	5	10
23	что в	7	10
24	самом деле	6	9
25	вопрос о	1	9
26	хотя бы	4	9
27	то что	8	9
28	можно было	4	9
29	вовсе не	2	9
30	для того	2	9
31	не может	27	9
32	с точки	6	8
33	не в	7	8
34	языка и	1	8
35	и что	2	8
36	уже не	1	8
37	прежде всего	13	8
38	с другой	7	8
39	и пр	2	8
40	что это	2	7
41	все же	6	7
42	в нашем	4	7
43	и с	17	7
44	не менее	4	7
45	но и	9	7
46	с помощью	7	7
47	другой стороны	4	7
48	то же	5	6
49	и на	3	6
50	но не	12	6
51	в этой	1	6
52	да и	3	6
53	это не	5	6
54	тем не	3	6
55	между тем	7	6
56	этот вопрос	1	6
57	вопроса о	3	6
58	слова в	7	6
59	что не	4	6
60	что мы	1	6
61	также и	3	5
62	мы имеем	2	5
63	я не	2	5
64	еще не	7	5
65	целый ряд	1	5
66	не следует	2	5
67	должна быть	4	5
68	по существу	2	5
69	и вот	1	5
70	что все	2	5
71	лишь в	2	5
72	и тем	3	5
73	несмотря на	3	5
74	и здесь	2	5
75	не могут	2	5
76	ясно что	3	5
77	приводит к	3	5
78	в его	43	5
79	что он	2	5
80	только в	13	5
81	должен быть	2	5
82	речь в	1	5
83	там где	6	5
84	вместе с	1	5
85	как это	2	5
86	этого слова	1	5
87	слова и	3	5
88	все это	3	5
89	этом смысле	3	5
90	таким образом	10	5
91	говорить о	3	4
92	в данном	4	4
93	отнюдь не	19	4
94	хотя и	3	4
95	бы и	1	4
96	на то	2	4
97	широком смысле	1	4
98	в нем	15	4
99	в узком	1	4
100	так и	5	4
101	должно быть	5	4
102	можно ли	1	4
103	в то	4	4
104	не имеет	9	4
105	ничего не	6	4
106	к тому	1	4
107	и о	5	4
108	в пределах	6	4
109	или в	2	4
110	могут быть	5	4
111	можно сказать	2	4
112	для нас	1	4
113	в нашей	2	4
114	ни в	11	4
115	в них	5	4
116	в особенности	2	4
117	не было	2	4
118	в связи	2	4
119	как бы	22	4
120	в результате	1	4
121	этой области	2	4
122	сказать что	4	4
123	была бы	2	4
124	к этому	2	4
125	так же	1	4
126	в сфере	1	3
127	это и	1	3
128	политики в	1	3
129	что можно	1	3
130	как не	1	3
131	меньшей степени	1	3
132	а только	2	3
133	не все	2	3
134	или иное	2	3
135	как в	4	3
136	то или	2	3
137	он не	3	3
138	всех этих	1	3
139	ни были	1	3
140	на этом	2	3
141	о которых	2	3
142	этого не	1	3
143	чем в	2	3
144	нисколько не	1	3
145	этого вопроса	1	3
146	в таких	2	3
147	в процессе	1	3
148	слова не	3	3
149	слова как	1	3
150	же время	3	3
151	и его	16	3
152	связи с	2	3
153	следует что	2	3
154	языка в	3	3
155	уже о	1	3
156	отличается от	2	3
157	что оно	2	3
158	как мы	7	3
159	в виду	4	3
160	в ней	4	3
161	здесь не	4	3
162	а в	6	3
163	именно с	1	3
164	а также	1	3
165	аналогии с	1	3
166	вопросу о	1	3
167	что и	2	3
168	в форме	4	3
169	в лучшем	2	3
170	того что	2	3
171	есть в	1	3
172	до конца	1	3
173	языка но	2	3
174	тем что	2	3
175	или иначе	1	3
176	именно в	1	3
177	на фоне	3	3
178	из которых	2	3
179	слов в	1	3
180	лучшем случае	2	3
181	но для	1	3
182	к вопросу	1	3
183	живет и	1	3
184	этом отношении	2	3
185	но это	3	3
186	не знает	3	3
187	совершенно не	7	3
188	к этой	1	3
189	и это	3	3
190	смысле слова	2	2
191	отношения к	6	2
192	и потому	4	2
193	на самом	4	2
194	тех же	1	2
195	и есть	2	2
196	нам право	1	2
197	можно говорить	2	2
198	конечно и	4	2
199	как впрочем	1	2
200	так называемые	1	2
201	о роли	1	2
202	а следовательно	1	2
203	мы будем	3	2
204	к слову	1	2
205	конечном счете	4	2
206	для всякой	1	2
207	отличие от	5	2
208	не просто	1	2
209	и выражения	1	2
210	дает нам	2	2
211	в своем	5	2
212	и где	1	2
213	могли бы	1	2
214	и у	2	2
215	быть только	5	2
216	и если	1	2
217	при этом	5	2
218	не как	1	2
219	в корне	2	2
220	свое время	1	2
221	в одну	1	2
222	здесь мы	2	2
223	могла бы	1	2
224	в другом	2	2
225	того или	2	2
226	данном случае	4	2
227	это положение	1	2
228	рядом с	5	2
229	или о	1	2
230	все равно	1	2
231	с тем	1	2
232	как и	7	2
233	не всегда	6	2
234	в своей	7	2
235	особенности же	1	2
236	в их	10	2
237	в отличие	5	2
