N	2gram	Nazirov_Tv_1	Problemy
1	из подполья	13	35
2	и в	21	35
3	как бы	17	31
4	и не	7	27
5	что он	6	24
6	в его	13	21
7	но в	7	19
8	как и	12	18
9	к себе	1	18
10	не может	4	18
11	в нем	3	16
12	то есть	12	16
13	то же	13	15
14	с самим	1	15
15	и все	6	15
16	в сущности	1	14
17	в этом	6	14
18	и его	6	14
19	для него	6	14
20	может быть	5	14
21	но и	3	14
22	все это	10	14
23	он не	8	13
24	что я	3	13
25	к нему	1	13
26	человека из	1	13
27	с другим	1	13
28	и с	3	12
29	у достоевского	28	12
30	прежде всего	4	12
31	и к	1	12
32	в то	15	11
33	слова и	1	11
34	самом деле	2	10
35	в двойнике	1	10
36	не только	7	10
37	не в	2	10
38	же время	12	10
39	героя и	2	10
40	то что	8	10
41	а я	1	10
42	на самом	3	9
43	в отношении	1	9
44	мы уже	1	8
45	я не	3	8
46	все же	5	8
47	к герою	1	8
48	самого начала	3	8
49	с самого	3	8
50	так и	2	8
51	себя и	1	8
52	потому что	5	8
53	слово о	1	7
54	еще не	1	7
55	с его	11	7
56	и наконец	2	7
57	самим собой	4	7
58	таким образом	5	7
59	настасьи филипповны	2	7
60	и сам	1	7
61	в виде	3	7
62	творчестве достоевского	5	7
63	вовсе не	5	7
64	так же	3	7
65	что же	1	7
66	человек из	1	7
67	с ним	3	7
68	а в	6	7
69	отношении к	1	7
70	отношению к	1	7
71	и на	7	6
72	он сам	6	6
73	но не	3	6
74	по отношению	1	6
75	в самом	3	6
76	что у	1	6
77	в плане	1	6
78	в каждом	3	6
79	яков петрович	2	6
80	к тому	2	6
81	он с	1	6
82	в одном	1	6
83	и что	1	6
84	только в	5	6
85	стремится к	3	6
86	но это	5	6
87	от него	1	6
88	не знает	2	6
89	что в	12	6
90	как в	8	5
91	в себе	2	5
92	на протяжении	3	5
93	он и	1	5
94	от себя	1	5
95	в конце	1	5
96	даже в	3	5
97	во время	1	5
98	на него	1	5
99	да и	1	5
100	уже говорили	1	5
101	и это	1	5
102	в глаза	2	5
103	в исповеди	1	5
104	в том	7	5
105	с ними	1	5
106	так что	2	5
107	и даже	3	5
108	когда я	2	5
109	в романах	13	5
110	как к	2	5
111	героя в	1	5
112	голядкина и	1	4
113	он как	1	4
114	в мире	4	4
115	он в	1	4
116	в чем	2	4
117	же и	2	4
118	романах достоевского	15	4
119	сливается с	3	4
120	та же	4	4
121	что это	1	4
122	но на	1	4
123	на его	3	4
124	и вот	1	4
125	но все	1	4
126	же не	1	4
127	чужого сознания	1	4
128	его в	1	4
129	в них	1	4
130	в своей	4	4
131	но он	2	4
132	по себе	1	4
133	меня не	1	4
134	от чужого	1	4
135	никогда не	3	4
136	он хочет	1	4
137	как раз	1	4
138	как будто	5	4
139	и делает	1	4
140	протяжении всего	2	4
141	где он	2	4
142	говорили что	1	4
143	еще в	2	4
144	все его	1	4
145	он боится	2	4
146	между тем	1	4
147	наконец в	1	4
148	все время	1	4
149	и у	2	4
150	только на	2	4
151	так как	3	4
152	у него	7	4
153	тем что	1	4
154	с другой	3	4
155	что не	2	4
156	до конца	2	4
157	а не	5	4
158	с которым	2	4
159	в творчестве	6	4
160	по своему	1	4
161	человек и	1	4
162	я в	1	4
163	тот же	2	4
164	что ты	2	4
165	себя как	2	3
166	это и	3	3
167	за собой	1	3
168	достоевского в	12	3
169	достоевского очень	1	3
170	господин голядкин	1	3
171	говорить о	1	3
172	и со	1	3
173	в виду	2	3
174	бы то	1	3
175	во всех	1	3
176	установкой на	1	3
177	совсем не	1	3
178	в одной	2	3
179	с этим	1	3
180	когда он	2	3
181	героев достоевского	3	3
182	его к	1	3
183	в целом	4	3
184	все эти	1	3
185	тому же	1	3
186	него и	1	3
187	то ни	1	3
188	знает что	1	3
189	было бы	1	3
190	мышкина и	1	3
191	с тем	1	3
192	такой же	2	3
193	достоевского нет	1	3
194	в котором	6	3
195	к одному	1	3
196	в повести	5	3
197	знал что	1	3
198	которого он	2	3
199	но только	2	3
200	а так	1	3
201	только с	1	3
202	подполья не	1	3
203	записок из	3	3
204	с ее	3	3
205	всего этого	1	3
206	не могу	2	3
207	в ее	1	3
208	и говорит	1	3
209	мире достоевского	3	3
210	это я	1	3
211	время не	2	3
212	что и	2	3
213	это не	4	3
214	достоевского это	4	3
215	в него	2	3
216	исповедь ставрогина	1	3
217	того что	3	3
218	нуждается в	1	3
219	принимает форму	1	3
220	со всеми	3	3
221	человека с	2	3
222	уже не	3	3
223	уже в	3	3
224	из них	2	3
225	его и	1	3
226	в диалоге	1	3
227	свое лицо	2	3
228	даже и	1	3
229	а с	1	3
230	своего собственного	2	3
231	так вот	2	3
232	он только	1	3
233	в последующем	1	3
234	эти слова	2	3
235	ты сам	1	3
236	сам не	1	3
237	не мог	2	3
238	и от	4	3
239	это как	3	3
240	я как	1	3
241	конце концов	1	3
242	мы должны	1	3
243	ибо в	2	3
244	только что	2	3
245	ни было	1	3
246	и вдруг	1	3
247	том что	11	3
248	сказать что	2	3
249	другой стороны	1	3
250	бы его	1	3
251	я и	3	2
252	в движение	1	2
253	чтобы не	1	2
254	уже все	1	2
255	в первом	2	2
256	и этот	1	2
257	а как	2	2
258	надо было	2	2
259	и тут	1	2
260	время как	1	2
261	кто же	2	2
262	в ней	2	2
263	двойника не	1	2
264	столь же	1	2
265	что его	2	2
266	ивана с	1	2
267	в голове	1	2
268	друг на	1	2
269	отличие от	2	2
270	однако в	2	2
271	в своем	4	2
272	им в	1	2
273	хотя и	3	2
274	и как	4	2
275	них он	1	2
276	в этот	1	2
277	в которой	3	2
278	бы и	1	2
279	мне не	1	2
280	всего романа	1	2
281	всегда с	1	2
282	еще один	1	2
283	как он	1	2
284	героя к	1	2
285	так сказать	2	2
286	в записках	4	2
287	при этом	7	2
288	а просто	1	2
289	всех этих	1	2
290	собой не	1	2
291	и по	3	2
292	на этом	1	2
293	а затем	2	2
294	что все	3	2
295	той же	3	2
296	это было	1	2
297	было в	2	2
298	то все	1	2
299	кажется что	1	2
300	ни в	1	2
301	достоевского и	3	2
302	все равно	1	2
303	глаза и	1	2
304	и того	2	2
305	в этих	2	2
306	места в	1	2
307	в отличие	2	2
308	своего рода	4	2
309	но эта	1	2
310	на всю	1	2
311	тому что	1	2
312	что с	1	2
313	не менее	6	2
314	но что	1	2
315	раннем творчестве	1	2
316	слово и	1	2
317	его внутренний	1	2
318	к ней	2	2
319	достоевского как	1	2
320	ли это	1	2
321	иван карамазов	2	2
322	есть только	1	2
323	строится как	1	2
324	а что	2	2
325	бы он	1	2
326	и он	2	2
327	братьев карамазовых	1	2
328	так в	1	2
329	приводит к	2	2
330	в дальнейшем	3	2
331	времени и	4	2
332	особенно в	1	2
333	жизнь и	1	2
334	для этого	1	2
335	о нем	1	2
336	о том	6	2
337	в раннем	1	2
338	и та	2	2
339	переходит в	2	2
340	с чертом	1	2
341	себя но	2	2
342	я тогда	1	2
343	и мир	2	2
344	одной из	4	2
345	то в	2	2
346	в эти	1	2
347	себя в	1	2
348	теперь же	1	2
349	со своим	1	2
350	в жизни	2	2
351	к слову	1	2
352	в душе	1	2
353	мы знаем	1	2
354	в роман	1	2
355	не случайно	4	2
356	исповедь ипполита	1	2
357	связан с	3	2
358	что на	1	2
359	говорит о	3	2
360	на этот	1	2
361	всю жизнь	1	2
362	на друга	1	2
363	в рассказе	3	2
364	слова не	1	2
365	одна и	1	2
366	человека как	2	2
367	вместе с	2	2
368	нет ни	2	2
369	ненависть к	1	2
370	очень важно	1	2
371	когда она	1	2
372	материал для	1	2
373	с этой	1	2
374	слиться с	1	2
375	пока еще	1	2
376	это уже	5	2
377	или в	2	2
378	что оно	1	2
379	обращается к	1	2
380	для достоевского	4	2
381	хотя бы	5	2
382	меня в	1	2
383	и внутренне	1	2
384	но эти	1	2
385	ни на	3	2
386	это в	3	2
387	в личном	1	2
388	и целуют	1	1
389	путь к	1	1
390	от этой	1	1
391	ту же	3	1
392	достоевский выделил	1	1
393	одним из	4	1
394	и фактически	1	1
395	и через	1	1
396	достоевского у	1	1
397	сквозь землю	1	1
398	но тем	1	1
399	нам кажется	1	1
400	по преимуществу	2	1
401	и до	1	1
402	вернулся к	1	1
403	уже по	1	1
404	в их	3	1
405	достоевский достигает	1	1
406	есть не	2	1
407	сильное впечатление	1	1
408	человеком и	1	1
409	эпизоде с	1	1
410	что никто	1	1
411	которую ведет	1	1
412	достоевского мы	1	1
413	мира достоевского	5	1
414	и иван	2	1
415	событий и	1	1
416	но даже	1	1
417	то это	1	1
418	достоевского есть	1	1
419	он вовсе	1	1
420	себе что	1	1
421	того же	2	1
422	с большим	1	1
423	род человеческий	1	1
424	проявляется в	1	1
425	свою очередь	1	1
426	и самого	1	1
427	собой в	2	1
428	он был	1	1
429	художественные эффекты	1	1
430	в преступлении	6	1
431	разбиваю ретроградов	1	1
432	ретроградов под	1	1
433	в изображении	1	1
434	его самоутверждение	1	1
435	и разбиваю	1	1
436	да он	1	1
437	она это	1	1
438	достоевский мыслил	1	1
439	его сознания	1	1
440	не все	1	1
441	него все	1	1
442	в качестве	2	1
443	макара девушкина	1	1
444	как справедливо	1	1
445	него с	1	1
446	из главных	2	1
447	что так	1	1
448	и место	1	1
449	таков его	1	1
450	одного момента	1	1
451	отнюдь не	5	1
452	и жили	1	1
453	в петербурге	4	1
454	из уст	1	1
455	тем более	1	1
456	некоторые из	2	1
457	перед нами	2	1
458	кроме того	1	1
459	голядкина в	1	1
460	мне надо	3	1
461	говорит что	2	1
462	что по	1	1
463	замысел достоевского	1	1
464	главных героев	1	1
465	его самоопределение	2	1
466	столкновение с	1	1
467	к чему	1	1
468	что достоевский	7	1
469	тут и	3	1
470	романа это	1	1
471	еще далеко	1	1
472	это такая	1	1
473	в этой	5	1
474	особое место	1	1
475	верно отражает	1	1
476	роль в	1	1
477	готов и	1	1
478	человек не	1	1
479	вследствие этого	1	1
480	в статье	1	1
481	часть записок	1	1
482	он ни	3	1
483	идеи и	1	1
484	что еще	1	1
485	был и	1	1
486	и если	1	1
487	на род	1	1
488	так уж	1	1
489	его можно	1	1
490	так быстро	1	1
491	заключает в	1	1
492	в нее	1	1
493	его до	1	1
494	человека в	6	1
495	введение в	1	1
496	больше всего	1	1
497	здесь мы	2	1
498	что этот	1	1
499	об этом	2	1
500	в глубине	1	1
501	на все	1	1
502	достоевского он	2	1
503	новые идеи	1	1
504	характерный для	1	1
505	приходит в	1	1
506	делает его	1	1
507	он приходит	1	1
508	с водой	1	1
509	достоевский и	3	1
510	очень любят	1	1
511	далеко не	3	1
512	личности не	2	1
513	эту тему	1	1
514	нигде не	1	1
