N	3gram	Medvedev_F_1	FransuaR
1	в то же	8	6
2	то же время	8	6
3	с точки зрения	13	5
4	но и в	1	4
5	до сих пор	6	4
6	не может быть	5	4
7	в этом отношении	1	3
8	и во всех	1	3
9	все же в	1	3
10	на первом плане	1	3
11	но в то	2	3
12	с одной стороны	4	3
13	в его целом	8	3
14	нужно сказать что	1	3
15	с другой стороны	1	3
16	вполне понятно что	1	2
17	но даже и	1	2
18	в своей книге	2	2
19	в своей статье	3	2
20	и в то	1	2
21	так и на	1	2
22	по сравнению с	1	2
23	во всяком случае	4	2
24	но все же	1	2
25	как мы видели	2	2
26	художественных функций в	1	1
27	еще далеко не	1	1
28	это резко отличает	1	1
29	в изобразительных искусствах	1	1
30	прежде всего в	3	1
31	по отношению к	4	1
32	и все остальные	1	1
33	в настоящее время	10	1
34	теорий и философий	1	1
35	одной стороны и	4	1
36	проникнуть во все	1	1
37	совершенно неправильно в	1	1
38	как если бы	2	1
39	и не может	2	1
40	вышедшая в году	1	1
41	на самом же	1	1
42	для этого прежде	1	1
43	несмотря на их	1	1
44	в этой смене	1	1
45	иногда и в	1	1
46	все это в	1	1
47	этого прежде всего	1	1
48	в том чтобы	2	1
49	всем миром и	1	1
50	в художественном произведении	2	1
51	глубокое миросозерцательное значение	1	1
52	в предисловии к	1	1
53	в чем же	1	1
54	так и в	4	1
55	традиции то она	1	1
56	в строгом смысле	2	1
57	всех своих моментах	1	1
58	в связи со	2	1
59	что касается до	1	1
60	в целом ряде	2	1
61	громадное влияние на	1	1
62	самом деле в	1	1
63	именно в том	1	1
64	в общем не	1	1
65	влияние и на	2	1
66	не могла не	1	1
67	определяется прежде всего	1	1
68	того или иного	2	1
69	как и всякая	2	1
70	во всех своих	1	1
71	на самом деле	6	1
72	нам важно лишь	1	1
73	не только с	1	1
74	не только не	2	1
75	не только на	1	1
76	более и более	2	1
77	неправильно в духе	1	1
78	выходит за пределы	1	1
79	самом же деле	1	1
80	в жизни этих	1	1
81	как своего рода	1	1
82	и вступает в	1	1
83	в новое время	1	1
84	к действительности и	1	1
85	в большинстве случаев	2	1
86	миросозерцательное значение это	1	1
87	и ни на	1	1
88	в том что	1	1
89	наконец в году	1	1
90	место в его	1	1
91	все более и	2	1
92	в нашу задачу	1	1
