N	2gram	Bakhtin_KF_1	Dialekti
1	не есть	20	40
2	и не	26	30
3	по себе	2	25
4	и в	24	18
5	точки зрения	12	17
6	ничего не	3	17
7	может быть	45	17
8	и есть	9	16
9	в нем	28	16
10	ни в	12	15
11	не имеет	5	15
12	потому что	2	14
13	значит что	1	14
14	а не	17	14
15	не только	5	13
16	и даже	1	13
17	то что	7	13
18	что в	4	13
19	в этом	14	12
20	было бы	8	12
21	с точки	9	12
22	если бы	8	12
23	не может	27	12
24	что это	3	11
25	в себе	21	11
26	что он	2	11
27	так как	1	11
28	как бы	9	11
29	это значит	1	11
30	все это	10	11
31	то же	5	10
32	несмотря на	1	10
33	прежде всего	2	10
34	и то	2	9
35	отнюдь не	6	9
36	так и	2	9
37	это не	10	9
38	том что	4	9
39	никогда не	5	9
40	это есть	2	9
41	в том	6	9
42	ясно что	3	8
43	но это	6	8
44	в каком	4	8
45	к нему	12	8
46	совершенно не	6	8
47	также и	1	7
48	и как	2	7
49	что она	1	7
50	что не	3	7
51	той или	3	7
52	не существует	1	7
53	вовсе не	7	7
54	не просто	1	7
55	но и	9	7
56	его не	1	6
57	хотя бы	4	6
58	в чем	4	6
59	но в	5	6
60	не в	12	6
61	она не	1	6
62	в то	3	6
63	с ним	5	6
64	можно сказать	1	6
65	не было	8	6
66	ни на	1	6
67	и ни	3	6
68	науки и	1	5
69	говорить о	2	5
70	я не	6	5
71	и он	1	5
72	отношение к	5	5
73	в своем	16	5
74	все же	5	5
75	на то	1	5
76	и с	1	5
77	и мы	2	5
78	в этих	1	5
79	в отношении	1	5
80	ровно ничего	1	5
81	ни о	1	5
82	в виду	3	5
83	есть только	1	5
84	не с	1	5
85	мы должны	1	5
86	само по	1	5
87	и пр	3	5
88	или не	1	5
89	а в	4	5
90	я утверждаю	1	4
91	это и	2	4
92	мы говорим	1	4
93	об этом	1	4
94	он есть	1	4
95	но лишь	6	4
96	как таковой	1	4
97	нисколько не	4	4
98	смысл и	6	4
99	а есть	1	4
100	есть всегда	1	4
101	что эта	2	4
102	же время	2	4
103	не о	2	4
104	к ней	1	4
105	к тому	1	4
106	ничего общего	2	4
107	не могу	3	4
108	о том	3	4
109	от него	3	4
110	быть и	3	4
111	мы видим	1	4
112	но не	12	4
113	и жизни	4	4
114	в котором	24	4
115	для меня	20	4
116	мы можем	1	4
117	как раз	1	4
118	как это	1	4
119	хотя и	1	4
120	или другой	1	4
121	во всяком	1	4
122	отношения к	1	3
123	самом деле	3	3
124	должна быть	4	3
125	действительности и	1	3
126	и тут	1	3
127	в ней	3	3
128	мысли и	1	3
129	на самом	3	3
130	а только	1	3
131	есть просто	1	3
132	или иное	2	3
133	все равно	1	3
134	то или	2	3
135	конечно не	7	3
136	от этого	2	3
137	но эта	5	3
138	в самом	1	3
139	та же	2	3
140	он не	6	3
141	всех этих	3	3
142	не значит	6	3
143	содержит в	1	3
144	но все	5	3
145	этом смысле	3	3
146	обе стороны	1	3
147	должно быть	6	3
148	в их	8	3
149	что я	5	3
150	при условии	2	3
151	тому что	2	3
152	в основе	5	3
153	но только	1	3
154	а лишь	3	3
155	в сознании	2	3
156	только с	3	3
157	уже и	1	3
158	ли это	2	3
159	могут быть	3	3
160	и всех	1	3
161	его с	2	3
162	утверждать что	1	3
163	и о	1	3
164	сознания и	3	3
165	жизнь и	2	3
166	и та	2	3
167	нуждается в	1	3
168	что и	7	3
169	может иметь	2	3
170	один из	2	3
171	но с	1	3
172	только в	16	3
173	реальное и	1	3
174	только на	1	3
175	или иной	2	3
176	точек зрения	1	3
177	и из	1	3
178	по направлению	1	3
179	ничем не	1	3
180	а он	1	3
181	и потому	2	3
182	в данном	2	3
183	относиться к	1	3
184	в его	40	3
185	не является	1	3
186	и все	7	3
187	или нет	1	3
188	еще более	2	3
189	и смысл	2	3
190	только что	1	3
191	отношении к	2	3
192	была бы	1	3
193	религии и	1	3
194	жизни и	8	3
195	думать что	2	3
196	гораздо более	1	3
197	можно говорить	1	2
198	говоря о	1	2
199	чтобы не	2	2
200	что уже	1	2
201	вопрос о	2	2
202	и говорить	1	2
203	не нужно	2	2
204	есть для	1	2
205	быть в	4	2
206	меня только	1	2
207	как таковая	1	2
208	но конечно	3	2
209	но как	5	2
210	и всякий	1	2
211	себе и	3	2
212	относится к	1	2
213	что именно	1	2
214	с этим	1	2
215	помнить что	1	2
216	научное сознание	1	2
217	светом и	1	2
218	бы и	3	2
219	образом и	1	2
220	не был	1	2
221	все эти	10	2
222	а просто	1	2
223	в виде	2	2
224	не как	4	2
225	на этом	1	2
226	в каждом	3	2
227	могла бы	4	2
228	что мир	1	2
229	и может	3	2
230	в мире	6	2
231	это было	2	2
232	форму и	1	2
233	но уже	1	2
234	мы имеем	5	2
235	как и	5	2
236	одна и	1	2
237	в своей	10	2
238	ее ни	1	2
239	всяком случае	1	2
240	это что	1	2
241	себе а	2	2
242	во всем	7	2
243	свой смысл	1	2
244	в корне	2	2
245	и от	1	2
246	ко всему	5	2
247	ни было	4	2
248	для нее	7	2
249	не знает	5	2
250	раз и	2	2
251	если и	1	2
252	не менее	3	2
253	как о	1	2
254	мысли в	1	2
255	дело не	2	2
256	к ним	4	2
257	значит ли	1	2
258	и эта	2	2
259	отличается от	1	2
260	и это	12	2
261	самого по	1	2
262	как не	1	2
263	на нем	2	2
264	другими словами	1	2
265	как с	1	2
266	и совершенно	3	2
267	в другом	3	2
268	мог бы	1	2
269	можно только	1	2
270	существенно не	1	2
271	для этого	2	2
272	мы живем	1	2
273	его самого	1	2
274	но к	1	2
275	как факт	1	2
276	это может	1	2
277	для того	3	2
278	в него	2	2
279	того что	3	2
280	в современной	3	2
281	с ними	3	2
282	и живое	1	2
283	и так	1	2
284	поэтому и	1	2
285	в качестве	2	2
286	же и	1	2
287	уже не	7	2
288	если мы	1	2
289	только тогда	1	2
290	но есть	2	2
291	для него	8	2
292	и их	6	2
293	никто не	1	2
294	с него	1	2
295	были бы	2	2
296	именно как	1	2
297	со стороны	7	2
298	именно в	5	2
299	здесь в	1	2
300	а с	2	2
301	с ней	1	2
302	только как	4	2
303	он и	2	2
304	если это	1	2
305	стороны в	3	2
306	пространства и	2	2
307	как в	2	2
308	живем и	1	2
309	есть мир	1	2
310	вес и	2	2
311	еще не	4	2
312	такой же	1	2
313	объективен и	1	2
314	абстрактной мысли	1	2
315	и для	9	2
316	я всегда	1	2
317	просто не	1	2
318	лишь как	2	2
319	ни к	2	2
320	я в	1	2
321	значило бы	2	2
322	пространстве и	1	2
323	я могу	5	2
324	к этому	2	2
325	как просто	1	1
326	я и	2	1
327	как все	1	1
328	не остается	2	1
329	не становится	1	1
330	ее до	2	1
331	бы для	1	1
332	показать что	1	1
333	тем же	1	1
334	и принципиально	2	1
335	чего не	2	1
336	есть категория	2	1
337	и до	1	1
338	что эти	1	1
339	зрения той	1	1
340	и этот	3	1
341	той же	1	1
342	а как	2	1
343	если я	2	1
344	и само	1	1
345	мы не	3	1
346	которую я	1	1
347	себя осознает	1	1
348	мир не	1	1
349	бы что	1	1
350	и абсолютная	1	1
351	из жизни	1	1
352	он как	1	1
353	его только	1	1
354	имеет смысла	1	1
355	как я	1	1
356	реальны как	1	1
357	гибели и	1	1
358	и иначе	1	1
359	себя а	4	1
360	столь же	1	1
361	от себя	10	1
362	отвлеченно-смысловая сторона	1	1
363	в различных	1	1
364	во всех	11	1
365	нужен в	1	1
366	различия между	1	1
367	в ее	16	1
368	совсем не	2	1
369	мы будем	1	1
370	вообще как	1	1
371	нет и	3	1
372	в оценке	1	1
373	один и	1	1
374	каково бы	1	1
375	себя за	2	1
376	его на	2	1
377	данный момент	3	1
378	этом его	2	1
379	что ее	1	1
380	мысль о	1	1
381	когда он	1	1
382	сознания в	2	1
383	я должен	7	1
384	и наконец	1	1
385	его к	2	1
386	и к	1	1
387	в каком-то	1	1
388	и свою	1	1
389	не более	1	1
390	момент а	1	1
391	к чему	3	1
392	мыслить как	1	1
393	в которой	1	1
394	и действительным	2	1
395	бы не	3	1
396	нет научного	1	1
397	но его	1	1
398	в мышлении	1	1
399	проникает в	5	1
400	если он	1	1
401	нем нельзя	2	1
402	теории и	3	1
403	с чем	1	1
404	к выводу	1	1
405	при этом	4	1
406	было с	1	1
407	и теоретическая	1	1
408	и эти	2	1
409	есть именно	2	1
410	нее и	1	1
411	эта последняя	1	1
412	не к	1	1
413	понятий и	1	1
414	котором мы	3	1
415	ни была	1	1
416	остается лишь	1	1
417	движется и	1	1
418	чувства в	1	1
419	постольку поскольку	1	1
420	и по	1	1
421	людей и	2	1
422	него и	1	1
423	всех категорий	1	1
424	здесь мы	4	1
425	с соответствующим	1	1
426	не будет	2	1
427	что все	1	1
428	же не	1	1
429	главным образом	1	1
430	мы уже	1	1
431	а по	2	1
432	общего не	2	1
433	то есть	1	1
434	с целью	1	1
435	его в	5	1
436	то все	1	1
437	а это	2	1
438	весь мир	2	1
439	науки а	1	1
440	и тем	3	1
441	в жизни	2	1
442	кажется что	2	1
443	из нее	1	1
444	в предмете	1	1
445	нет в	4	1
446	это положение	1	1
447	она и	1	1
448	в реальном	1	1
449	в этой	2	1
450	осознает и	1	1
451	этого не	1	1
452	всю жизнь	1	1
453	место и	2	1
454	жизни но	3	1
455	но я	2	1
456	имеет место	1	1
457	что значит	2	1
458	категория сознания	1	1
459	что между	1	1
460	и культуры	1	1
461	не зависит	1	1
462	еще нечто	1	1
463	богато и	1	1
464	место в	5	1
465	и теоретическое	1	1
466	науки но	1	1
467	и находит	1	1
468	мир и	1	1
469	есть его	2	1
470	но он	1	1
471	тем не	2	1
472	действительно есть	1	1
473	имеет смысл	1	1
474	смысловом содержании	1	1
475	и очень	1	1
476	сознании в	1	1
477	можно ли	1	1
478	тем самым	4	1
479	себе момент	1	1
480	дерево а	1	1
481	дело в	2	1
482	я буду	3	1
483	два мира	1	1
484	и именно	2	1
485	его есть	1	1
486	ясность и	1	1
487	того чтобы	2	1
488	чем не	4	1
489	сознания конечно	1	1
490	вытекает из	2	1
491	на язык	3	1
492	жизни не	1	1
493	и приводит	1	1
494	действительно в	1	1
495	по своей	1	1
496	лишь с	2	1
497	меня и	3	1
498	не вытекает	1	1
499	мире и	1	1
500	и его	17	1
501	не нужен	2	1
502	от действительного	2	1
503	здесь же	1	1
504	акт в	1	1
505	не потому	2	1
506	перед солнцем	1	1
507	у меня	1	1
508	это-то и	1	1
509	но там	1	1
510	места для	1	1
511	мы найдем	1	1
512	когда мы	1	1
513	сознания как	2	1
514	сказать только	1	1
515	оно именно	1	1
516	же самое	1	1
517	должны быть	1	1
518	они даны	1	1
519	всего что	1	1
520	оно не	2	1
521	но сама	1	1
522	где он	3	1
523	него как	1	1
524	этот акт	6	1
525	должен быть	7	1
526	правда не	1	1
527	совершенно правильно	1	1
528	но при	1	1
529	здесь не	3	1
530	факт не	1	1
531	в каких	1	1
532	характер и	1	1
533	бы действительно	1	1
534	смысл но	1	1
535	него самого	1	1
536	уже с	1	1
537	и этим	3	1
538	культуры и	5	1
539	по способу	1	1
540	свет в	1	1
541	на том	1	1
542	и когда	2	1
543	времени и	4	1
544	здесь как	1	1
545	и единственный	5	1
546	и каждый	1	1
547	в результате	1	1
548	переживания как	2	1
549	основана на	1	1
550	даны в	2	1
551	это суть	2	1
552	ничто в	1	1
553	действительность и	1	1
554	и смерть	1	1
555	каждый раз	1	1
556	и должно	1	1
557	конечно это	1	1
558	но мы	1	1
559	не стоит	1	1
560	и просто	2	1
561	ли она	1	1
562	этим не	1	1
563	любви к	1	1
564	того или	3	1
565	положения и	3	1
566	все в	1	1
567	этого бытия	1	1
568	же лица	1	1
569	определение и	1	1
570	между тем	4	1
571	говорить об	1	1
572	ним и	3	1
573	и только	6	1
574	в ту	2	1
575	его то	1	1
576	не знаю	1	1
577	бытие всякая	1	1
578	а именно	1	1
579	дать в	1	1
580	сознания его	1	1
581	объектов и	1	1
582	на почве	1	1
583	не непосредственно	1	1
584	до ее	1	1
585	рационализма и	1	1
586	вступить в	1	1
587	в какой	1	1
588	но ни	2	1
589	в стороне	1	1
590	это очень	1	1
591	совершенно необходимая	1	1
592	другого а	1	1
593	мира как	2	1
594	бы ни	1	1
595	все они	1	1
596	она лишь	1	1
597	со всеми	2	1
598	себя в	8	1
599	каком научном	1	1
600	построения и	1	1
601	далеко от	1	1
602	лицо с	1	1
603	можно установить	1	1
604	содержание не	2	1
605	не можем	1	1
606	я имею	3	1
607	в мой	1	1
608	нужно еще	1	1
609	и чисто	1	1
610	а то	1	1
611	не дает	3	1
612	в душе	1	1
613	и других	2	1
614	бытия но	4	1
615	быть ясно	1	1
616	бы утверждать	1	1
617	он имеет	2	1
618	процесс и	2	1
619	он может	2	1
620	менее всего	6	1
621	мир в	11	1
622	был бы	3	1
623	себе в	1	1
624	стать в	1	1
625	бы совершенно	1	1
626	и также	1	1
627	или как	2	1
628	отрешенное от	1	1
629	не для	1	1
630	содержание и	2	1
631	ее не	1	1
632	это значило	2	1
633	она будет	1	1
634	другом в	1	1
635	да это	1	1
636	себе свою	1	1
637	от того	3	1
638	во главе	2	1
639	смерти и	1	1
640	вне ее	3	1
641	это будет	1	1
642	корне искажает	1	1
643	во власти	1	1
644	никогда и	1	1
645	в данный	3	1
646	с другим	1	1
647	осмысления и	1	1
648	в соответствующих	1	1
649	и можно	1	1
650	сознания все	1	1
651	будет ли	2	1
652	и самая	1	1
653	мы его	1	1
654	и др	1	1
655	говорят об	1	1
656	нового времени	1	1
657	слиты в	1	1
658	больше и	1	1
659	не нужна	1	1
660	общее а	1	1
661	превращается в	1	1
662	смысла и	2	1
663	а за	1	1
664	зависит от	1	1
665	есть лишь	5	1
666	его как	5	1
667	и утверждается	1	1
668	и я	5	1
669	там где	5	1
670	и уже	1	1
671	меня не	3	1
672	жизнь в	1	1
673	эти бесконечные	1	1
674	если не	2	1
675	уже давно	1	1
676	где есть	1	1
677	то прежде	1	1
678	вместе с	1	1
679	я уже	2	1
680	как одно	1	1
681	станет утверждать	1	1
682	же с	1	1
683	в духе	1	1
684	могу быть	2	1
685	можно быть	1	1
686	где же	1	1
687	дана и	1	1
688	его жизни	3	1
689	находятся в	1	1
690	быть только	8	1
