N	3gram	Potebnia_M_1	EvropaiE
1	с точки зрения	3	16
2	в то же	3	15
3	то же время	3	14
4	с одной стороны	3	8
5	одной стороны и	1	6
6	в том что	13	6
7	с этой точки	1	5
8	так же как	1	5
9	этой точки зрения	1	5
10	для того чтобы	2	5
11	бы то ни	2	4
12	не только в	3	4
13	то ни было	1	4
14	и в этом	6	4
15	само по себе	4	4
16	в этом смысле	4	3
17	в этом отношении	1	3
18	можно было бы	1	3
19	можно думать что	1	3
20	в применении к	2	3
21	во всяком случае	1	3
22	в некотором смысле	2	3
23	между тем в	1	3
24	как бы ни	2	3
25	заключает в себе	2	3
26	того что в	1	2
27	не говоря уже	1	2
28	только в том	6	2
29	то что в	1	2
30	из того что	1	2
31	заключается в том	1	2
32	так и в	3	2
33	то окажется что	1	2
34	с другой стороны	5	2
35	вслед за тем	1	2
36	не может быть	9	2
37	по себе не	1	2
38	в свою очередь	4	2
39	в одном из	1	2
40	на то что	1	2
41	друг от друга	2	2
42	как мы видели	1	2
43	и связанное с	1	1
44	и того же	2	1
45	то есть чем	1	1
46	из всего этого	1	1
47	не менее ее	1	1
48	дело в том	2	1
49	но так как	1	1
50	более или менее	1	1
51	во многих случаях	1	1
52	в психологии и	1	1
53	и не только	1	1
54	что как бы	1	1
55	не заключает в	1	1
56	говоря уже о	1	1
57	и то и	1	1
58	то и другое	2	1
59	как же будет	1	1
60	но и в	4	1
61	с тем что	3	1
62	мы увидим что	3	1
63	на этот вопрос	2	1
64	в противном случае	3	1
65	и в этих	1	1
66	бы в одном	1	1
67	во внимание что	2	1
68	вовлекает в свой	1	1
69	смысле этого слова	1	1
70	и в отношении	1	1
71	не могут быть	2	1
72	что в таком	2	1
73	в связи с	1	1
74	независимо от этого	1	1
75	же время не	1	1
76	как одно из	1	1
77	что во многих	1	1
78	мы видели что	1	1
79	это потому что	1	1
80	это должно быть	1	1
81	как и всякая	1	1
82	мы не можем	1	1
83	том смысле что	1	1
84	в то время	1	1
85	значение только в	1	1
86	нельзя сказать чтобы	1	1
87	и тем самым	1	1
88	но и для	2	1
89	это значит что	1	1
90	том что создание	1	1
91	и тем более	1	1
92	при известных условиях	2	1
93	не более как	3	1
94	одного и того	2	1
95	но не в	1	1
96	даже при самом	1	1
97	для нас в	1	1
98	к тому что	2	1
99	в том смысле	4	1
100	помнить что в	1	1
101	на такой вопрос	1	1
102	тех и других	2	1
103	не может в	1	1
104	на различия в	1	1
105	только тогда когда	4	1
106	и т д	4	1
