N	2gram	Propp_Isto_2	VerxiiNi
1	и в	15	26
2	таким образом	7	22
3	с тем	9	18
4	в этом	11	15
5	вместе с	7	15
6	как бы	6	12
7	в том	6	11
8	из этих	3	10
9	не только	18	10
10	и с	4	10
11	может быть	17	10
12	связи с	8	9
13	так как	14	9
14	но и	14	9
15	магической силы	2	9
16	что в	12	9
17	но не	2	8
18	главным образом	2	8
19	с другой	2	8
20	и не	11	8
21	но в	6	7
22	связанные с	1	7
23	но все	5	7
24	из них	2	7
25	том что	7	7
26	потому что	9	7
27	к нему	5	7
28	с одной	4	7
29	то что	12	7
30	а с	2	7
31	одной стороны	3	7
32	представление о	2	6
33	все же	9	6
34	все эти	4	6
35	в себе	4	6
36	к тому	5	6
37	так и	5	6
38	о том	3	6
39	что и	6	6
40	несмотря на	1	6
41	и потому	1	6
42	все это	3	6
43	мы должны	4	6
44	сих пор	7	5
45	и к	1	5
46	тому же	2	5
47	в силу	2	5
48	того чтобы	2	5
49	никогда не	15	5
50	с другом	1	5
51	образом в	1	5
52	в его	6	5
53	до сих	6	5
54	а не	5	5
55	к жизни	1	5
56	друг с	1	5
57	и для	2	5
58	так же	13	5
59	одной из	4	5
60	в котором	5	4
61	то же	10	4
62	в течение	1	4
63	в самом	1	4
64	в этой	4	4
65	и по	2	4
66	с другими	2	4
67	должен был	3	4
68	он не	8	4
69	далеко не	1	4
70	попадает в	5	4
71	в которых	2	4
72	в то	1	4
73	в нем	7	4
74	а в	12	4
75	и что	6	4
76	и только	2	4
77	только в	6	4
78	и вместе	2	4
79	ничем не	1	4
80	не может	5	4
81	боги и	2	4
82	в этих	11	4
83	во время	2	4
84	что он	24	4
85	же как	5	3
86	не вполне	1	3
87	когда он	3	3
88	и как	1	3
89	за собой	1	3
90	в которой	2	3
91	что это	6	3
92	так или	1	3
93	и если	2	3
94	при этом	4	3
95	подойти к	2	3
96	оказывается что	2	3
97	тем не	1	3
98	не менее	1	3
99	как о	1	3
100	представляет собой	5	3
101	в других	3	3
102	и о	1	3
103	но по	3	3
104	в народных	1	3
105	уже с	2	3
106	с самого	2	3
107	на нее	2	3
108	путь к	1	3
109	того что	3	3
110	но с	2	3
111	хотя бы	2	3
112	в качестве	3	3
113	так что	6	3
114	из которого	1	3
115	уже не	1	3
116	что эти	4	3
117	в одном	5	3
118	или иначе	1	3
119	в связи	5	3
120	а так	1	3
121	с этой	1	3
122	в результате	1	3
123	у них	1	3
124	отношению к	3	3
125	и другие	4	3
126	к этому	1	3
127	в таком	1	3
128	точно так	6	3
129	говорили о	1	2
130	в русских	3	2
131	связана с	6	2
132	и это	3	2
133	когда человек	1	2
134	его не	2	2
135	мы имеем	15	2
136	так чтобы	1	2
137	еще не	9	2
138	и на	4	2
139	с его	1	2
140	во всех	2	2
141	на небе	1	2
142	древних времен	1	2
143	и наконец	5	2
144	еще на	1	2
145	ни один	2	2
146	он в	3	2
147	на то	3	2
148	не могла	2	2
149	и связанные	1	2
150	из него	2	2
151	состоит в	2	2
152	связан с	5	2
153	них не	1	2
154	с целью	1	2
155	в них	1	2
156	у женщины	1	2
157	не всегда	1	2
158	мы видели	2	2
159	но если	3	2
160	которые в	1	2
161	не в	7	2
162	из человеческих	3	2
163	в тело	2	2
164	вплоть до	1	2
165	самого начала	2	2
166	стадии развития	1	2
167	только не	1	2
168	выхода из	1	2
169	в разных	2	2
170	с одним	3	2
171	в русском	2	2
172	и после	1	2
173	так например	1	2
174	и здесь	9	2
175	не могут	1	2
176	время он	1	2
177	приводит к	2	2
178	особенно в	1	2
179	связанных с	1	2
180	эти действия	2	2
181	в виду	2	2
182	а также	2	2
183	должно было	3	2
184	быть даже	1	2
185	вслед за	1	2
186	быть и	1	2
187	один из	8	2
188	тот же	1	2
189	и действительно	1	2
190	очень много	8	2
191	лесах и	1	2
192	для всех	1	2
193	уже в	2	2
194	свидетельствует о	1	2
195	одно из	2	2
196	за которые	1	2
197	мы можем	8	2
198	но вместе	1	2
199	из своих	1	2
200	и из	2	2
201	именно в	2	2
202	к которому	5	2
203	прежде всего	5	2
204	превращается в	2	2
205	не было	2	2
206	среди них	1	2
207	в одно	1	2
208	должна была	1	2
209	связь с	4	2
210	требует от	1	2
211	по своему	1	2
212	после его	1	2
213	на русской	1	2
214	по существу	2	2
215	на пути	1	2
216	что мы	3	2
217	только для	1	2
218	влечет за	1	2
219	поэтому что	1	2
220	или по	1	2
221	при таком	1	2
222	о котором	1	2
223	но когда	1	2
224	в эту	2	2
225	в свою	1	2
226	в процессе	1	2
227	сказать что	2	2
228	из этого	1	2
229	можно назвать	1	2
230	как эти	1	1
231	себя как	1	1
232	можно говорить	1	1
233	к их	1	1
234	в этот	1	1
235	самом деле	2	1
236	он может	1	1
237	вытеснен в	1	1
238	это и	1	1
239	что дает	1	1
240	и есть	5	1
241	магическая сила	1	1
242	полагают что	1	1
243	то самое	1	1
244	и этот	1	1
245	и могут	1	1
246	вызвать то	1	1
247	мы уже	6	1
248	той же	2	1
249	их и	1	1
250	а как	1	1
251	мы не	3	1
252	этом не	1	1
253	в сущности	2	1
254	это всегда	1	1
255	представлением о	1	1
256	его о	1	1
257	не совсем	3	1
258	и образуют	1	1
259	же что	1	1
260	надо иметь	1	1
261	в ней	4	1
262	связи со	1	1
263	нему в	1	1
264	а бог	1	1
265	что его	1	1
266	они у	1	1
267	видели что	3	1
268	к нам	1	1
269	в сторону	1	1
270	по отношению	3	1
271	отличие от	1	1
272	к своей	1	1
273	что они	10	1
274	связи и	1	1
275	в одной	4	1
276	эта связь	3	1
277	как в	5	1
278	поскольку они	1	1
279	некоторое время	2	1
280	как к	1	1
281	вспомним что	2	1
282	однако не	1	1
283	к старшим	1	1
284	его к	1	1
285	себе не	1	1
286	есть ли	2	1
287	с душой	1	1
288	от этого	1	1
289	к чему	2	1
290	разве я	1	1
291	плату а	1	1
292	что к	1	1
293	и тот	1	1
294	сказать чтобы	1	1
295	имеем в	5	1
296	если он	1	1
297	так сказать	2	1
298	на его	2	1
299	вера в	2	1
300	в нашей	2	1
301	чтобы они	1	1
302	всех этих	3	1
303	действий которые	1	1
304	станет ясным	1	1
305	он должен	2	1
306	к одному	1	1
307	душу и	1	1
308	и более	2	1
309	представителями не	1	1
310	такую силу	1	1
311	на земле	1	1
312	что она	5	1
313	прилетает к	1	1
314	человека в	2	1
315	задний план	1	1
316	то станет	1	1
317	бы быть	1	1
318	а по	1	1
319	на этой	2	1
320	его в	10	1
321	входит в	1	1
322	это было	1	1
323	есть не	1	1
324	это не	2	1
325	было бы	5	1
326	этой силы	1	1
327	оно поможет	2	1
328	в жизни	2	1
329	смерть и	1	1
330	ни в	2	1
331	она и	2	1
332	соответствии с	1	1
333	как видно	1	1
334	как и	2	1
335	этим и	1	1
336	ни с	1	1
337	чем в	1	1
338	восходят к	1	1
339	зато в	1	1
340	она была	1	1
341	эльбы и	1	1
342	его нельзя	1	1
343	к тем	1	1
344	в своей	1	1
345	в сети	2	1
346	что такое	1	1
347	никто не	1	1
348	в преисподнюю	1	1
349	в их	3	1
350	в славянских	1	1
351	прийти к	1	1
352	однако еще	1	1
353	у тюркских	1	1
354	в отличие	1	1
355	должны были	8	1
356	эволюции религиозных	1	1
357	но эта	1	1
358	русской сказки	1	1
359	вводят в	1	1
360	такое здание	1	1
361	их в	2	1
362	моменту когда	1	1
363	по себе	1	1
364	даже в	1	1
365	случае мы	2	1
366	и одной	2	1
367	что происходит	2	1
368	на три	2	1
369	без участия	2	1
370	но они	4	1
371	а иногда	1	1
372	в деталях	1	1
373	в познании	1	1
374	дело не	4	1
375	того как	4	1
376	это нам	1	1
377	уже очень	2	1
378	чтобы стать	1	1
379	иметь в	2	1
380	как самое	1	1
381	казалось бы	1	1
382	ничего не	7	1
383	котором здесь	1	1
384	тюркских племен	1	1
385	под этим	1	1
386	видим что	5	1
387	другой стороны	2	1
388	к этим	1	1
389	она обладает	1	1
390	только с	2	1
391	тела и	1	1
392	в каком	1	1
393	у нас	1	1
394	действительно был	1	1
395	когда мы	2	1
396	могут быть	2	1
397	лежит в	1	1
398	не знаем	1	1
399	как только	1	1
400	что фактически	1	1
401	душой в	1	1
402	смерти и	7	1
403	за свою	1	1
404	своего отца	1	1
405	на это	1	1
406	эти явления	1	1
407	с образом	2	1
408	с ее	2	1
409	в количестве	1	1
410	здесь не	2	1
411	всего этого	1	1
412	без всякого	1	1
413	совершенно ясно	2	1
414	она живет	1	1
415	люди которые	1	1
416	в себя	3	1
417	идет речь	1	1
418	роль в	3	1
419	и совершенно	1	1
420	с собой	1	1
421	на путь	1	1
422	живет в	2	1
423	нужно было	1	1
424	когда его	1	1
425	же эти	2	1
426	найти в	1	1
427	том как	1	1
428	или что	1	1
429	он сам	1	1
430	по мере	3	1
431	с ним	1	1
432	была еще	1	1
433	именно потому	1	1
434	как существо	1	1
435	и других	1	1
436	то они	1	1
437	другими словами	4	1
438	в глаза	2	1
439	одного из	1	1
440	к обряду	1	1
441	его тело	1	1
442	после того	3	1
443	и во	1	1
444	в лесах	1	1
445	все в	1	1
446	связь между	1	1
447	с каким-нибудь	1	1
448	религиозной культуры	1	1
449	эта сила	1	1
450	видели выше	1	1
451	представляли собой	2	1
452	и следовательно	1	1
453	пор были	1	1
454	как она	4	1
455	происходит в	2	1
456	что этому	2	1
457	что здесь	4	1
458	его уже	2	1
459	и прежде	1	1
460	сделать это	1	1
461	мы видим	8	1
462	с ними	2	1
463	этот вопрос	1	1
464	которым он	1	1
465	друг друга	1	1
466	и так	2	1
467	и ее	2	1
468	или его	2	1
469	их не	1	1
470	и его	3	1
471	рассматриваться как	1	1
472	не можем	1	1
473	указания на	1	1
474	только на	1	1
475	попадают в	4	1
476	на этих	1	1
477	и религиозной	1	1
478	при помощи	2	1
479	дает ему	2	1
480	мы знаем	11	1
481	себе в	1	1
482	и их	2	1
483	богов все	1	1
484	могло бы	1	1
485	богу не	1	1
486	у него	4	1
487	заметить что	2	1
488	тем что	4	1
489	тогда как	1	1
490	параллельно с	1	1
491	в очень	3	1
492	представляют собой	3	1
493	которые как	1	1
494	не были	1	1
495	возможно что	2	1
496	со всем	1	1
497	ней и	1	1
498	при рассмотрении	1	1
499	к рассмотрению	2	1
500	всегда связан	1	1
501	нельзя сказать	1	1
502	а именно	3	1
503	такое же	1	1
504	из таких	1	1
505	этой роли	1	1
506	и пр	7	1
507	их можно	1	1
508	с культом	2	1
509	она является	1	1
510	целым рядом	1	1
511	зависит от	2	1
512	жизнь в	1	1
513	всей своей	1	1
514	одну из	1	1
515	о чем	1	1
516	магическую силу	2	1
517	когда она	3	1
518	и стать	1	1
519	мы поймем	1	1
520	силы или	1	1
521	с нашей	1	1
522	нет ничего	2	1
523	эти слова	3	1
524	всем что	1	1
525	в европе	1	1
526	по окончании	1	1
527	с этим	5	1
528	и за	1	1
529	в той	1	1
530	смысле этого	2	1
531	если человек	1	1
532	здесь имеется	2	1
533	да и	2	1
534	духом и	1	1
535	там где	1	1
536	вошли в	1	1
537	стороны с	1	1
538	здесь идет	1	1
539	этого слова	1	1
540	к обожествлению	1	1
541	и некоторые	1	1
542	такой же	2	1
543	на которой	2	1
544	но это	4	1
545	о его	2	1
546	кроме того	2	1
547	нечто подобное	1	1
548	в наше	1	1
549	же представление	1	1
550	этих мифах	1	1
551	много но	2	1
552	совершается в	2	1
553	и состоит	1	1
554	на задний	1	1
555	его с	1	1
556	мира и	1	1
557	это как	1	1
558	такое обращение	1	1
559	она уже	1	1
560	то не	2	1
561	то о	1	1
562	это позволяет	1	1
563	ни к	1	1
564	превратился в	1	1
565	наоборот все	1	1
566	все они	1	1
567	на более	1	1
568	указывает на	1	1
569	же в	1	1
570	как показывает	1	1
571	и страшен	1	1
572	не осталось	1	1
573	не похожи	1	1
574	наконец что	1	1
575	по одному	1	1
576	людей но	1	1
577	есть то	1	1
