N	2gram	Vygotskiy__2	Tragedij
1	и в	15	18
2	в этом	19	9
3	не только	15	8
4	он сам	3	7
5	и с	4	7
6	и на	1	7
7	может быть	9	7
8	как бы	7	7
9	и не	7	7
10	но в	6	6
11	и его	4	6
12	что он	12	6
13	у него	2	6
14	то же	5	5
15	все же	4	5
16	что это	6	5
17	это не	5	5
18	как и	6	5
19	несмотря на	4	5
20	в дальнейшем	1	5
21	так и	8	5
22	не может	9	5
23	я не	1	4
24	в себе	2	4
25	в целом	10	4
26	в этой	6	4
27	в нем	1	4
28	об этом	3	4
29	том что	27	4
30	и что	8	4
31	но и	10	4
32	и даже	5	4
33	прежде всего	4	4
34	так же	4	4
35	но это	1	4
36	все это	4	4
37	что в	14	4
38	и все	3	4
39	то что	20	4
40	и он	1	3
41	отнюдь не	2	3
42	как в	4	3
43	в своем	9	3
44	и как	2	3
45	все эти	3	3
46	при этом	3	3
47	должно быть	2	3
48	тем самым	3	3
49	что с	5	3
50	с ее	2	3
51	и сам	3	3
52	с ним	3	3
53	к нему	1	3
54	в его	2	3
55	один из	1	3
56	уже в	5	3
57	для него	3	3
58	никто не	1	3
59	как это	6	3
60	и до	3	2
61	что эти	1	2
62	из своих	1	2
63	отказывается от	1	2
64	никогда не	8	2
65	и то	1	2
66	он был	1	2
67	столь же	2	2
68	с его	4	2
69	ее к	1	2
70	отличие от	3	2
71	так что	1	2
72	как говорит	2	2
73	перед нами	2	2
74	говорит что	5	2
75	имеет в	1	2
76	в самом	11	2
77	бы и	3	2
78	то и	1	2
79	по словам	1	2
80	он не	7	2
81	что она	3	2
82	но все	2	2
83	что все	4	2
84	его в	1	2
85	ни в	2	2
86	нет в	1	2
87	с тем	1	2
88	сам говорит	2	2
89	в ходе	1	2
90	в отличие	3	2
91	вопрос о	5	2
92	одном из	1	2
93	но эта	3	2
94	не в	8	2
95	не играют	1	2
96	одна из	1	2
97	не имеет	4	2
98	не могут	2	2
99	к тому	7	2
100	и это	3	2
101	в ее	1	2
102	данном случае	3	2
103	не за	1	2
104	как у	2	2
105	ничего не	3	2
106	и здесь	1	2
107	о том	9	2
108	теперь и	1	2
109	что и	2	2
110	в том	33	2
111	гораздо важнее	2	2
112	который в	4	2
113	по мнению	1	2
114	между этими	1	2
115	и ее	3	2
116	на всем	2	2
117	в виде	1	2
118	в одном	2	2
119	друг друга	5	2
120	тем что	2	2
121	чем он	1	2
122	только к	1	2
123	ребенка в	10	2
124	до конца	1	2
125	ничем не	3	2
126	ребенка и	4	2
127	под влиянием	1	2
128	в данном	3	2
129	от всего	1	2
130	потому что	7	2
131	личности и	1	2
132	в частности	6	2
133	по поводу	4	2
134	точно так	1	2
135	я и	1	1
136	ту же	2	1
137	в сфере	1	1
138	человека и	3	1
139	что наконец	2	1
140	сам по	1	1
141	он показывает	2	1
142	и др	5	1
143	самом деле	6	1
144	эта речь	1	1
145	он противопоставляет	1	1
146	силы и	1	1
147	это и	1	1
148	на деле	5	1
149	же по	1	1
150	и есть	2	1
151	от самого	1	1
152	высшей степени	7	1
153	той же	2	1
154	деле же	2	1
155	не встречает	1	1
156	на пороге	1	1
157	связаны между	1	1
158	что уже	1	1
159	исследования в	1	1
160	вместо того	1	1
161	даже самый	1	1
162	самой природе	1	1
163	очень широкое	1	1
164	в виду	6	1
165	не способен	1	1
166	из ее	1	1
167	в ней	1	1
168	представляет собой	2	1
169	между собой	1	1
170	содержатся в	1	1
171	это же	3	1
172	в чем	1	1
173	и мира	1	1
174	во всех	2	1
175	мысль что	6	1
176	на другой	1	1
177	но не	3	1
178	отказ от	1	1
179	но как	1	1
180	всем его	1	1
181	в противовес	1	1
182	с совершенно	1	1
183	к проблемам	1	1
184	за пределы	2	1
185	это самое	1	1
186	чем же	1	1
187	в истории	6	1
188	вызывает в	1	1
189	опирается на	1	1
190	что именно	3	1
191	вот как	1	1
192	и наконец	1	1
193	четкое и	1	1
194	этой идеи	1	1
195	роль играет	1	1
196	со своей	1	1
197	в которой	4	1
198	автор в	1	1
199	он в	3	1
200	имеет для	1	1
201	только один	1	1
202	говорит не	1	1
203	жизнь как	1	1
204	как он	6	1
205	и если	1	1
206	вообще не	1	1
207	в переводе	1	1
208	так сказать	1	1
209	чем для	2	1
210	которой не	1	1
211	роли в	2	1
212	и еще	1	1
213	не к	1	1
214	что нужно	1	1
215	жизни гораздо	2	1
216	и по	3	1
217	на этом	1	1
218	что сам	1	1
219	таким образом	14	1
220	здесь мы	1	1
221	а затем	1	1
222	факт что	1	1
223	за то	2	1
224	им как	1	1
225	в другом	2	1
226	самого автора	2	1
227	единственное что	1	1
228	им же	2	1
229	в ход	1	1
230	на ту	1	1
231	на все	2	1
232	лишь в	3	1
233	это было	1	1
234	заключается в	8	1
235	полноте и	1	1
236	известно что	1	1
237	в них	4	1
238	и начальные	1	1
239	в высшей	7	1
240	на грани	1	1
241	тот самый	1	1
242	всю жизнь	1	1
243	мы располагаем	1	1
244	которой он	1	1
245	с такой	2	1
246	в развитии	26	1
247	обратимся к	1	1
248	и ко	1	1
249	есть такая	1	1
250	линии в	1	1
251	не выдерживает	1	1
252	но если	2	1
253	и при	1	1
254	известное положение	1	1
255	в своей	4	1
256	в женеве	2	1
257	в такой	2	1
258	в котором	2	1
259	представление о	5	1
260	понятно что	2	1
261	сама собой	1	1
262	должны были	3	1
263	значение для	4	1
264	стало быть	2	1
265	и вот	1	1
266	речи в	6	1
267	на всю	1	1
268	по себе	7	1
269	тому что	1	1
270	она стремится	1	1
271	ребенок не	2	1
272	действительности от	1	1
273	что эта	6	1
274	она не	1	1
275	и начинает	1	1
276	впадает в	1	1
277	в обоих	1	1
278	самого начала	1	1
279	того как	4	1
280	как его	1	1
281	значение этого	1	1
282	только не	1	1
283	контакт с	3	1
284	в самой	3	1
285	его речи	2	1
286	или как	2	1
287	иными словами	2	1
288	говорит в	1	1
289	и притом	1	1
290	стола и	1	1
291	к ней	2	1
292	показал что	5	1
293	по своей	6	1
294	связь и	1	1
295	для нас	4	1
296	и теперь	2	1
297	связи с	9	1
298	что на	2	1
299	в области	1	1
300	перед ним	1	1
301	один раз	1	1
302	по нашему	1	1
303	в момент	1	1
304	противопоставляет свою	1	1
305	к себе	2	1
306	своей книге	2	1
307	могут быть	2	1
308	сознательно и	1	1
309	что оно	4	1
310	его с	2	1
311	и т.д	12	1
312	всего что	1	1
313	к речи	2	1
314	указывает на	2	1
315	не есть	1	1
316	свое значение	1	1
317	что при	3	1
318	где он	1	1
319	в применении	2	1
320	на нечто	1	1
321	как мы	6	1
322	и о	1	1
323	того чтобы	12	1
324	не хочу	1	1
325	которой сам	1	1
326	с самого	1	1
327	говорили что	1	1
328	человека с	1	1
