N	3gram	Bakhtin_Pr_2	Problema
1	с точки зрения	8	11
2	той или иной	3	11
3	тем не менее	2	10
4	в том что	1	8
5	в той или	3	7
6	то же самое	1	6
7	по крайней мере	1	6
8	сам по себе	5	6
9	с другой стороны	3	6
10	здесь перед нами	1	5
11	можно было бы	3	4
12	во всяком случае	1	4
13	не только не	1	4
14	то есть не	1	3
15	на самом деле	1	3
16	в этом смысле	2	3
17	в связи с	1	3
18	о том что	1	3
19	и т д	4	3
20	хотя и не	2	2
21	и в других	1	2
22	хотя бы и	1	2
23	сами по себе	1	2
24	в себе и	1	2
25	в другом случае	1	2
26	здесь не в	1	2
27	то время как	2	2
28	в том или	2	2
29	то перед нами	5	2
30	более или менее	3	2
31	в то время	2	2
32	в то же	5	2
33	сама по себе	4	2
34	к тому же	3	2
35	если бы он	1	1
36	в самой этой	2	1
37	но все же	2	1
38	а следовательно и	1	1
39	он как и	1	1
40	и без его	1	1
41	иметь в виду	1	1
42	дело в том	1	1
43	к учению о	1	1
44	как нам кажется	2	1
45	так что в	1	1
46	никак не может	3	1
47	том что он	2	1
48	нам кажется что	2	1
49	о том как	1	1
50	же как и	1	1
51	и если мы	1	1
52	как раз и	2	1
53	униженных и оскорбленных	1	1
54	и не в	1	1
55	и не может	4	1
56	как мы сказали	2	1
57	представим себе что	1	1
58	рядом с собой	2	1
59	за их пределы	1	1
60	достоевский прежде всего	1	1
61	что он не	1	1
62	времени и пространства	1	1
63	по себе и	1	1
64	бы то ни	1	1
65	в самой структуре	1	1
66	только на то	1	1
67	что если уж	1	1
68	том числе и	1	1
69	бы сказать о	1	1
70	почти никогда не	1	1
71	обращать на себя	1	1
72	одно и то	2	1
73	в таком случае	1	1
74	до сих пор	7	1
75	концы и начала	1	1
76	то что есть	1	1
77	прежде всего как	1	1
78	то ни было	1	1
79	убедимся в этом	1	1
80	мы не знаем	1	1
81	с одной стороны	1	1
82	в конце концов	2	1
83	каких бы то	1	1
84	между собою и	1	1
85	он прежде всего	1	1
86	с ним как	1	1
87	по себе еще	2	1
88	к другому и	1	1
89	не говорит о	1	1
90	прежде всего в	1	1
91	друг к другу	2	1
92	в том числе	1	1
93	само по себе	1	1
94	этой точки зрения	1	1
95	здесь не только	1	1
96	смысле слова и	1	1
97	не была бы	1	1
98	так и в	1	1
99	том или другом	2	1
100	и т п	9	1
101	вовсе не как	1	1
102	то что не	1	1
103	в третьем лице	1	1
104	другой стороны и	2	1
105	в романах достоевского	2	1
106	не менее в	1	1
107	было бы глупо	1	1
108	в настоящее время	2	1
109	а может быть	1	1
110	на то что	2	1
111	у достоевского нет	1	1
112	по себе но	2	1
113	может быть лишь	1	1
114	как он их	1	1
115	конечно не в	1	1
116	это вовсе не	2	1
117	себе еще не	2	1
118	сказать что это	1	1
119	как и в	3	1
120	и утвердить себя	1	1
121	в результате их	1	1
122	может быть даже	1	1
