N	2gram	Tiupa_Narr_1	StatiiOP
1	и в	11	44
2	в том	8	36
3	и т	1	30
4	что в	3	30
5	том что	7	29
6	в этом	12	21
7	т д	1	21
8	не только	31	18
9	то что	9	18
10	о том	4	17
11	а в	13	17
12	а не	13	16
13	и не	23	16
14	может быть	15	15
15	в области	2	14
16	в данном	11	14
17	как в	4	13
18	не в	6	12
19	в тексте	13	12
20	в первой	2	12
21	самом деле	3	11
22	в этой	6	11
23	того чтобы	4	11
24	у нас	3	11
25	точки зрения	5	11
26	но в	7	10
27	ясно что	1	10
28	для того	3	10
29	что он	3	10
30	только в	12	10
31	но и	27	10
32	также и	3	9
33	как и	13	9
34	в то	4	9
35	так и	5	9
36	во второй	1	9
37	если бы	7	9
38	того что	4	9
39	в его	6	9
40	с другой	2	9
41	например в	1	8
42	во всех	1	8
43	все же	4	8
44	но ведь	1	8
45	это не	3	8
46	из них	4	8
47	с точки	1	8
48	и его	10	8
49	не может	8	8
50	в самом	6	7
51	так например	1	7
52	таким образом	1	7
53	другой стороны	2	7
54	для нас	1	7
55	этом отношении	3	7
56	до сих	2	7
57	прежде всего	4	7
58	сих пор	2	7
59	нас нет	1	7
60	сказать что	2	7
61	по поводу	1	7
62	на самом	1	6
63	в повестях	1	6
64	со стороны	8	6
65	из этих	4	6
66	в своей	5	6
67	и языка	1	6
68	потому что	5	6
69	данном случае	8	6
70	что и	1	6
71	всяком случае	2	6
72	для него	4	6
73	именно в	3	6
74	дело в	2	6
75	в той	2	6
76	но это	1	6
77	хотя бы	2	6
78	во всяком	2	6
79	и то	3	5
80	то же	8	5
81	той же	1	5
82	в целом	3	5
83	в нем	4	5
84	евгения онегина	1	5
85	и по	1	5
86	в слове	3	5
87	в котором	1	5
88	в которых	1	5
89	не менее	3	5
90	вплоть до	4	5
91	никогда не	4	5
92	ср в	1	5
93	могут быть	1	5
94	так как	1	5
95	тем что	1	5
96	и даже	2	5
97	там где	1	5
98	что мы	2	5
99	текста в	3	5
100	все это	1	5
101	была бы	1	5
102	совершенно не	1	5
103	жизни и	6	5
104	так же	1	5
105	речь идет	3	4
106	как это	3	4
107	это и	1	4
108	в которой	1	4
109	столь же	5	4
110	что это	1	4
111	на то	2	4
112	что она	1	4
113	но все	1	4
114	всё это	1	4
115	том как	1	4
116	можно ли	1	4
117	дело не	2	4
118	не имеет	2	4
119	же время	4	4
120	как будто	3	4
121	в ее	1	4
122	что у	4	4
123	во втором	6	4
124	в качестве	14	4
125	как раз	6	4
126	не было	3	4
127	даже не	1	4
128	в частности	14	4
129	как бы	6	4
130	тем более	1	4
131	еще более	1	4
132	же как	1	3
133	того же	1	3
134	тем же	2	3
135	в ней	4	3
136	еще не	4	3
137	он был	1	3
138	в чем	2	3
139	из двух	1	3
140	своего рода	10	3
141	но не	4	3
142	не все	1	3
143	ответ на	1	3
144	по отношению	3	3
145	и я	1	3
146	с этим	1	3
147	так называемая	2	3
148	что касается	2	3
149	то в	4	3
150	точку зрения	1	3
151	во многих	1	3
152	задний план	1	3
153	в другом	1	3
154	и с	3	3
155	лишь в	3	3
156	и тем	4	3
157	даже в	1	3
158	что не	2	3
159	тому что	1	3
160	во время	1	3
161	в конце	2	3
162	а на	2	3
163	не по	4	3
164	этих двух	2	3
165	а во	4	3
166	из истории	1	3
167	должен быть	1	3
168	об этом	6	3
169	поэтому в	1	3
170	и вообще	1	3
171	внимание на	4	3
172	его жизни	3	3
173	тем или	2	3
174	между тем	3	3
175	и только	2	3
176	в двух	1	3
177	по мнению	1	3
178	с одной	1	3
179	вопроса о	1	3
180	в начале	3	3
181	а именно	1	3
182	а с	1	3
183	что для	1	3
184	говорит о	1	3
185	на этот	1	3
186	в тех	1	3
187	да и	2	3
188	материал для	1	3
189	не является	3	3
190	и для	2	3
