N	2gram	Vinokur_St_2	FransuaR
1	и в	29	40
2	и его	6	17
3	прежде всего	5	16
4	в этом	21	15
5	в романе	4	15
6	не только	19	13
7	в его	13	13
8	и не	9	13
9	вовсе не	6	12
10	что в	19	12
11	как и	2	11
12	но и	19	11
13	таким образом	10	10
14	как мы	1	10
15	в сущности	1	9
16	он не	9	9
17	в них	2	9
18	может быть	2	9
19	и все	1	9
20	и до	1	8
21	той же	1	8
22	и на	6	8
23	отношение к	1	8
24	все эти	2	8
25	и с	4	8
26	во время	2	8
27	в эпоху	1	8
28	в том	27	8
29	у него	1	8
30	но в	8	8
31	то же	2	7
32	в своем	9	7
33	он и	1	7
34	в виду	7	7
35	в ту	1	7
36	до нас	1	7
37	в одном	6	7
38	и др	2	7
39	в духе	2	7
40	в самом	7	6
41	в этих	3	6
42	в то	2	6
43	же время	1	6
44	связи с	4	6
45	связь с	2	6
46	до конца	3	6
47	в той	5	6
48	в своей	7	6
49	к этому	4	6
50	в году	3	5
51	в нем	4	5
52	в основе	1	5
53	и для	1	5
54	в особенности	2	5
55	те же	1	5
56	для него	4	5
57	то что	11	5
58	не было	3	5
59	а не	5	5
60	в связи	1	5
61	как раз	8	5
62	в своих	1	5
63	смысле слова	1	4
64	также и	2	4
65	жизни и	1	4
66	из всех	1	4
67	в ней	7	4
68	xix века	3	4
69	в истории	2	4
70	было бы	5	4
71	ни в	3	4
72	том что	27	4
73	в эту	3	4
74	в их	3	4
75	даже в	2	4
76	того чтобы	6	4
77	в области	2	4
78	у нас	3	4
79	о том	17	4
80	и о	4	4
81	так в	1	4
82	роль в	1	4
83	особенно в	2	4
84	и здесь	3	4
85	а также	2	4
86	и во	1	4
87	один из	1	4
88	только на	1	4
89	из них	3	4
90	так как	2	4
91	и даже	3	4
92	до сих	6	4
93	века и	2	4
94	и потому	2	4
95	в данном	2	4
96	сих пор	5	4
97	все это	11	4
98	ни для	1	4
99	еще более	4	4
100	xvii века	1	3
101	самом деле	3	3
102	на самом	3	3
103	в приведенном	1	3
104	брань и	1	3
105	он был	2	3
106	с его	2	3
107	по отношению	1	3
108	отличие от	2	3
109	в этой	2	3
110	кроме того	4	3
111	и как	2	3
112	и к	4	3
113	в себе	2	3
114	в свет	5	3
115	при этом	2	3
116	для понимания	1	3
117	об этом	6	3
118	но именно	1	3
119	мы видели	1	3
120	в отличие	2	3
121	вплоть до	1	3
122	в таких	1	3
123	дело не	2	3
124	одна из	1	3
125	и стиля	1	3
126	но все	7	3
127	здесь не	1	3
128	в ее	2	3
129	не подлежит	1	3
130	можно было	1	3
131	еще в	2	3
132	со всею	1	3
133	если бы	2	3
134	в другом	4	3
135	никак не	2	3
136	в значительной	2	3
137	связь между	1	3
138	между тем	5	3
139	нуждается в	1	3
140	что и	2	3
141	в свете	1	3
142	еще не	1	3
143	только в	2	3
144	поэтому и	1	3
145	так и	9	3
146	в начале	3	3
147	одно из	1	3
148	не так	1	3
149	в конце	2	3
150	тем что	3	3
151	для того	7	3
152	связан с	3	3
153	сказать что	2	3
154	там где	2	3
155	жизнь в	1	3
156	в частности	4	3
157	не может	2	3
158	вместе с	7	3
159	как в	3	3
160	такого рода	2	3
161	как бы	5	3
162	в более	1	3
