N	2gram	Propp_Isto_3	Tragedij
1	и в	22	18
2	в этом	17	9
3	не только	14	8
4	он сам	1	7
5	и с	4	7
6	и на	4	7
7	может быть	11	7
8	как бы	1	7
9	и не	12	7
10	но в	10	6
11	и его	4	6
12	в образе	1	6
13	что он	9	6
14	у него	3	6
15	то же	6	5
16	все же	5	5
17	что это	1	5
18	это не	6	5
19	как и	3	5
20	в то	2	5
21	в дальнейшем	4	5
22	так и	2	5
23	не может	4	5
24	к жизни	2	5
25	а я	2	5
26	я не	3	4
27	еще не	10	4
28	в целом	3	4
29	в этой	5	4
30	в нем	9	4
31	об этом	1	4
32	том что	8	4
33	и что	2	4
34	но и	12	4
35	и даже	2	4
36	прежде всего	3	4
37	так же	3	4
38	но это	3	4
39	все это	1	4
40	что в	15	4
41	и все	3	4
42	то что	7	4
43	к людям	1	3
44	в мире	1	3
45	и он	2	3
46	своего рода	1	3
47	отнюдь не	1	3
48	как в	2	3
49	в своем	2	3
50	и как	3	3
51	все эти	4	3
52	при этом	2	3
53	о чем	1	3
54	с ее	1	3
55	и сам	1	3
56	с ним	1	3
57	к нему	5	3
58	в его	3	3
59	один из	5	3
60	уже в	1	3
61	никто не	2	3
62	как будто	2	3
63	как это	4	3
64	что за	1	3
65	в основном	1	3
66	и до	1	2
67	и за	1	2
68	а как	1	2
69	никогда не	3	2
70	и то	2	2
71	столь же	1	2
72	отношение к	4	2
73	тут же	1	2
74	не просто	1	2
75	так что	5	2
76	как говорит	1	2
77	это был	1	2
78	перед нами	1	2
79	то и	6	2
80	он не	5	2
81	что она	5	2
82	но все	2	2
83	его в	3	2
84	дома и	3	2
85	я все	1	2
86	ни в	2	2
87	с тем	2	2
88	не мог	2	2
89	вопрос о	2	2
90	одном из	3	2
91	не в	4	2
92	что этот	1	2
93	вместе со	1	2
94	но они	2	2
95	одна из	2	2
96	я буду	2	2
97	не имеет	2	2
98	в русском	2	2
99	его за	1	2
100	он и	3	2
101	к тому	3	2
102	и это	2	2
103	в ее	1	2
104	данном случае	3	2
105	как у	1	2
106	ничего не	6	2
107	и здесь	7	2
108	о том	3	2
109	времени в	1	2
110	что и	9	2
111	в том	9	2
112	который в	1	2
113	и ее	3	2
114	уже не	7	2
115	в виде	2	2
116	в одном	2	2
117	друг друга	6	2
118	тем что	4	2
119	только к	1	2
120	говорит о	1	2
121	ребенка в	1	2
122	ничем не	1	2
123	под влиянием	1	2
124	в данном	4	2
125	о его	1	2
126	она должна	1	2
127	это уже	1	2
128	потому что	3	2
129	состоит из	1	2
130	в частности	5	2
131	этим объясняется	3	2
132	в таком	1	2
133	точно так	2	2
134	ту же	2	1
135	также что	1	1
136	и т	16	1
137	одним из	4	1
138	например в	2	1
139	человека и	1	1
140	а из	1	1
141	и др	2	1
142	самом деле	1	1
143	это и	1	1
144	и есть	2	1
145	смысл этого	1	1
146	исходит из	1	1
147	должна быть	1	1
148	мать и	2	1
149	той же	2	1
150	возвращения из	1	1
151	связаны между	1	1
152	и новые	2	1
153	исследования в	1	1
154	не вполне	6	1
155	на себя	2	1
156	очень скоро	1	1
157	в ней	2	1
158	все говорит	1	1
159	встречается в	2	1
160	представляет собой	3	1
161	между собой	1	1
162	быть в	1	1
163	в чем	3	1
164	мысль что	1	1
165	на другой	2	1
166	но не	7	1
167	могло быть	3	1
168	но как	1	1
169	всем его	1	1
170	в быту	1	1
171	с отцом	1	1
172	а он	5	1
173	тогда как	1	1
174	некоторые черты	1	1
175	друга и	1	1
176	уходит от	1	1
177	на стол	2	1
178	к сожалению	1	1
179	тебе и	1	1
180	чем же	1	1
181	что ее	1	1
182	хочет сделать	1	1
183	напомним что	1	1
184	со своей	1	1
185	он в	1	1
186	бы не	1	1
187	право на	1	1
188	общеизвестно что	1	1
189	говорит не	1	1
190	не самому	1	1
191	если он	2	1
192	не могла	2	1
193	человек не	1	1
194	чтобы установить	1	1
195	вообще не	1	1
196	одному из	1	1
197	перестает быть	1	1
198	не как	1	1
199	по всем	1	1
200	так часто	2	1
201	никому не	2	1
202	и по	1	1
203	на этом	4	1
204	таким образом	10	1
205	от нее	1	1
206	здесь мы	5	1
207	а затем	3	1
208	же не	2	1
209	в другом	2	1
210	видит что	1	1
211	на ту	1	1
212	на все	2	1
213	не нашел	1	1
214	заключается в	1	1
215	известно что	2	1
216	с начала	1	1
217	этом мы	1	1
218	но уже	1	1
219	в них	6	1
220	этого персонажа	1	1
221	а за	1	1
222	всю жизнь	2	1
223	небом в	1	1
224	со своими	2	1
225	которой он	1	1
226	и вне	1	1
227	для чего	1	1
228	ведет к	1	1
229	очень важный	1	1
230	перед собой	1	1
231	но если	1	1
232	в своей	1	1
233	этой связи	1	1
