N	2gram	Vygotskiy__5	Literetu
1	а не	8	20
2	и в	30	19
3	может быть	11	17
4	в стихотворении	1	13
5	то же	7	12
6	и не	6	11
7	как и	6	10
8	в том	27	10
9	и т.п	1	10
10	но и	6	10
11	в этом	14	9
12	состоит в	3	9
13	в то	2	9
14	не может	9	9
15	не только	16	8
16	в стихах	1	8
17	и даже	2	8
18	с другой	9	8
19	том что	21	7
20	так и	3	7
21	и т.д	1	7
22	с одной	12	7
23	я в	1	7
24	то что	37	7
25	и на	3	6
26	в себе	5	6
27	при этом	8	6
28	однако в	1	6
29	не менее	1	6
30	себя в	1	6
31	одной стороны	12	6
32	столь же	1	5
33	но не	7	5
34	конечном счете	1	5
35	он не	3	5
36	одна из	3	5
37	так в	3	5
38	в конечном	1	5
39	в качестве	2	5
40	у нас	4	5
41	то есть	13	5
42	того что	8	5
43	вместе с	12	5
44	в сфере	1	4
45	мы не	3	4
46	того же	2	4
47	по отношению	2	4
48	так что	3	4
49	едва ли	2	4
50	человека в	3	4
51	для него	3	4
52	точки зрения	7	4
53	не в	8	4
54	даже в	1	4
55	в русской	1	4
56	в области	1	4
57	ли не	2	4
58	в ней	4	4
59	еще в	2	4
60	в его	4	4
61	один из	5	4
62	каждый из	1	4
63	тем что	6	4
64	прежде всего	4	4
65	в частности	4	4
66	в искусстве	6	4
67	другой стороны	5	4
68	жизни и	6	4
69	что в	24	4
70	речь идет	1	3
71	одним из	1	3
72	и то	9	3
73	идет о	1	3
74	тем же	3	3
75	в сущности	12	3
76	и он	2	3
77	во всех	2	3
78	как к	1	3
79	эстетической деятельности	1	3
80	в этой	5	3
81	в нем	7	3
82	в глазах	2	3
83	мы с	3	3
84	в их	3	3
85	том чтобы	2	3
86	с точки	2	3
87	вплоть до	1	3
88	никогда не	9	3
89	ничего не	2	3
90	х годов	1	3
91	и его	6	3
92	данном случае	3	3
93	в себя	2	3
94	не с	2	3
95	и с	2	3
96	быть может	1	3
97	в другом	3	3
98	в поэзии	1	3
99	а в	4	3
100	так как	9	3
101	себе и	2	3
102	этом отношении	3	3
103	и др	1	3
104	со стороны	3	3
105	в данном	3	3
106	по существу	2	3
107	но это	1	3
108	в начале	1	3
109	и для	6	3
110	и как	7	3
111	что он	17	3
112	отношению к	1	3
113	как на	11	3
114	ту же	2	2
