N	3gram	Bakhtin_Fr_3	Psycholo
1	в том что	1	17
2	для того чтобы	3	13
3	с точки зрения	1	10
4	заключается в том	1	10
5	не может быть	2	8
6	на самом деле	3	5
7	до сих пор	4	5
8	в этом отношении	2	5
9	мы знаем что	1	4
10	что в основе	1	4
11	и той же	2	4
12	можно было бы	2	4
13	в данном случае	2	4
14	о том что	2	4
15	и в самом	1	4
16	одной и той	2	4
17	в том чтобы	1	3
18	само по себе	1	3
19	таким образом и	1	3
20	что и в	1	3
21	том что в	1	2
22	так как в	1	2
23	подобно тому как	1	2
24	те же самые	1	2
25	и не может	1	2
26	как и в	2	2
27	как в основе	1	2
28	по сравнению с	2	2
29	начала и до	4	2
30	бы то ни	1	2
31	во всяком случае	1	2
32	то же время	6	2
33	в свою очередь	1	2
34	с другой стороны	1	2
35	в то же	6	2
36	мы видим что	1	2
37	в согласии с	1	2
38	приводит его к	1	1
39	что иное как	1	1
40	выводы из этого	1	1
41	все дело в	1	1
42	всего тем что	1	1
43	имеем в виду	1	1
44	для художника и	1	1
45	свидетельствует о том	1	1
46	о том как	1	1
47	в этом случае	1	1
48	имеет в виду	2	1
49	в отличие от	3	1
50	всегда во все	1	1
51	но и в	2	1
52	только то что	1	1
53	во все века	1	1
54	и в других	2	1
55	кроме того что	1	1
56	за то что	1	1
57	и это очень	1	1
58	в основе своей	1	1
59	что в то	1	1
60	прежде всего тем	1	1
61	в несколько ином	1	1
62	и в частности	1	1
63	с еще более	1	1
64	то ни было	1	1
65	в узком смысле	1	1
66	ни к какому	1	1
67	самом деле нет	1	1
68	как будто бы	1	1
69	не менее важным	1	1
70	в связи с	4	1
71	вместо того чтобы	1	1
72	в свое время	1	1
73	до наших дней	2	1
74	в основе этого	2	1
75	есть не что	1	1
76	то есть с	1	1
77	уже и в	1	1
78	узком смысле слова	1	1
79	дело не с	1	1
80	мы имеем в	1	1
81	связи с этим	1	1
82	мы не найдем	1	1
83	к нему и	1	1
84	с самого начала	1	1
85	можно сказать что	2	1
86	не что иное	1	1
87	в первом случае	1	1
88	мы встречаемся с	1	1
89	в высшей степени	1	1
90	не так как	1	1
