N	3gram	Bakhtin_sl_2	Istorich
1	и т д	2	15
2	в этих случаях	1	7
3	с другой стороны	1	7
4	в этом случае	6	5
5	до сих пор	2	5
6	в том что	4	5
7	тем не менее	1	5
8	как мы видели	1	5
9	в связи с	2	3
10	мы видели что	1	3
11	том что в	1	2
12	можно утверждать что	1	2
13	по отношению к	4	2
14	чем перейти к	1	2
15	с одной стороны	5	2
16	связи с изучением	1	2
17	во всяком случае	2	2
18	о том что	1	2
19	не только не	1	2
20	но все же	4	2
21	как и в	1	2
22	в нем происходит	1	1
23	но она может	1	1
24	и в различных	1	1
25	хотя и не	1	1
26	этих случаях обычно	1	1
27	но прежде всего	2	1
28	время от времени	1	1
29	в чем же	1	1
30	в том числе	1	1
31	уже не в	1	1
32	с точки зрения	3	1
33	сами по себе	1	1
34	но и в	1	1
35	иначе обстоит дело	1	1
36	утверждать что в	1	1
37	может быть и	2	1
38	совершается не в	1	1
39	не только в	2	1
40	не с одним	1	1
41	там где уже	1	1
42	мы уже говорили	1	1
43	сих пор не	2	1
44	языка не может	2	1
45	в соединении с	1	1
46	в свою очередь	2	1
47	в них и	1	1
48	а не с	1	1
49	не может быть	15	1
50	прежде всего он	1	1
51	те моменты которые	1	1
52	с самого начала	1	1
53	но в этом	1	1
54	и даже не	1	1
55	также и в	1	1
56	на то что	1	1
57	в большинстве случаев	5	1
58	несколько иначе обстоит	1	1
59	здесь не только	1	1
60	она не может	1	1
