N	3gram	Voloshinov_2	Analitik
1	в том что	6	7
2	по отношению к	8	7
3	с другой стороны	1	5
4	о том что	3	5
5	по крайней мере	2	4
6	в свою очередь	5	4
7	как и в	1	4
8	и того же	4	3
9	в сочетании с	1	3
10	всех без исключения	2	3
11	до известной степени	1	3
12	в русской литературе	1	3
13	то же время	8	3
14	той или иной	4	3
15	в то же	8	3
16	одного и того	4	3
17	к тому же	2	3
18	в этом отношении	1	3
19	дело в том	1	2
20	при этом как	1	2
21	том что он	2	2
22	с точки зрения	13	2
23	в отличие от	3	2
24	тот или иной	1	2
25	в значительной степени	2	2
26	и его внешней	1	2
27	с одной стороны	3	2
28	тем не менее	1	2
29	тем или иным	1	2
30	во всяком случае	2	2
31	в конечном счете	1	2
32	и прежде всего	2	2
33	можно сказать что	1	2
34	если бы он	3	1
35	что иное как	1	1
36	с ними в	1	1
37	в той или	3	1
38	не только по	1	1
39	высказывания как целого	2	1
40	как бы не	1	1
41	не говоря уже	1	1
42	на самом деле	4	1
43	и так сказать	1	1
44	в самом деле	5	1
45	и в особенности	1	1
46	может быть признано	1	1
47	в этом случае	1	1
48	той же самой	1	1
49	пор совершенно не	1	1
50	может быть осуществлено	1	1
51	в самый момент	1	1
52	как если бы	4	1
53	там и тогда	1	1
54	до сих пор	3	1
55	говоря уже о	1	1
56	в таком случае	3	1
57	в зависимости от	2	1
58	таким образом в	1	1
59	но они не	1	1
60	это далеко не	1	1
61	по себе а	1	1
62	же время они	1	1
63	что было бы	1	1
64	в данном контексте	2	1
65	в переносном смысле	1	1
66	сам по себе	1	1
67	в противоречие с	1	1
68	не только в	1	1
69	однако и здесь	1	1
70	в форме определенной	1	1
71	так и в	1	1
72	в равной степени	1	1
73	не могут быть	1	1
74	а с другой	1	1
75	так или иначе	1	1
76	может быть достаточно	1	1
77	в связи с	7	1
78	внутренней и внешней	2	1
79	лицом к лицу	1	1
80	для того чтобы	6	1
81	того или иного	2	1
82	не может быть	10	1
83	отнюдь не является	2	1
84	само по себе	1	1
85	не нуждается в	1	1
86	что они в	1	1
87	в статье о	1	1
88	друг от друга	1	1
89	искусства и религии	1	1
90	в большинстве случаев	5	1
91	не сводится к	1	1
92	не что иное	1	1
93	то что они	1	1
94	здесь как и	1	1
95	бы он и	1	1
96	в себе не	1	1
