N	3gram	Medvedev_F_1	Literetu
1	то же время	8	9
2	в то же	8	9
3	не может быть	5	7
4	с одной стороны	4	6
5	в том что	1	5
6	состоит в том	1	4
7	с другой стороны	1	4
8	с точки зрения	13	3
9	в этом отношении	1	3
10	в данном случае	1	3
11	в том чтобы	2	3
12	по отношению к	4	3
13	не говоря уже	1	2
14	говоря уже о	1	2
15	и т п	4	2
16	в том числе	1	2
17	тем не менее	1	2
18	не перестает быть	3	1
19	особое место в	1	1
20	жизнь и судьба	1	1
21	нет и не	2	1
22	и культуры в	1	1
23	не могло не	2	1
24	и наконец в	2	1
25	но даже и	1	1
26	какого бы то	1	1
27	эстетики и поэтики	1	1
28	одной стороны и	4	1
29	и не может	2	1
30	вместе с тем	1	1
31	в отличие от	1	1
32	бы то ни	3	1
33	же время не	1	1
34	том числе и	1	1
35	именно в нем	2	1
36	же время здесь	1	1
37	и без остатка	1	1
38	до тех пор	1	1
39	то что было	1	1
40	с этой точки	1	1
41	мышления о мире	1	1
42	и в то	1	1
43	идет о литературе	1	1
44	в самом начале	1	1
45	ничего общего с	1	1
46	и в пределах	1	1
47	прежде всего в	3	1
48	так и от	1	1
49	художественного творчества в	1	1
50	в целом ряде	2	1
51	это и не	1	1
52	все то что	1	1
53	того что было	1	1
54	этой точки зрения	1	1
55	как одной из	1	1
56	произведение искусства есть	1	1
57	мы не можем	2	1
58	в свою очередь	6	1
59	на самом деле	6	1
60	идеологического кругозора и	3	1
61	не только не	2	1
62	то ни было	1	1
63	нет у нас	1	1
64	к тому что	1	1
65	и притом в	1	1
66	тех или иных	1	1
67	здесь этот образ	1	1
68	как мы видели	2	1
69	и не менее	3	1
