N	3gram	Vygotskiy__6	Komedia
1	в том что	19	9
2	в то время	6	5
3	с другой стороны	2	5
4	то время как	5	4
5	в конце концов	1	4
6	по отношению к	10	3
7	в этом отношении	3	3
8	после того как	1	3
9	с одной стороны	1	3
10	едва ли не	1	3
11	не в состоянии	2	2
12	во второй половине	1	2
13	то же самое	6	2
14	в первую очередь	3	2
15	до сих пор	3	2
16	как и в	1	2
17	именно потому что	2	2
18	у нас в	1	2
19	на то что	4	2
20	того как в	1	2
21	том что в	1	1
22	что иное как	1	1
23	в силу этого	1	1
24	последнее слово в	1	1
25	состоит в том	2	1
26	подобно тому как	1	1
27	в том числе	1	1
28	в ответ на	1	1
29	в том же	2	1
30	же как и	1	1
31	те и другие	1	1
32	с этой точки	1	1
33	может быть объяснена	1	1
34	в зависимости от	5	1
35	вместе с тем	2	1
36	становится ясно что	1	1
37	сам по себе	1	1
38	независимо от того	2	1
39	даже для решения	1	1
40	можно было бы	5	1
41	в этот период	1	1
42	и в конце	1	1
43	в самом начале	4	1
44	так же как	6	1
45	в этой области	2	1
46	в данном случае	1	1
47	не только в	1	1
48	на этот раз	1	1
49	смысле этого слова	1	1
50	в разной мере	1	1
51	обстоит дело с	1	1
52	в отличие от	1	1
53	с достаточной определенностью	1	1
54	и в их	2	1
55	в одном случае	1	1
56	за собой и	1	1
57	потому что они	1	1
58	этой точки зрения	1	1
59	по тем же	1	1
60	что он не	1	1
61	в сущности и	1	1
62	потому что и	1	1
63	но он не	1	1
64	до конца и	1	1
65	с самого начала	7	1
66	не что иное	1	1
67	к одному и	1	1
68	по аналогии с	1	1
69	друг от друга	1	1
70	которые могут быть	1	1
71	совершенно очевидно что	2	1
72	в другом случае	1	1
73	поэтому мы можем	1	1
74	к тому что	7	1
75	то время когда	1	1
76	тем не менее	1	1
77	как мы видели	4	1
78	для того чтобы	8	1
79	может быть в	1	1
80	из того же	1	1
81	и тот же	1	1
