N	2gram	Nazirov_Vr_1	Myshleni
1	в развитии	1	28
2	то что	7	26
3	в этом	8	25
4	что он	4	25
5	потому что	1	21
6	таким образом	2	19
7	точки зрения	2	18
8	в том	3	18
9	не может	2	18
10	не только	9	16
11	и в	8	16
12	того что	1	16
13	что в	7	16
14	том что	3	15
15	так же	4	15
16	в процессе	1	13
17	и что	8	12
18	и не	5	12
19	отношение к	2	11
20	в его	3	11
21	но не	1	10
22	в силу	1	10
23	было бы	1	10
24	с помощью	1	10
25	с точки	2	9
26	может быть	4	9
27	то же	5	8
28	в известном	2	8
29	как и	6	8
30	тем самым	1	8
31	о том	4	8
32	он не	3	8
33	же как	2	7
34	того же	1	7
35	и есть	1	7
36	в нем	6	7
37	но он	3	7
38	так и	1	7
39	известном смысле	1	7
40	в мысли	1	6
41	но в	6	6
42	в этой	2	6
43	как он	1	6
44	у него	5	6
45	но и	7	6
46	в той	2	6
47	что они	1	5
48	как в	1	5
49	в своем	3	5
50	с ним	4	5
51	в то	5	5
52	того как	1	5
53	никогда не	2	5
54	ничего не	1	5
55	этом отношении	1	5
56	но мы	1	5
57	заключается в	1	5
58	между обоими	1	5
59	для него	2	5
60	тем что	3	5
61	как бы	4	5
62	еще более	1	5
63	только что	1	5
64	как известно	1	4
65	и то	2	4
66	уже по	1	4
67	той же	1	4
68	на пороге	1	4
69	в самом	1	4
70	при этом	4	4
71	это не	4	4
72	такой же	1	4
73	не имеет	1	4
74	могут быть	1	4
75	не есть	1	4
76	еще не	2	4
77	и т.д	1	4
78	в свете	1	4
79	в качестве	1	4
80	и их	1	4
81	то время	1	4
82	с другой	1	4
83	именно в	1	4
84	к которому	1	4
85	на этот	1	4
86	вместе с	2	4
87	в целом	1	4
88	бы в	1	4
89	тем более	2	4
90	в свою	2	4
91	это и	1	3
92	говорить о	1	3
93	по своему	1	3
94	но как	2	3
95	если в	1	3
96	ответ на	2	3
97	с этим	1	3
98	все же	6	3
99	и как	3	3
100	то в	1	3
101	в этих	1	3
102	в их	1	3
103	сих пор	1	3
104	из которых	1	3
105	не менее	2	3
106	до конца	1	3
107	что эта	1	3
108	только не	1	3
109	по своей	1	3
110	и его	3	3
111	связи с	3	3
112	этот закон	1	3
113	ничего общего	1	3
114	свою очередь	1	3
115	еще в	1	3
116	и с	6	3
117	до сих	1	3
118	в чем	3	3
119	к нему	1	3
120	между тем	5	3
121	его и	2	3
122	мы знаем	2	3
123	в известной	1	3
124	в одном	1	3
125	а в	2	3
126	от того	1	3
127	говорит о	1	3
128	прежде всего	1	3
129	в частности	1	3
130	может идти	1	3
131	но это	2	3
132	задолго до	1	3
133	одного и	1	3
134	как на	1	3
135	к этой	1	3
136	к этому	3	3
137	они не	1	3
138	отношения к	2	2
139	одним из	3	2
140	такое же	1	2
141	он способен	1	2
142	их и	1	2
143	последовательность в	1	2
144	совпадает с	1	2
145	на свою	1	2
146	я не	3	2
147	в ней	4	2
148	столь же	2	2
149	во всех	1	2
150	что я	2	2
151	а тем	1	2
152	его на	2	2
153	в этот	3	2
154	поэтому он	1	2
155	только два	1	2
156	тому же	1	2
157	в жизни	1	2
158	в них	2	2
159	в высшей	1	2
160	все равно	1	2
161	во второй	1	2
162	в своей	2	2
163	в котором	6	2
164	его отношение	1	2
165	все это	4	2
166	их в	2	2
167	но они	1	2
168	высшей степени	1	2
169	во всем	1	2
170	до того	1	2
171	в момент	2	2
172	уже на	1	2
173	в виду	4	2
174	но при	1	2
175	на основе	2	2
176	в истории	4	2
