N	3gram	Vygotskiy__3	Russkaja
1	с точки зрения	9	9
2	в том что	11	7
3	на самом деле	2	6
4	во всяком случае	2	6
5	для того чтобы	8	6
6	а между тем	1	5
7	до сих пор	5	5
8	более или менее	1	4
9	на то что	12	4
10	к тому чтобы	1	4
11	в том случае	1	4
12	не может быть	1	4
13	в лучшем случае	2	3
14	том случае если	1	3
15	вместе с тем	2	3
16	с тем чтобы	1	3
17	можно было бы	1	3
18	и то что	3	3
19	в данном случае	2	3
20	в том и	1	2
21	в зависимость от	1	2
22	только в том	2	2
23	на себя как	1	2
24	что он не	1	2
25	в противоречие с	1	2
26	тот факт что	1	2
27	себя как на	1	2
28	и вместе с	2	2
29	того или иного	1	2
30	о том что	3	2
31	к тому что	2	2
32	она не может	1	2
33	и в другом	2	2
34	должны были бы	2	1
35	для нас важно	1	1
36	в том виде	1	1
37	состоит в том	1	1
38	заключается не в	2	1
39	ему что он	1	1
40	в свою очередь	2	1
41	в самом деле	18	1
42	уже указали на	1	1
43	указали на то	1	1
44	то же самое	8	1
45	которых мы говорили	2	1
46	он не может	1	1
47	данном случае и	1	1
48	и то и	3	1
49	не могло бы	1	1
50	представить себе что	1	1
51	только то что	2	1
52	в этом отношении	1	1
53	что не только	1	1
54	совершенно ясно что	5	1
55	заключает в себе	1	1
56	элементов из которых	1	1
57	то и другое	3	1
58	только для того	1	1
59	речь идет не	1	1
60	мы уже указали	1	1
61	и в своем	1	1
62	но не к	1	1
63	в применении к	1	1
64	и что в	1	1
65	в том чтобы	1	1
66	что и то	1	1
67	из которых каждая	1	1
68	смысле этого слова	2	1
69	с необычайной ясностью	1	1
70	и в этом	3	1
71	и как бы	2	1
72	указывает на то	3	1
73	мы говорили выше	1	1
74	может согласиться с	1	1
75	о которых мы	5	1
76	потому что они	2	1
77	в своих отношениях	1	1
78	она могла бы	1	1
79	а в том	1	1
80	и все же	1	1
81	своих отношениях к	1	1
82	не может согласиться	1	1
83	заключается в том	6	1
84	и в течение	1	1
85	с самого начала	6	1
86	речь идет о	3	1
87	но все же	1	1
88	сплошь и рядом	1	1
89	совершенно очевидно что	1	1
90	к тому же	1	1
91	но этого мало	1	1
