N	2gram	Vygotskiy__1	Vvedenie
1	и т	26	42
2	т д	8	36
3	т е	3	35
4	и в	31	32
5	в том	30	31
6	в этом	12	30
7	том что	16	26
8	может быть	22	26
9	не только	13	22
10	для того	6	21
11	того чтобы	7	20
12	таким образом	20	19
13	то что	32	16
14	потому что	10	15
15	так как	18	15
16	не может	17	14
17	в самом	11	13
18	в нем	2	13
19	о том	7	13
20	со стороны	4	13
21	в их	1	12
22	представляет собой	2	12
23	в его	6	12
24	того что	10	12
25	только в	14	12
26	и не	16	12
27	как на	3	12
28	как мы	2	11
29	в ее	5	11
30	ясно что	19	11
31	что такое	2	11
32	языка и	1	10
33	что в	23	10
34	то же	5	9
35	и как	2	9
36	но в	3	9
37	по себе	9	9
38	между тем	4	9
39	в той	1	9
40	этом смысле	2	9
41	а только	2	8
42	это не	1	8
43	не в	11	8
44	тем не	2	8
45	не менее	2	8
46	с другой	5	8
47	именно в	1	8
48	самом деле	9	7
49	вопрос о	3	7
50	но не	3	7
51	все же	5	7
52	к выводу	1	7
53	было бы	6	7
54	точки зрения	15	7
55	уже и	2	7
56	в применении	2	7
57	выводу что	1	7
58	дело с	3	7
59	как нечто	1	7
60	прежде всего	4	7
61	смысле этого	2	7
62	в большей	1	7
63	только как	1	7
64	смысле слова	3	6
65	и это	3	6
66	из этих	6	6
67	как он	2	6
68	широком смысле	1	6
69	том чтобы	7	6
70	его в	2	6
71	с тем	3	6
72	как и	16	6
73	представить себе	3	6
74	вовсе не	6	6
75	в то	5	6
76	в качестве	2	6
77	не могут	3	6
78	не трудно	1	6
79	один из	4	6
80	и его	7	6
81	и даже	6	6
82	до сих	3	6
83	но и	2	6
84	применении к	2	6
85	сих пор	3	6
86	все это	8	6
87	хотя бы	1	6
88	xviii в	2	6
89	мере в	1	5
90	а как	1	5
91	в целом	5	5
92	иное как	1	5
93	в широком	1	5
94	с их	1	5
95	приходим к	1	5
96	об этом	1	5
97	на почве	2	5
98	и тем	2	5
99	в них	2	5
100	но если	1	5
101	в которых	3	5
102	сказать что	7	5
103	могут быть	11	5
104	быть в	2	5
105	как например	2	5
106	так что	5	5
107	уже в	3	5
108	не есть	3	5
109	т п	16	5
110	на этот	1	5
111	а не	13	5
112	по своему	1	5
113	она есть	1	5
114	как бы	5	5
115	той мере	1	5
116	области знания	1	5
117	другой стороны	5	5
118	в какой	5	5
119	вместе с	8	5
120	связана с	1	4
121	и то	2	4
122	как это	4	4
123	в первом	1	4
124	той же	3	4
125	мы имеем	4	4
126	науки и	1	4
127	что иное	1	4
128	независимо от	2	4
129	как уже	1	4
130	уже не	2	4
131	в себе	4	4
132	и заключается	1	4
133	в своей	3	4
134	в котором	4	4
135	по сравнению	1	4
136	как о	1	4
137	только с	1	4
138	большей мере	1	4
139	в каждом	3	4
140	здесь нет	1	4
141	это только	2	4
142	на вопрос	2	4
143	времени и	1	4
144	и что	8	4
145	как она	2	4
146	еще не	1	4
147	что он	7	4
148	и ее	1	4
149	с одной	5	4
150	речь в	1	4
151	одно из	2	4
152	всяком случае	6	4
153	само по	5	4
154	как раз	2	4
155	этом отношении	2	4
156	в особенности	1	4
157	что могло	1	4
158	одной стороны	6	4
159	и обратно	1	4
160	научного исследования	1	4
161	еще и	1	4
162	о чем	2	4
163	сравнению с	1	4
164	с этой	4	4
165	и для	5	4
166	об искусстве	2	4
167	только что	2	4
168	а в	6	4
169	не что	1	4
170	во всяком	8	4
171	и есть	5	3
172	собственном смысле	3	3
173	в сущности	10	3
174	то это	1	3
175	в виду	4	3
176	и на	1	3
177	в различных	1	3
178	в чем	2	3
179	своего рода	1	3
180	совсем не	3	3
181	ответ на	1	3
182	сама по	2	3
183	в центре	1	3
184	стороны и	3	3
185	хотя и	3	3
186	с понятием	1	3
187	и к	3	3
188	за собой	1	3
189	бы и	2	3
190	что это	6	3
191	в этой	3	3
192	в известном	2	3
193	что она	6	3
194	как оно	1	3
195	при этом	19	3
196	если бы	6	3
197	на нее	1	3
198	специальных наук	1	3
199	заключается в	7	3
200	в прямом	1	3
201	и уже	1	3
202	мы видели	2	3
203	чем в	1	3
204	со всей	1	3
205	в этих	4	3
206	что сказано	1	3
207	от себя	4	3
208	понятно что	1	3
209	и вот	3	3
210	однако в	1	3
211	этой работы	1	3
212	этой области	2	3
213	тогда когда	5	3
214	дело в	1	3
215	дело не	1	3
216	и изучение	1	3
217	своей природе	1	3
218	связи с	1	3
219	как будто	5	3
220	в области	11	3
221	в каком	2	3
222	но все	1	3
223	должен быть	1	3
224	в ней	1	3
225	в собственном	3	3
226	прямом смысле	1	3
227	что может	1	3
228	и вообще	1	3
229	чтобы понять	4	3
230	истории литературы	1	3
231	вот почему	1	3
232	можно сказать	1	3
233	а также	1	3
234	от другой	1	3
235	в конечном	3	3
236	что с	2	3
237	или как	2	3
238	к нему	2	3
239	известном смысле	1	3
240	одной из	1	3
241	что даже	2	3
242	при помощи	20	3
243	и других	3	3
244	из них	2	3
245	в известной	1	3
246	в одном	2	3
247	в конце	3	3
248	что и	13	3
249	отношение к	2	3
250	может служить	1	3
251	но что	2	3
252	русский язык	1	3
253	а потому	3	3
254	до конца	6	3
255	говорит о	2	3
256	на основании	7	3
257	зависит от	1	3
258	так называемых	1	3
259	так же	12	3
