N	2gram	Losev_Prob_2	Analitik
1	в качестве	2	31
2	может быть	18	29
3	в том	12	27
4	не может	13	22
5	и не	37	21
6	в частности	5	19
7	и в	35	18
8	но и	16	17
9	а не	10	17
10	представляет собой	2	16
11	отнюдь не	5	15
12	не только	24	15
13	не в	2	14
14	в этом	17	13
15	как и	5	13
16	в его	7	13
17	при этом	3	12
18	том что	19	12
19	в себе	5	11
20	то есть	39	11
21	но не	4	10
22	то же	5	9
23	в то	6	9
24	а в	4	9
25	есть не	6	8
26	но в	6	8
27	в той	2	8
28	не есть	33	8
29	тем самым	7	7
30	к тому	3	7
31	особого рода	1	7
32	мы имеем	1	6
33	в самом	5	6
34	в случае	3	6
35	это не	1	6
36	далеко не	4	6
37	точки зрения	2	6
38	в основе	3	6
39	по своей	1	6
40	той или	5	6
41	времени и	1	6
42	только в	14	6
43	то что	38	6
44	или иной	5	6
45	прежде всего	11	6
46	в их	3	5
47	что иное	3	5
48	и на	5	5
49	иное как	3	5
50	и как	4	5
51	в целом	3	5
52	в этой	9	5
53	лишь в	3	5
54	и его	1	5
55	о том	18	5
56	сводится к	2	5
57	и того	3	5
58	между тем	1	5
59	такого рода	15	5
60	как бы	4	5
61	что в	11	5
62	не что	3	4
63	столь же	1	4
64	все же	8	4
65	не следует	1	4
66	с другими	5	4
67	и более	5	4
68	по себе	8	4
69	в области	6	4
70	ни в	6	4
71	так и	7	4
72	с ним	1	4
73	в другом	1	4
74	с другой	6	4
75	того что	12	4
76	дело с	1	4
77	уже не	8	4
78	для того	3	4
79	с другим	1	4
80	именно в	1	4
81	себя и	1	4
82	вместе с	2	4
83	из которых	2	4
84	в литературе	1	4
85	собственно говоря	2	4
86	ни было	1	4
87	и т	6	3
88	одним из	1	3
89	таком случае	10	3
90	мере в	2	3
91	для науки	1	3
92	и есть	4	3
93	место в	1	3
94	это всегда	1	3
95	бы то	2	3
96	если в	1	3
97	в рамках	1	3
98	и к	3	3
99	в нашем	3	3
100	лингвистических единиц	1	3
101	в нем	1	3
102	он не	2	3
103	в силу	1	3
104	подобно тому	2	3
105	таким образом	4	3
106	то ни	3	3
107	не будет	11	3
108	бы быть	1	3
109	нашем случае	1	3
110	того или	7	3
111	даже в	2	3
112	разного рода	4	3
113	того чтобы	2	3
114	о нем	2	3
115	в таком	11	3
116	как будто	6	3
117	или ином	2	3
118	не могут	4	3
119	в состав	1	3
120	могла бы	1	3
121	в собственном	1	3
