N	2gram	Bakhtin_Pr_3	Myshleni
1	и речи	1	38
2	точки зрения	8	26
3	таким образом	5	26
4	в том	3	24
5	и в	34	23
6	том что	3	21
7	в целом	5	20
8	с точки	4	18
9	в этом	16	17
10	того чтобы	1	17
11	то что	11	17
12	не только	10	16
13	так же	8	16
14	говорит он	3	15
15	того что	5	15
16	для того	1	15
17	как и	18	14
18	речи в	2	14
19	может быть	19	14
20	но и	12	14
21	в его	22	14
22	что в	7	14
23	не может	19	12
24	сказать что	2	11
25	как бы	27	11
26	в отношении	9	10
27	с другой	4	10
28	прежде всего	15	10
29	внутренней речи	4	9
30	и с	15	9
31	между тем	3	9
32	другой стороны	3	9
33	же точно	1	9
34	вместе с	4	9
35	и не	29	9
36	не является	2	9
37	то же	14	8
38	нас к	1	8
39	самого начала	8	8
40	в процессе	1	8
41	в основе	1	8
42	с самого	8	8
43	и на	6	8
44	с одной	1	8
45	речи как	1	8
46	вопрос о	2	7
47	по отношению	5	7
48	в самом	8	7
49	в этой	1	7
50	в другом	8	7
51	с тем	5	7
52	в то	12	7
53	мы могли	1	7
54	и ее	2	7
55	так как	4	7
56	что он	23	7
57	отношению к	6	7
58	в сущности	11	6
59	все это	16	6
60	столь же	2	6
61	к слову	2	6
62	независимо от	1	6
63	с этим	2	6
64	могли бы	1	6
65	в себе	6	6
66	мышления с	1	6
67	лишь в	5	6
68	с этой	2	6
69	по сравнению	1	6
70	и его	16	6
71	о том	2	6
72	связь между	1	6
73	все время	5	6
74	только в	6	6
75	между этими	1	6
76	вопрос об	1	6
77	мы можем	1	6
78	тем что	4	6
79	потому что	12	6
80	между собой	1	5
81	бы в	3	5
82	перед нами	1	5
83	и как	3	5
84	но в	16	5
85	на то	1	5
86	он не	15	5
87	и более	1	5
88	а затем	1	5
89	если бы	4	5
90	для этого	3	5
91	по себе	3	5
92	тому что	2	5
93	мысли в	1	5
94	всех тех	2	5
95	по своей	1	5
96	как мы	7	5
97	что может	1	5
98	связан с	2	5
99	и что	5	5
100	можно сказать	1	5
101	так и	6	5
102	слова и	10	5
103	и все	19	5
104	мы должны	5	5
105	из этого	1	5
106	в своих	1	5
107	функции в	3	4
108	в котором	3	4
109	высшей степени	3	4
110	время как	1	4
111	в чем	5	4
112	с его	6	4
113	но не	4	4
114	как в	4	4
115	говорит что	1	4
116	и к	12	4
117	все эти	4	4
118	при этом	4	4
119	их в	3	4
120	что все	4	4
121	было бы	2	4
122	ни в	4	4
123	в высшей	3	4
124	в своей	3	4
125	не столько	1	4
126	не в	9	4
127	этом отношении	1	4
128	с другом	2	4
129	к тому	5	4
130	должен быть	1	4
131	для себя	6	4
132	внутренняя речь	3	4
133	приводит к	1	4
134	в пользу	1	4
135	во всей	1	4
136	только что	3	4
137	для всех	1	4
