N	3gram	Vygotskiy__2	formyVre
1	с точки зрения	18	8
2	в связи с	6	7
3	для того чтобы	10	7
4	в том же	2	4
5	как мы уже	3	4
6	друг с другом	2	4
7	имеем в виду	1	3
8	в том числе	3	3
9	о том как	1	3
10	мы уже говорили	3	3
11	в том что	21	3
12	в другом месте	2	2
13	что в этом	1	2
14	то же самое	2	2
15	на первый план	1	2
16	до сих пор	1	2
17	сами по себе	1	2
18	друг на друга	1	2
19	том числе и	3	2
20	лежит в основе	3	2
21	в этом отношении	3	2
22	в борьбе с	1	2
23	по сю сторону	1	2
24	связи с этим	1	2
25	на протяжении всего	2	2
26	мы имеем в	1	2
27	друг от друга	2	2
28	каждая из этих	1	1
29	не может не	1	1
30	а не за	1	1
31	в той или	1	1
32	сводится к тому	1	1
33	а отнюдь не	1	1
34	по вопросу о	1	1
35	на самом деле	2	1
36	по аналогии со	1	1
37	как и во	1	1
38	оно не может	1	1
39	том что он	1	1
40	и целый ряд	1	1
41	только в том	1	1
42	как и все	1	1
43	тот или иной	1	1
44	говорит он что	1	1
45	что он не	2	1
46	в отличие от	3	1
47	наряду с этим	1	1
48	мира и он	1	1
49	то что в	1	1
50	как это делают	1	1
51	рано или поздно	1	1
52	в этом процессе	1	1
53	по самому своему	1	1
54	самому своему существу	1	1
55	только для того	1	1
56	же относится и	1	1
57	так как он	1	1
58	к себе и	1	1
59	как и в	1	1
60	в данном случае	3	1
61	дело идет о	1	1
62	таким образом и	1	1
63	с одной стороны	7	1
64	по сравнению с	5	1
65	он утверждает что	1	1
66	до некоторой степени	1	1
67	в действительной жизни	1	1
68	все более и	1	1
69	эта точка зрения	1	1
70	с другой стороны	1	1
71	и самый язык	2	1
72	вместо того чтобы	1	1
73	не может быть	6	1
74	этой точки зрения	1	1
75	в частности в	1	1
76	таким образом у	1	1
77	во время еды	1	1
78	и для развития	1	1
79	о том что	4	1
80	с тем что	1	1
81	с самого начала	1	1
82	как бы ни	1	1
83	более и более	1	1
84	которой все более	1	1
85	можно сказать что	1	1
86	но в отношении	1	1
87	а вместе с	1	1
88	он так же	1	1
89	то что уже	1	1
90	мир для него	1	1
91	между словом и	1	1
92	вот почему в	1	1
93	в совершенно ином	1	1
94	реального мира и	1	1
95	на одном из	1	1
96	как мы видели	1	1
97	той или иной	1	1
