N	3gram	Losev_Dial_2	Narrotol
1	в том что	6	8
2	с одной стороны	1	7
3	о том что	4	6
4	не может быть	3	5
5	в данном случае	2	4
6	все же не	1	4
7	к тому же	1	4
8	с другой стороны	4	4
9	той или иной	1	4
10	но все же	1	4
11	можно сказать что	3	4
12	бы то ни	1	3
13	в этом отношении	1	3
14	тем не менее	2	3
15	то же время	4	3
16	в то же	3	3
17	именно в том	1	2
18	что иное как	3	2
19	не может не	3	2
20	в той или	2	2
21	более или менее	2	2
22	не только о	1	2
23	нет у него	1	2
24	подобно тому как	1	2
25	с точки зрения	8	2
26	в таком случае	3	2
27	сами по себе	3	2
28	точно так же	1	2
29	то или иное	4	2
30	ту или иную	1	2
31	не то что	1	2
32	так же как	1	2
33	не что иное	3	2
34	не только в	2	2
35	на первый взгляд	1	2
36	в связи с	4	2
37	при всей своей	1	2
38	того или иного	1	2
39	речь идет о	1	2
40	так или иначе	2	2
41	не в состоянии	2	1
42	том что в	1	1
43	и не быть	1	1
44	только потому что	1	1
45	так и его	1	1
46	это то что	1	1
47	человек и как	1	1
48	уже более не	1	1
49	на самом деле	1	1
50	в самом деле	3	1
51	и даже не	1	1
52	в этом смысле	1	1
53	том что он	1	1
54	что несмотря на	1	1
55	то же самое	2	1
56	же как и	1	1
57	пространства и времени	4	1
58	из двух или	1	1
59	по крайней мере	9	1
60	это дает нам	1	1
61	не было и	1	1
62	до сих пор	2	1
63	и в то	1	1
64	сам по себе	3	1
65	на что не	1	1
66	только то что	4	1
67	независимо от того	1	1
68	том что именно	1	1
69	что не только	1	1
70	и то что	1	1
71	как это было	2	1
72	но это не	2	1
73	может быть только	2	1
74	может быть без	1	1
75	по направлению к	1	1
76	может быть и	3	1
77	может и не	1	1
78	что это за	2	1
79	все равно что	1	1
80	а не только	1	1
81	содержит в себе	3	1
82	и с точки	1	1
83	может содержать в	3	1
84	ни на что	1	1
85	точки зрения и	1	1
86	и при этом	1	1
87	есть так или	2	1
88	содержащий в себе	1	1
89	и как бы	1	1
90	иметь в виду	2	1
91	исторического бытия и	1	1
92	в нем не	1	1
93	на ту или	1	1
94	но о том	1	1
95	в свое время	1	1
96	по себе не	3	1
97	есть не что	2	1
98	по себе а	1	1
99	не имеет значения	1	1
100	свою силу и	1	1
101	само по себе	2	1
102	ни с чем	1	1
103	и прежде всего	2	1
104	он не есть	1	1
105	в этой формуле	1	1
106	есть прежде всего	1	1
107	как мы уже	1	1
108	в силу своей	2	1
109	друг с другом	1	1
110	то что они	1	1
111	и как будто	1	1
112	обратим внимание на	1	1
