N	2gram	Losev_Vlad_3	slovoVRo
1	и в	40	41
2	в нем	3	30
3	то есть	24	26
4	во всех	1	17
5	не только	25	16
6	и не	25	16
7	точки зрения	13	16
8	но и	18	16
9	а не	8	15
10	то же	4	14
11	и на	6	14
12	в то	7	14
13	и его	10	14
14	может быть	8	14
15	и др	1	14
16	не может	14	14
17	слова и	1	13
18	в сущности	2	13
19	в его	14	13
20	в этом	16	12
21	до конца	4	12
22	же время	2	12
23	как бы	3	12
24	так и	6	11
25	язык и	1	10
26	все эти	5	9
27	таким образом	11	9
28	той или	2	9
29	или иной	1	9
30	точка зрения	1	8
31	как в	1	8
32	но в	4	8
33	с точки	6	8
34	как мы	8	8
35	может не	1	8
36	прежде всего	10	8
37	все же	4	7
38	в своей	9	7
39	не в	3	7
40	вовсе не	13	7
41	и следовательно	1	7
42	все они	2	7
43	во всяком	3	7
44	того же	2	6
45	при этом	3	6
46	в плане	1	6
47	это не	3	6
48	в них	1	6
49	к своему	2	6
50	в отношении	5	6
51	оно не	3	6
52	только в	13	6
53	и даже	6	6
54	по своим	1	6
55	а в	7	6
56	отношении к	1	6
57	и к	2	5
58	в самом	4	5
59	он в	1	5
60	так сказать	1	5
61	далеко не	3	5
62	всяком случае	3	5
63	все это	1	5
64	в основе	1	5
65	не на	2	5
66	к нему	3	5
67	с другой	5	5
68	и непосредственно	1	5
69	еще более	1	5
70	по преимуществу	2	4
71	в ней	5	4
72	еще не	4	4
73	с его	2	4
74	за пределы	3	4
75	перед нами	3	4
76	и наконец	2	4
77	входя в	1	4
78	в которой	2	4
79	не как	2	4
80	и с	9	4
81	лишь в	1	4
82	на почве	2	4
83	как и	7	4
84	автора и	1	4
85	в их	2	4
86	речи в	1	4
87	том же	1	4
88	в процессе	1	4
89	и для	3	4
90	с ее	1	4
91	ничего не	5	4
92	один из	1	4
93	с одной	3	4
94	рядом с	1	4
95	одной стороны	3	4
96	и все	4	4
97	и потому	10	4
98	мы сказали	1	4
99	и от	6	4
100	в смысле	6	4
101	кроме того	6	4
102	здесь в	4	4
103	и часто	1	4
104	быть и	2	4
105	другой стороны	2	4
106	иные моменты	1	4
107	также и	17	3
108	смысле системы	1	3
109	данном случае	2	3
110	в своем	8	3
111	более или	5	3
112	бы и	4	3
113	из этих	3	3
114	в себе	9	3
115	его но	1	3
116	он пользуется	1	3
117	и сам	1	3
118	его в	2	3
119	было бы	4	3
120	он не	8	3
121	и прямо	1	3
122	или менее	5	3
123	точку зрения	1	3
124	которые в	1	3
125	на всю	1	3
126	она не	2	3
127	не могло	1	3
128	следовательно и	1	3
129	никогда не	11	3
130	в разных	2	3
131	произведения как	1	3
132	и здесь	6	3
133	не могут	2	3
134	к тому	7	3
135	в тонах	2	3
136	тем чем	2	3
137	о том	11	3
138	не выходит	1	3
139	и во	1	3
140	те или	2	3
141	или иные	2	3
142	того что	7	3
143	в том	18	3
144	словом и	1	3
145	в качестве	3	3
146	конечно не	1	3
147	и чисто	3	3
148	и других	1	3
149	из них	2	3
150	для него	8	3
151	так как	7	3
152	друг друга	2	3
153	у него	24	3
154	выходит за	1	3
155	именно в	3	3
156	в свою	1	3
157	смысла и	1	3
158	не было	5	3
159	в истории	5	3
160	но оно	2	3
161	с этим	2	3
162	в данном	5	3
163	по существу	4	3
164	с этой	2	3
165	в основном	4	3
166	при всем	2	3
167	мы найдем	1	3
168	в результате	4	3
169	хотя бы	6	3
170	одной из	2	3
171	из этого	2	3
172	но эти	1	3
173	всем различии	1	3
174	а между	1	2
175	смысле слова	6	2
176	например в	1	2
177	на самом	3	2
178	нового не	1	2
179	то в	6	2
180	в чисто	1	2
181	в котором	4	2
182	мы уже	5	2
183	мы не	2	2
184	же как	3	2
185	время как	2	2
186	категории и	1	2
187	они были	1	2
188	мы и	2	2
189	конечно и	1	2
190	и то	9	2
191	по своему	1	2
192	в ее	1	2
193	но не	4	2
194	и речи	2	2
195	что они	1	2
196	сих пор	1	2
197	хотя и	7	2
198	от этого	2	2
199	в целом	2	2
200	в известном	1	2
201	перестает быть	1	2
202	том и	1	2
203	и по	2	2
204	всех своих	2	2
205	одно и	2	2
206	те же	1	2
207	на все	1	2
208	всю его	1	2
209	для них	1	2
210	нисколько не	3	2
211	был бы	3	2
212	том что	18	2
213	в этих	2	2
214	оговорок и	1	2
215	но он	1	2
216	друг другу	1	2
217	без всяких	1	2
218	войти в	1	2
219	даже в	4	2
220	тому что	4	2
221	в атмосфере	1	2
222	и стиль	1	2
223	вне его	1	2
224	для нас	5	2
225	ему не	1	2
226	у нас	5	2
227	в духе	3	2
228	и о	4	2
229	то время	4	2
230	так в	1	2
231	роль в	2	2
232	можно было	5	2
233	не с	4	2
234	не исчерпывается	1	2
235	и вообще	3	2
236	в другом	2	2
237	одного из	1	2
238	можно сказать	1	2
239	а также	8	2
240	жизни но	1	2
241	и всякое	1	2
242	и самая	2	2
243	известном смысле	1	2
244	здесь не	3	2
245	мы видим	1	2
246	и тем	3	2
247	так что	14	2
248	же и	2	2
249	связи с	2	2
250	он их	1	2
251	уже не	9	2
252	и у	3	2
253	если мы	4	2
254	только на	5	2
255	в виде	13	2
256	от других	1	2
257	в одном	5	2
258	для того	2	2
259	в последние	1	2
260	до сих	1	2
261	не есть	10	2
262	а с	4	2
263	системы и	1	2
264	точке зрения	2	2
265	с которым	1	2
266	мнение о	1	2
267	совершенно не	2	2
268	что все	7	2
269	в частности	1	2
270	так же	8	2
271	такого рода	4	2
272	для понимания	2	2
273	должно быть	5	2
274	в контексте	1	2
275	этом случае	1	2
276	как раз	10	2
277	не является	2	2
278	одна из	1	2
279	тем и	1	2
280	и другим	1	2
281	оно как	1	2
282	у них	1	2
283	интерес к	1	2
284	к раскрытию	1	2
285	разной степени	1	2
286	потому что	11	2
287	и предметом	1	2
288	ни было	1	2
289	от всякого	1	2
290	между ними	1	2
291	с ней	1	2
292	сказать что	12	2
293	бы его	1	2
294	и эта	3	2
295	к этому	2	2
296	эти категории	1	2
297	себя как	1	1
298	как известно	1	1
299	сделать его	1	1
300	самостоятельность и	1	1
301	рассматривается как	1	1
302	сын и	1	1
303	тех же	1	1
304	науки о	1	1
305	бы для	1	1
306	систему абстрактных	1	1
307	и есть	1	1
308	из самых	1	1
309	из его	1	1
310	не имеют	2	1
311	конечно в	1	1
312	с таким	2	1
313	которыми он	1	1
314	его не	1	1
315	из всех	1	1
316	для своего	1	1
317	мы имеем	3	1
318	с достоинством	1	1
319	место в	1	1
320	но она	1	1
321	и такой	1	1
322	но даже	4	1
323	как впрочем	1	1
324	и он	1	1
325	свой контекст	1	1
326	не нужно	2	1
327	он был	2	1
328	на их	1	1
329	в последних	1	1
330	бы то	3	1
331	без всякого	1	1
332	там и	1	1
333	пересмотру основных	1	1
334	а следовательно	1	1
335	и главное	1	1
336	могло быть	2	1
337	в в	2	1
338	даже вовсе	1	1
339	но как	2	1
340	а только	7	1
341	силы и	1	1
342	в сторону	2	1
343	свою жизнь	1	1
344	не все	3	1
345	в общем	1	1
346	в новом	1	1
347	отличие от	3	1
348	ориентироваться в	1	1
349	можно дать	1	1
350	в свои	1	1
351	в настоящем	2	1
352	один и	1	1
353	которые не	2	1
354	его на	1	1
355	в течение	4	1
356	стороны и	2	1
357	какие бы	1	1
358	первых двух	1	1
359	в противном	1	1
360	и где	1	1
361	сознания в	1	1
362	что по	1	1
363	один ряд	1	1
364	в действительности	1	1
365	и свою	1	1
366	в этот	2	1
367	и непосредственная	1	1
368	в себя	1	1
369	еще на	1	1
370	так или	2	1
371	без учета	1	1
372	бы не	1	1
373	в этой	8	1
374	часто даже	1	1
375	говорит не	1	1
376	на то	4	1
377	и если	7	1
378	что она	2	1
379	всем своем	1	1
380	к одному	1	1
381	не к	2	1
382	оно должно	4	1
383	нами здесь	1	1
384	не исчерпывают	1	1
385	какой бы	1	1
386	с такими	1	1
387	подход к	1	1
388	то ни	3	1
389	его произведения	2	1
390	всякое живое	1	1
391	в состоянии	1	1
392	как автор	1	1
393	есть все	4	1
394	вещи и	1	1
395	не дает	1	1
396	заключается в	1	1
397	есть не	2	1
398	особенно в	1	1
399	действительности в	1	1
400	этой силы	1	1
401	но их	1	1
402	случае является	1	1
403	и правды	1	1
404	в свой	1	1
405	как такие	1	1
406	же отношении	1	1
407	которая в	2	1
408	здесь у	4	1
409	этой работы	1	1
410	в жизни	2	1
411	ни в	10	1
412	но уже	2	1
413	произведение как	1	1
414	о которых	2	1
415	и определяет	1	1
416	этого не	3	1
417	несмотря на	7	1
418	мы видели	3	1
419	смысле с	1	1
420	чем в	4	1
421	на этот	1	1
422	в один	1	1
423	смысл и	1	1
424	но если	5	1
425	от своего	1	1
426	как все	1	1
427	и без	1	1
428	мы говорили	1	1
429	не столько	3	1
430	в отличие	3	1
431	в которых	1	1
432	бы мы	1	1
433	признаков но	2	1
434	правда эта	1	1
435	он тоже	1	1
436	категорий а	2	1
437	сам же	2	1
438	мир и	1	1
439	есть его	1	1
440	сделала бы	1	1
441	тем не	10	1
442	и более	2	1
443	только те	1	1
444	же мы	1	1
445	и вся	2	1
446	не менее	9	1
447	участвует в	1	1
448	с теми	1	1
449	самого начала	1	1
450	мышления и	1	1
451	далек от	1	1
452	и непосредственного	1	1
453	он еще	1	1
454	во всякой	1	1
455	но только	2	1
456	того чтобы	3	1
457	только не	1	1
458	дело в	5	1
459	только и	5	1
460	в самой	1	1
461	видим что	1	1
462	по своей	2	1
463	на себе	1	1
464	во всем	6	1
465	вот что	3	1
466	же он	1	1
467	самой этой	1	1
468	внутреннюю форму	1	1
469	не столь	1	1
470	и позволяет	1	1
471	этом отношении	2	1
472	в каком	4	1
473	к отдельным	1	1
474	очень часто	1	1
475	в специальном	1	1
476	исходить из	1	1
477	все то	3	1
478	в направлении	1	1
479	такая точка	1	1
480	есть только	9	1
481	поэтом и	1	1
482	его за	1	1
483	отличается от	3	1
484	всего в	1	1
485	системы не	1	1
486	всегда есть	3	1
487	и свое	1	1
488	он никогда	2	1
489	время он	1	1
490	самостоятельно и	1	1
491	и это	6	1
492	это единство	1	1
493	в виду	3	1
494	сторону и	1	1
495	же не	2	1
496	определяется его	1	1
497	с каким	3	1
498	для всего	1	1
499	и полемики	1	1
500	нет никакой	1	1
501	учением о	1	1
502	современное состояние	1	1
503	с самого	1	1
504	различие между	1	1
505	смысле но	3	1
506	говорит на	1	1
507	и которые	1	1
508	того и	1	1
509	в плоскости	1	1
510	наше внимание	1	1
511	но у	2	1
512	жизнь и	3	1
513	является в	2	1
514	даны в	1	1
515	если бы	3	1
516	спор и	1	1
517	со стороны	2	1
518	смысле и	1	1
519	находится в	3	1
520	каждое из	1	1
521	все дело	1	1
522	сводится к	3	1
523	не был	8	1
524	за свое	2	1
525	исследования и	1	1
526	и что	8	1
527	притом в	1	1
528	или на	1	1
529	она всегда	1	1
530	это было	3	1
531	на всех	1	1
532	совершенно самостоятельно	1	1
533	смысле не	1	1
534	категорий но	1	1
535	важны прежде	1	1
536	творчества в	1	1
537	нуждается в	1	1
538	что и	7	1
539	и только	3	1
540	непосредственно в	1	1
541	может иметь	1	1
542	и она	1	1
543	и последовательного	1	1
544	поэтому его	1	1
545	в литературе	1	1
546	довлеет себе	1	1
547	характерна для	2	1
548	могла быть	1	1
549	которым он	1	1
550	и так	2	1
551	никак нельзя	1	1
552	в эти	1	1
553	ведь в	1	1
554	в действительном	1	1
555	вернуться к	1	1
556	в начале	2	1
557	в душе	1	1
558	ни с	3	1
559	него нет	1	1
560	сам он	1	1
561	и их	1	1
562	отталкивается от	1	1
563	раз на	1	1
564	здесь перед	1	1
565	из одной	1	1
566	но что	2	1
567	только с	2	1
568	чтобы не	1	1
569	не просто	10	1
570	от того	4	1
571	самом же	2	1
572	а потому	1	1
573	нет и	1	1
574	же деле	2	1
575	др не	1	1
576	влияние на	1	1
577	или иначе	2	1
578	понятий как	1	1
579	и прежде	1	1
580	он считал	1	1
581	себя и	1	1
582	что для	1	1
583	противном случае	1	1
584	то и	2	1
585	был в	1	1
586	которых мы	2	1
587	однако и	4	1
588	его по	1	1
589	конечно на	1	1
590	конечно всегда	1	1
591	о чем	1	1
592	на эту	1	1
593	к высшему	1	1
594	что мы	2	1
595	ближе к	1	1
596	входить в	1	1
597	нет ничего	2	1
598	вместе с	7	1
599	наталкивается на	1	1
600	моментов его	1	1
601	в иных	1	1
602	всякого живого	1	1
603	и глубоко	1	1
604	себя то	1	1
605	даже с	1	1
606	да и	6	1
607	уже об	1	1
608	в это	2	1
609	того существует	1	1
610	этого слова	1	1
611	эти два	1	1
612	на пути	1	1
613	и нет	1	1
614	но это	6	1
615	между прочим	5	1
616	которые были	2	1
617	но с	2	1
618	на одной	2	1
619	в более	1	1
620	и вместо	1	1
621	которых он	2	1
622	историческое становление	1	1
623	конечно ни	1	1
624	конечно для	1	1
625	потому не	1	1
626	ему только	1	1
627	наивным и	1	1
628	души в	1	1
629	такие слова	1	1
630	иное чем	1	1
631	находит свое	1	1
632	бы в	2	1
633	для его	1	1
634	отношении не	1	1
635	полноты и	1	1
636	зрения в	1	1
637	же в	3	1
638	основной для	1	1
639	есть уже	1	1
640	в системе	1	1
641	отношением к	1	1
642	только как	1	1
643	состоит из	1	1
644	при наличии	1	1
645	него то	1	1
646	этот уже	1	1
647	в последнем	1	1
648	есть и	4	1
649	та же	1	1
650	будучи в	1	1
651	в какой	2	1
652	включает в	1	1
653	жизни и	1	1
654	и другие	1	1
