N	2gram	Vygotskiy__4	OGranits
1	и в	20	13
2	и его	5	12
3	прежде всего	2	9
4	может быть	12	8
5	не может	6	8
6	и не	8	8
7	и т.п	2	7
8	в его	11	7
9	и их	1	7
10	точки зрения	24	7
11	только в	10	6
12	как бы	7	6
13	не только	15	6
14	то что	15	6
15	мы должны	11	6
16	таким образом	25	6
17	и т.д	2	5
18	все же	5	5
19	с точки	11	5
20	в процессе	27	5
21	мы не	1	4
22	но мы	1	4
23	слов и	1	4
24	еще и	1	4
25	но в	3	4
26	вопроса о	2	4
27	мы можем	5	4
28	то же	16	4
29	в сознании	4	4
30	в своей	7	4
31	в школе	4	4
32	было бы	8	4
33	все это	1	4
34	не является	5	4
35	в каждом	2	4
36	связана с	2	3
37	и то	10	3
38	самом деле	7	3
39	так и	5	3
40	при анализе	2	3
41	понятно что	2	3
42	говорить о	1	3
43	в их	12	3
44	по отношению	1	3
45	общего с	1	3
46	с этим	5	3
47	в которой	3	3
48	в себе	10	3
49	к одному	6	3
50	не как	1	3
51	в одном	1	3
52	так как	10	3
53	одно и	6	3
54	здесь мы	2	3
55	но и	9	3
56	слово в	6	3
57	как и	9	3
58	со всей	2	3
59	точку зрения	1	3
60	не в	4	3
61	есть прежде	1	3
62	но для	2	3
63	и для	4	3
64	никогда не	5	3
65	отношению к	1	3
66	не столько	1	3
67	что в	19	3
68	поставить вопрос	1	3
69	ничего общего	3	3
70	и наиболее	1	2
71	смысле слова	1	2
72	для себя	1	2
73	данном случае	2	2
74	зависимости от	2	2
75	и может	1	2
76	роль в	4	2
77	на две	1	2
78	мы уже	5	2
79	те же	6	2
80	мог бы	1	2
81	подойти к	1	2
82	представлений и	3	2
83	если бы	5	2
84	что иное	1	2
85	иное как	1	2
86	не что	1	2
87	с самого	1	2
88	в ней	2	2
89	ее в	1	2
90	речи не	2	2
91	а также	2	2
92	в чем	3	2
93	вне всякой	1	2
94	между тем	9	2
95	нуждается в	1	2
96	в языке	2	2
97	во всей	4	2
98	что они	14	2
99	вслед за	2	2
100	и следовательно	1	2
