N	2gram	Vygotskiy__1	OGranits
1	и в	31	13
2	и его	7	12
3	прежде всего	4	9
4	может быть	22	8
5	не может	17	8
6	и не	16	8
7	в его	6	7
8	и их	2	7
9	и пр	1	7
10	точки зрения	15	7
11	эстетический объект	1	7
12	только в	14	6
13	как бы	5	6
14	не только	13	6
15	то что	32	6
16	мы должны	1	6
17	таким образом	20	6
18	художественного произведения	17	5
19	языка и	1	5
20	все же	5	5
21	и наконец	1	5
22	в поэзии	2	5
23	в музыке	2	5
24	метода в	1	5
25	с точки	2	5
26	в процессе	5	5
27	хотя бы	1	5
28	мы не	12	4
29	произведения как	1	4
30	но мы	3	4
31	слов и	1	4
32	тех пор	1	4
33	еще и	1	4
34	но в	3	4
35	до тех	2	4
36	мы можем	4	4
37	то же	5	4
38	интонация в	1	4
39	в сознании	2	4
40	в своей	3	4
41	было бы	6	4
42	все это	8	4
43	только и	1	4
44	в двух	1	4
45	не является	5	4
46	материала в	1	4
47	в каждом	3	4
48	связана с	1	3
49	и то	2	3
50	поэтической речи	1	3
51	в ее	5	3
52	самом деле	9	3
53	в пределах	1	3
54	так и	3	3
55	при анализе	1	3
56	понятно что	1	3
57	в их	1	3
58	пор пока	1	3
59	за пределы	1	3
60	с этим	3	3
61	в которой	4	3
62	в себе	4	3
63	к одному	1	3
64	в одном	2	3
65	так как	18	3
66	одно и	1	3
67	но и	2	3
68	эстетических категорий	2	3
69	как и	16	3
70	и уже	1	3
71	со всей	1	3
72	я хочу	1	3
73	точку зрения	3	3
74	что же	2	3
75	не в	11	3
76	поэтического произведения	1	3
77	есть прежде	1	3
78	но для	1	3
79	все вопросы	1	3
80	и для	5	3
81	никогда не	8	3
82	и все	5	3
83	что в	23	3
84	в искусстве	4	3
85	и наиболее	1	2
86	смысле слова	3	2
87	для себя	1	2
88	произведения но	2	2
89	и др	1	2
90	зависимости от	6	2
91	в произведении	3	2
92	и может	2	2
93	роль в	3	2
94	которое может	2	2
95	и этот	1	2
96	конечно в	1	2
