N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	40
2	то есть	18	18
3	и его	12	17
4	прежде всего	4	16
5	в этом	11	15
6	в романе	3	15
7	не только	16	13
8	в его	9	13
9	и не	15	13
10	вовсе не	2	12
11	что в	6	12
12	как и	2	11
13	но и	10	11
14	таким образом	3	10
15	как мы	1	10
16	и т.п	4	10
17	в сущности	1	9
18	он не	4	9
19	в них	2	9
20	может быть	14	9
21	той же	1	8
22	и на	2	8
23	отношение к	5	8
24	все эти	2	8
25	в том	18	8
26	у него	1	8
27	но в	7	8
28	то же	10	7
29	в своем	2	7
30	он и	1	7
31	в виду	5	7
32	до нас	1	7
33	в одном	2	7
34	и др	2	7
35	во всех	3	6
36	в самом	5	6
37	в этих	3	6
38	в то	6	6
39	же время	5	6
40	связи с	1	6
41	в той	3	6
42	он говорит	1	6
43	в своей	5	6
44	здесь и	1	5
45	в году	2	5
46	в нем	5	5
47	со всеми	1	5
48	в основе	4	5
49	и для	2	5
50	в особенности	1	5
51	те же	1	5
52	связаны с	1	5
53	в литературе	1	5
54	мы видим	1	5
55	для него	4	5
56	то что	4	5
57	не было	1	5
58	а не	9	5
59	в связи	1	5
60	как раз	3	5
61	в своих	1	5
62	также и	1	4
63	жизни и	1	4
64	в истории	1	4
65	в нашем	2	4
66	жизнью и	1	4
67	в мире	21	4
68	было бы	1	4
69	ни в	5	4
70	том что	8	4
71	в их	5	4
72	даже в	3	4
73	того чтобы	2	4
74	в области	6	4
75	у нас	1	4
76	мы встречаем	1	4
77	о том	2	4
78	и о	3	4
79	так в	4	4
80	роль в	1	4
81	и здесь	1	4
82	а также	5	4
83	один из	2	4
84	из них	1	4
85	так как	1	4
86	и даже	1	4
87	и глубже	1	4
88	и потому	2	4
89	в данном	4	4
90	все это	2	4
91	в культуре	3	4
92	в мировой	1	4
93	и есть	1	3
94	только для	1	3
95	с его	6	3
96	по отношению	9	3
97	отличие от	7	3
98	в этой	2	3
99	и как	3	3
100	и к	3	3
101	шире и	1	3
102	в себе	9	3
103	при этом	13	3
104	для понимания	2	3
105	об этом	2	3
106	в отличие	7	3
107	их в	3	3
108	для этого	1	3
109	в таких	1	3
110	дело не	2	3
111	одна из	2	3
112	между жизнью	1	3
113	начиная с	2	3
114	здесь не	2	3
115	в ее	5	3
116	не подлежит	1	3
117	если бы	3	3
118	в другом	3	3
119	в значительной	1	3
120	между тем	4	3
121	нуждается в	1	3
122	что и	2	3
123	во всей	3	3
124	еще не	3	3
125	только в	5	3
126	так и	11	3
127	же и	1	3
128	одно из	2	3
129	мы находим	1	3
130	в конце	1	3
131	тем что	1	3
132	для того	2	3
133	нашем примере	1	3
134	и прежде	1	3
135	сказать что	4	3
136	жизнь в	1	3
137	в частности	13	3
138	не может	7	3
139	вместе с	1	3
140	как в	2	3
141	такого рода	10	3
142	как бы	9	3
143	в более	1	3
144	и от	1	3
145	а в	12	3
146	слово в	1	3
147	между ними	4	3
148	они не	1	3
149	том числе	2	3
150	одним из	1	2
151	например в	3	2
152	того же	2	2
153	это и	1	2
154	по преимуществу	2	2
155	включая и	1	2
156	со смертью	1	2
157	на них	1	2
158	за него	1	2
159	но не	11	2
160	что он	3	2
161	имеет в	1	2
162	в которой	2	2
163	в целом	3	2
164	из этих	3	2
165	раз в	1	2
166	говорят о	1	2
167	на его	1	2
168	свидетельствует о	1	2
169	на этом	1	2
