N	2gram	Vinokur_Ku_3	Narrotol
1	не только	17	31
2	но и	3	27
3	и не	10	23
4	при этом	6	19
5	может быть	14	15
6	в качестве	2	14
7	в частности	2	14
8	как и	5	13
9	а не	11	13
10	а в	5	13
11	в этом	16	12
12	только в	6	12
13	и в	23	11
14	в данном	7	11
15	тогда как	1	10
16	состоит в	2	10
17	своего рода	2	10
18	и его	1	10
19	во времени	1	9
20	то что	4	9
21	то же	6	8
22	иначе говоря	2	8
23	не может	6	8
24	данном случае	4	8
25	в том	22	8
26	уже не	8	8
27	со стороны	1	8
28	но в	2	7
29	том что	11	7
30	если бы	8	7
31	на протяжении	2	7
32	в самом	13	6
33	не в	5	6
34	в себе	1	6
35	тому же	3	6
36	не мог	1	6
37	к тому	3	6
38	одного из	1	6
39	во втором	1	6
40	в его	11	6
41	как бы	5	6
42	один из	4	6
43	как раз	4	6
44	а также	4	6
45	между двумя	1	5
46	и на	1	5
47	той или	5	5
48	перед нами	1	5
49	так и	6	5
50	точки зрения	23	5
51	в своей	4	5
52	тем самым	4	5
53	потому что	12	5
54	можно сказать	2	5
55	точка зрения	4	5
56	столь же	4	5
57	то в	3	4
58	было как	2	4
59	в первом	5	4
60	на себя	2	4
61	еще не	9	4
62	но не	3	4
63	как в	4	4
64	все же	5	4
65	хотя и	5	4
66	из этих	5	4
67	в принципе	1	4
68	по себе	6	4
69	и тем	6	4
70	в одном	2	4
71	в то	3	4
72	не по	3	4
73	того чтобы	11	4
74	никогда не	1	4
75	что на	3	4
76	в ней	3	4
77	так в	2	4
78	о том	6	4
79	внимание на	2	4
80	же время	1	4
81	а во	1	4
82	к нему	1	4
83	того что	11	4
84	для него	1	4
85	слова в	4	4
86	или иной	7	4
87	прежде всего	9	4
88	о чем	2	4
89	в речи	1	4
90	речь идет	3	3
91	также и	5	3
92	и то	1	3
93	самом деле	14	3
94	идет о	1	3
95	всего лишь	1	3
96	мы имеем	2	3
97	мы не	3	3
98	он сам	1	3
99	но как	3	3
100	в своем	4	3
101	и как	2	3
102	в целом	4	3
103	в нашем	7	3
104	он не	3	3
105	для того	12	3
106	и с	3	3
107	это не	3	3
108	в слове	4	3
109	не всегда	1	3
110	в современной	1	3
111	еще раз	2	3
112	себя внимание	2	3
113	и ее	1	3
114	тем не	9	3
115	однако в	2	3
116	не менее	12	3
117	в русской	1	3
118	о них	4	3
119	обращает на	1	3
120	как будто	1	3
121	за ними	1	3
122	у нас	10	3
123	начиная с	1	3
124	и о	4	3
125	когда в	2	3
126	сводится к	1	3
127	о нем	1	3
128	лишь в	8	3
129	в конечном	1	3
130	между тем	4	3
131	что он	6	3
132	по отношению	3	3
133	могло бы	3	3
134	может служить	2	3
135	не говорит	1	3
136	именно в	3	3
137	не было	4	3
138	как это	7	3
139	текста в	1	3
140	тому как	2	3
141	исходя из	1	3
142	быть не	2	3
143	в начале	1	3
144	но для	3	3
145	это уже	3	3
146	первом случае	2	3
147	отношению к	2	3
148	что в	13	3
149	а о	1	2
150	в сфере	1	2
151	именно эта	1	2
152	и через	2	2
153	тем же	2	2
154	в зависимости	7	2
155	язык как	1	2
156	и для	1	2
157	в сущности	4	2
158	зависимости от	8	2
159	между собой	1	2
160	в чем	5	2
161	чем это	2	2
162	для обозначения	2	2
163	отличие от	2	2
164	один и	2	2
165	отнюдь не	3	2
166	в той	4	2
167	что касается	1	2
168	зрения как	1	2
169	в смысл	1	2
170	в известном	2	2
171	раз в	1	2
172	на две	1	2
173	не могла	1	2
174	так сказать	2	2
175	слово это	2	2
176	и вот	3	2
177	не будет	1	2
178	а по	1	2
179	входит в	1	2
180	я в	3	2
181	и иных	1	2
182	все равно	1	2
183	этого не	1	2
184	и того	2	2
185	в этих	2	2
186	в войне	1	2
187	рассказа о	1	2
188	в отличие	2	2
189	сих пор	8	2
190	войне и	1	2
191	у тургенева	1	2
192	того кто	1	2
193	она не	3	2
194	не имеет	3	2
195	дело не	2	2
196	не могло	1	2
197	казалось бы	1	2
198	ничего не	6	2
199	и мире	1	2
200	и после	1	2
201	связи с	6	2
202	к жизни	1	2
203	ни о	1	2
204	ли не	1	2
205	же самое	1	2
206	как мы	5	2
207	у себя	1	2
208	свою очередь	1	2
209	здесь не	2	2
210	другой стороны	3	2
211	в пределах	2	2
212	она была	1	2
213	точек зрения	2	2
214	никак не	2	2
215	до сих	8	2
216	с другой	7	2
217	эта фраза	1	2
218	нас в	3	2
219	тем или	1	2
220	и только	3	2
221	же в	1	2
222	известном смысле	2	2
223	идет по	1	2
224	с ними	1	2
225	всяком случае	1	2
226	они могут	1	2
227	который в	1	2
228	в равной	1	2
229	не о	2	2
230	каждый из	1	2
231	при отсутствии	1	2
232	в особенности	2	2
233	нами не	1	2
234	в области	14	2
235	в результате	3	2
236	она в	1	2
237	что не	4	2
238	а на	1	2
239	и составляет	1	2
240	зависит от	1	2
241	могут служить	1	2
242	что мы	2	2
243	если не	1	2
244	вместе с	2	2
245	к его	2	2
246	по своим	1	2
247	по своему	2	2
248	в первой	1	2
249	слов в	1	2
250	быть и	1	2
251	о его	1	2
252	в связи	5	2
253	и от	1	2
254	она может	2	2
255	которая в	1	2
256	или иным	2	2
257	хотя бы	9	2
258	только что	2	2
259	между ними	1	2
260	сказать что	7	2
261	в свою	1	2
262	все что	1	2
263	в таком	4	2
264	во всяком	2	2
265	всей первой	1	1
266	если б	1	1
267	от основной	1	1
268	говоря о	1	1
269	и т	54	1
270	о каких	1	1
271	же как	1	1
272	чтобы не	2	1
273	в следующем	1	1
274	три слова	1	1
275	сам по	3	1
276	на самом	3	1
277	значении этого	1	1
278	в стороне	1	1
279	это и	3	1
280	оказываются в	1	1
281	и есть	5	1
282	речь здесь	1	1
283	из всех	1	1
284	например в	1	1
285	смысле можно	2	1
286	воображении в	1	1
287	то и	2	1
288	и внутренние	1	1
289	из того	2	1
290	мы и	1	1
291	не совсем	1	1
292	из которых	1	1
293	смысловой природы	1	1
294	практики а	1	1
295	быть в	2	1
296	бы то	1	1
297	в различных	2	1
298	тем как	1	1
299	роль принадлежит	1	1
300	мы будем	1	1
301	а только	1	1
302	не то	2	1
303	не входит	1	1
304	тех же	4	1
305	значение и	1	1
306	не все	2	1
307	отношение к	3	1
308	тут же	1	1
309	знакомства с	1	1
310	первая из	1	1
311	и я	2	1
312	или особенно	1	1
313	что именно	3	1
314	с этим	1	1
315	на минуту	2	1
316	может обойтись	1	1
317	как оказывается	1	1
318	еще и	2	1
319	мы тем	1	1
320	когда он	2	1
321	целый ряд	4	1
322	и какой	1	1
323	и к	3	1
324	в противоположность	1	1
325	лет а	1	1
326	что слово	3	1
327	за собой	1	1
328	впечатление что	1	1
329	для которого	2	1
330	со своей	1	1
331	еще на	2	1
332	действия и	1	1
333	в которой	1	1
334	что-то в	1	1
335	что это	3	1
336	ни один	1	1
337	об этих	1	1
338	не понимает	3	1
339	же слово	1	1
340	бы не	3	1
341	то я	1	1
342	этом что	2	1
343	лишний раз	1	1
344	приводит к	1	1
345	речи но	3	1
346	и тот	2	1
347	что даже	1	1
348	в общий	1	1
349	как он	2	1
350	но на	3	1
351	например как	1	1
352	что она	5	1
353	языком в	1	1
354	главным образом	2	1
355	т д	8	1
356	не как	2	1
357	в силу	6	1
358	в корне	2	1
359	нам только	1	1
360	имеет смысл	3	1
361	у современного	1	1
362	очевидным что	1	1
363	его от	1	1
364	так например	1	1
365	таким образом	9	1
366	но все	2	1
367	быть использован	1	1
368	в одну	1	1
369	то ни	1	1
370	значение в	2	1
371	том случае	4	1
372	той же	3	1
373	особенности в	1	1
374	чего в	1	1
375	его в	2	1
376	с другими	2	1
377	деле в	1	1
378	он есть	1	1
379	именно что	1	1
380	в большей	2	1
381	и прочих	1	1
382	из истории	1	1
383	все слова	1	1
384	он является	1	1
385	далеко не	5	1
386	в ее	4	1
387	с тем	6	1
388	мы видели	3	1
389	ведет к	1	1
390	остановился на	1	1
391	и было	1	1
392	малом количестве	1	1
393	или менее	2	1
394	во время	1	1
395	она сама	1	1
396	два слова	1	1
397	к главному	1	1
398	в котором	2	1
399	с точки	16	1
400	не находит	1	1
401	в их	6	1
402	оказывается что	1	1
403	в которых	3	1
404	в очерке	1	1
405	что я	1	1
406	от его	1	1
407	вовсе еще	1	1
408	фраз и	1	1
409	нельзя было	1	1
410	мир и	1	1
411	точку зрения	2	1
412	по крайней	1	1
413	и наоборот	1	1
414	в предыдущем	1	1
415	как видим	1	1
416	для нее	1	1
417	даже в	1	1
418	случае мы	1	1
419	нас к	2	1
420	тому что	4	1
421	вернемся к	2	1
422	раз и	2	1
423	все для	1	1
424	так как	9	1
425	важно что	1	1
426	как можно	1	1
427	того как	7	1
428	которые не	1	1
429	не говоря	2	1
430	как следует	1	1
431	следует здесь	1	1
432	это еще	2	1
433	и отсутствие	1	1
434	и уже	1	1
435	здесь может	1	1
436	это главным	1	1
437	до их	2	1
438	слова как	2	1
439	они являются	1	1
440	бывает как	1	1
441	по своей	1	1
442	за исключением	1	1
443	во всем	1	1
444	в изложении	1	1
445	как не	1	1
446	только с	1	1
447	и делает	1	1
448	самих этих	1	1
449	образом не	2	1
450	и со	1	1
451	не давая	1	1
452	тургенева в	1	1
453	могут быть	6	1
454	отличается от	2	1
455	не любил	1	1
456	об одном	1	1
457	понять что	1	1
458	бы составить	2	1
459	ли в	1	1
460	пор еще	3	1
461	подчеркнуть что	2	1
462	если же	2	1
463	ориентируясь на	1	1
464	значение это	1	1
465	от друга	1	1
466	нам о	2	1
467	здесь говорить	1	1
468	в виду	8	1
469	здесь также	1	1
470	для всего	1	1
471	только то	3	1
472	из рассказа	1	1
473	слова а	1	1
474	что каждый	1	1
475	в другом	1	1
476	по аналогии	1	1
477	переход к	1	1
478	не с	2	1
479	ясно что	4	1
480	это вовсе	1	1
481	каждого из	1	1
482	так называемую	2	1
483	мог бы	2	1
484	и каждый	1	1
485	чем у	1	1
486	наше внимание	1	1
487	с этого	1	1
488	и чтобы	2	1
489	остановимся на	1	1
490	как формы	1	1
491	произведения как	1	1
492	которому не	1	1
493	и здесь	2	1
494	все тех	1	1
495	для нас	4	1
496	к слову	1	1
497	о пользе	1	1
498	не умеет	1	1
499	иным причинам	1	1
500	только внешние	1	1
501	а потому	2	1
502	нуждается в	1	1
503	что и	6	1
504	уже только	1	1
505	крайней мере	1	1
506	чем и	1	1
507	не более	2	1
508	вслед за	1	1
509	если за	1	1
510	также в	1	1
511	все время	1	1
512	в него	1	1
513	и мы	1	1
514	но тут	1	1
515	замечания к	1	1
516	сразу же	2	1
517	в двух	2	1
518	к различным	1	1
519	тот же	6	1
520	одной из	1	1
521	что один	1	1
522	мы увидим	1	1
523	бы из	1	1
524	до нас	1	1
525	иной степени	1	1
526	с одной	4	1
527	того же	4	1
528	ряде случаев	1	1
529	уже в	3	1
530	вопроса о	3	1
531	ни одного	2	1
532	русского языка	7	1
533	языка как	4	1
534	свидетельствует о	1	1
535	не обладают	1	1
536	у них	1	1
537	в данной	3	1
538	конечном счете	1	1
539	что сама	1	1
540	а то	2	1
541	или даже	1	1
542	представить себе	1	1
543	для другого	1	1
544	уклоняется от	1	1
545	возможна не	1	1
546	не случайно	4	1
547	само по	1	1
548	тем что	5	1
549	не просто	2	1
550	на том	2	1
551	указание на	1	1
552	и строго	1	1
553	друг от	1	1
554	это будет	1	1
555	которое мы	1	1
556	о фактах	1	1
557	следует подчеркнуть	2	1
558	который не	1	1
559	к нашему	1	1
560	может передать	1	1
561	говорить и	3	1
562	если только	1	1
563	до этого	1	1
564	которых мы	1	1
565	а именно	3	1
566	для этого	6	1
567	которая обладает	1	1
568	а с	3	1
569	конца как	1	1
570	что для	1	1
571	связано с	1	1
572	одной стороны	4	1
573	на этот	2	1
574	на которых	5	1
575	выше и	1	1
576	сдвиг в	1	1
577	возвращаясь к	1	1
578	становится очевидным	1	1
579	а так	1	1
580	понятие о	2	1
581	там где	3	1
582	свое внимание	1	1
583	и слово	1	1
584	как именно	1	1
585	с помощью	6	1
586	именно поэтому	2	1
587	на фоне	7	1
588	так же	2	1
589	смысл который	3	1
590	и потому	1	1
591	в рамках	5	1
592	в строгом	1	1
593	только свидетель	1	1
594	смысловом отношении	3	1
595	также следующее	1	1
596	она есть	2	1
597	наряду с	1	1
598	в тех	2	1
599	не можем	1	1
600	согласно которому	2	1
601	рамках одного	1	1
602	слово а	1	1
603	указанием на	1	1
604	материал для	2	1
605	в контексте	1	1
606	слова и	7	1
607	но это	5	1
608	речи или	1	1
609	все это	2	1
610	фигуры и	1	1
611	и где	1	1
612	это явление	1	1
613	сам же	2	1
614	одного и	2	1
615	которых он	1	1
616	случаях когда	1	1
617	указать на	2	1
618	собственно и	1	1
619	искусство слова	1	1
620	о котором	1	1
621	как для	1	1
622	то не	2	1
623	собственно говоря	1	1
624	к постижению	1	1
625	интерес к	1	1
626	еще более	2	1
627	тем более	5	1
628	у которого	1	1
629	будто бы	1	1
630	все они	2	1
631	в большем	1	1
632	вот этот	1	1
633	теперь же	1	1
634	отношении к	1	1
635	в период	1	1
636	письма и	1	1
637	не знает	2	1
638	на более	1	1
639	гораздо существеннее	1	1
640	речи и	1	1
641	совершенно не	5	1
642	только о	2	1
643	в свое	2	1
644	это очевидно	1	1
645	более или	2	1
646	к этой	1	1
647	по поводу	3	1
648	от которой	1	1
649	к этому	1	1
650	русской литературы	1	1
651	том числе	2	1
652	они не	3	1
