N	3gram	Vygotskiy__3	Narrotol
1	в том что	17	8
2	в данном случае	1	6
3	не сводится к	1	6
4	не только в	1	6
5	по отношению к	2	5
6	в отличие от	6	5
7	с одной стороны	5	5
8	состоит в том	3	4
9	о том что	3	4
10	тем не менее	5	4
11	в этом отношении	3	3
12	между детьми и	1	3
13	в известном смысле	2	3
14	той или иной	2	3
15	того или иного	2	3
16	к тому что	1	3
17	по своей природе	1	2
18	с точки зрения	1	2
19	подобно тому как	1	2
20	точно так же	1	2
21	имеем дело с	1	2
22	и у нас	1	2
23	так же как	6	2
24	не может быть	2	2
25	которая не может	1	1
26	таким образом что	2	1
27	и того же	4	1
28	том что с	1	1
29	в том виде	2	1
30	что иное как	1	1
31	оба эти момента	2	1
32	точки зрения на	2	1
33	прежде всего следует	1	1
34	да и не	1	1
35	не менее едва	1	1
36	одним и тем	1	1
37	более или менее	1	1
38	уже не на	1	1
39	в слове и	1	1
40	в этом смысле	2	1
41	как это делает	1	1
42	то же самое	1	1
43	видеть в этой	1	1
44	по сравнению с	3	1
45	менее едва ли	1	1
46	в зависимости от	5	1
47	не могло бы	1	1
48	в случае с	1	1
49	того и другого	2	1
50	к тому или	1	1
51	можно было бы	5	1
52	фаза в развитии	1	1
53	а с другой	3	1
54	могло бы возникнуть	2	1
55	до сих пор	1	1
56	не могли бы	2	1
57	так или иначе	1	1
58	то время как	4	1
59	здесь мы имеем	1	1
60	и тем же	1	1
61	тому или иному	2	1
62	и все его	1	1
63	в интересующей нас	1	1
64	окружающими его людьми	2	1
65	и не могли	1	1
66	в связи с	5	1
67	и что в	1	1
68	во всяком случае	4	1
69	тем что они	2	1
70	этой точки зрения	2	1
71	есть не что	1	1
72	имеет место в	1	1
73	включая в него	1	1
74	в то время	4	1
75	с этой точки	2	1
76	по аналогии с	1	1
77	так и в	2	1
78	не в его	1	1
79	к которым приводит	1	1
80	начало и конец	1	1
81	одного и того	4	1
82	не что иное	1	1
83	детьми и взрослыми	1	1
84	для того чтобы	7	1
85	том или ином	1	1
86	с той или	1	1
87	вслед за этим	1	1
88	пространственных и временных	1	1
89	и к другому	1	1
90	которое могло бы	1	1
