N	2gram	Bakhtin_Fr_5	formyVre
1	и в	45	46
2	в этом	14	22
3	еды и	9	19
4	у рабле	11	18
5	и питья	9	17
6	кн i	3	16
7	i гл	2	15
8	кн iv	1	14
9	прежде всего	10	14
10	вовсе не	8	13
11	в романе	11	13
12	iv гл	1	13
13	и его	13	12
14	во всех	13	11
15	не только	14	11
16	рабле в	6	11
17	только в	4	11
18	как бы	12	10
19	то есть	25	10
20	во время	12	10
21	точки зрения	4	10
22	в том	10	10
23	но в	14	10
24	мы уже	4	9
25	не в	7	9
26	у него	4	9
27	но и	10	9
28	вместе с	3	9
29	и не	15	9
30	и для	3	9
31	мира и	8	9
32	то же	11	8
33	смерть и	2	8
34	как и	10	8
35	с точки	2	8
36	для того	6	8
37	того чтобы	6	8
38	потому что	7	8
39	связи с	6	8
40	в его	13	8
41	шута и	2	8
42	из них	1	8
43	в связи	5	8
44	жизни и	8	8
45	и на	5	7
46	в главе	1	7
47	так сказать	1	7
48	всех этих	6	7
49	так и	6	7
50	в них	6	7
51	в эпизоде	9	7
52	может быть	2	7
53	времени в	1	7
54	в одном	3	7
55	то что	2	7
56	как мы	8	6
57	еще не	1	6
58	все же	2	6
59	и наконец	2	6
60	во рту	1	6
61	при этом	2	6
62	человека в	1	6
63	и с	10	6
64	его в	5	6
65	в основе	4	6
66	никогда не	1	6
67	те же	1	6
68	и во	4	6
69	и дурака	2	6
70	так как	6	6
71	в особенности	2	6
72	здесь в	4	6
73	все это	7	6
74	и времени	1	6
75	и все	7	6
76	но не	4	5
77	с этим	4	5
78	в своем	11	5
79	третьей книги	1	5
80	все эти	5	5
81	связанные с	3	5
82	в античном	1	5
83	он не	6	5
84	в нем	10	5
85	этих форм	2	5
86	в то	11	5
87	рабле и	1	5
88	в дальнейшем	1	5
89	романа рабле	2	5
90	и пьянства	2	5
91	и у	5	5
92	тела и	3	5
93	и др	8	5
94	в частности	1	5
95	в пределах	2	5
96	рабле не	3	5
97	по существу	3	5
98	романе рабле	7	5
99	что в	12	5
100	также и	7	4
101	и самое	1	4
102	в мире	1	4
103	и он	3	4
104	значение и	2	4
105	что они	1	4
106	в истории	2	4
107	как в	3	4
108	характер носит	2	4
109	из этих	3	4
110	в себе	1	4
111	их в	1	4
112	тела в	3	4
113	том что	7	4
114	в котором	1	4
115	эпизоде с	4	4
116	веселый и	1	4
117	том же	2	4
118	же время	9	4
119	уже говорили	2	4
120	смерти и	1	4
121	в образе	1	4
122	в эпоху	7	4
123	с ним	5	4
124	и смерть	1	4
125	о том	4	4
126	все его	1	4
127	конечно не	2	4
128	мир в	1	4
129	iii гл	3	4
130	рту пантагрюэля	1	4
131	за ними	1	4
132	с другом	2	4
133	и их	5	4
134	а не	4	4
135	на вертеле	1	4
136	человеческой жизни	1	4
137	друг с	2	4
138	телесной жизни	3	4
139	кн iii	3	4
140	еще более	1	4
141	жизни в	2	4
142	есть и	5	4
143	на свет	1	4
144	дан в	1	3
145	почти все	3	3
146	ему в	1	3
147	того же	3	3
148	слова и	2	3
149	мы еще	2	3
150	для других	1	3
151	нет и	2	3
152	образ смерти	2	3
153	в средние	2	3
154	хотя и	5	3
155	целый ряд	1	3
156	и как	5	3
157	весь мир	6	3
158	в этот	2	3
159	та же	1	3
160	в большинстве	2	3
161	и по	1	3
162	уже сказали	1	3
163	таким образом	8	3
164	а затем	1	3
165	связанных с	3	3
166	еще вернемся	1	3
167	новой жизни	1	3
168	по всему	1	3
169	в их	4	3
170	в которых	3	3
171	не могли	1	3
172	вернемся к	4	3
173	следовательно и	1	3
174	самой жизни	2	3
175	кроме того	4	3
176	в гротескном	2	3
177	же самое	2	3
178	к тому	2	3
179	себя и	2	3
180	роль в	2	3
181	том как	2	3
182	жизнь и	2	3
183	в другом	3	3
184	а также	4	3
185	как у	1	3
186	борьба с	2	3
187	что и	7	3
188	того что	3	3
189	тот же	1	3
190	что он	6	3
191	дана в	1	3
192	во времени	2	3
193	все они	4	3
194	в качестве	2	3
195	и они	1	3
196	на протяжении	1	3
197	за счет	1	3
198	большинстве случаев	2	3
199	для него	3	3
200	тем что	1	3
201	в форме	1	3
202	чувствует себя	2	3
203	что на	3	3
204	и даже	4	3
205	и прежде	3	3
206	не было	3	3
207	о чем	3	3
208	вещами и	1	3
209	мира в	1	3
210	с помощью	3	3
211	в это	1	3
212	тем более	1	3
213	романе и	1	3
214	между вещами	1	3
215	ее в	1	3
216	а в	4	3
217	средние века	2	3
218	но эти	1	3
219	и другие	3	3
220	к этому	2	3
221	том числе	4	3
222	ту же	2	2
223	связи между	1	2
224	жизни она	2	2
225	и есть	2	2
226	тем же	1	2
227	из самых	1	2
228	и до	2	2
229	почти всегда	3	2
230	оно было	2	2
231	на кухне	2	2
232	в сущности	4	2
233	говорить о	2	2
234	всего существующего	2	2
235	в фольклоре	1	2
236	рабле но	2	2
237	он был	7	2
238	в уста	2	2
239	и т.п	16	2
240	гаргантюа и	1	2
241	если в	2	2
242	к ним	1	2
243	вступают в	2	2
244	друг от	1	2
245	значение имеет	1	2
246	в одной	3	2
247	то в	1	2
248	и к	5	2
249	от этого	2	2
250	и питье	4	2
251	здесь дается	1	2
252	в этой	6	2
253	как он	3	2
254	человек не	1	2
255	перестает быть	2	2
256	и вот	3	2
257	на земле	1	2
258	на этом	5	2
259	в вечности	1	2
260	имеет у	1	2
261	лишь в	2	2
262	смеха и	2	2
263	не боится	1	2
264	далеко не	1	2
265	с тем	2	2
266	со своими	1	2
267	одна и	1	2
268	мы видели	7	2
269	история о	1	2
270	женщин и	1	2
271	еды питья	2	2
272	жизни с	1	2
273	дается в	4	2
274	своей жизни	2	2
275	но эта	2	2
276	но он	3	2
277	с такою	1	2
278	по ту	1	2
279	и более	1	2
280	гл xxiii	2	2
281	в той	1	2
282	в отношении	2	2
283	шутовских бубенчиков	2	2
284	вплоть до	2	2
285	эти формы	1	2
286	на котором	2	2
287	в день	1	2
288	там где	3	2
289	и всегда	1	2
290	в самой	8	2
291	на землю	1	2
292	все стороны	1	2
293	мире и	1	2
294	этом отношении	5	2
295	этих образов	7	2
296	очень часто	4	2
297	в духе	2	2
298	принадлежит к	1	2
299	во все	2	2
300	в телесном	1	2
301	числе и	2	2
302	здесь они	1	2
303	и потому	1	2
304	и это	4	2
305	и о	4	2
306	от друга	1	2
307	чем не	2	2
308	здесь не	6	2
309	без всякого	1	2
310	и от	4	2
311	в средневековой	2	2
312	вино и	2	2
313	рабле дает	1	2
314	в себя	5	2
315	не мог	4	2
316	для нового	1	2
317	отсюда и	1	2
318	но здесь	1	2
319	находится в	1	2
320	другом месте	2	2
321	и та	2	2
322	можно сказать	2	2
323	это не	3	2
324	и только	2	2
325	века и	1	2
326	звон шутовских	1	2
327	у всех	1	2
328	наконец и	1	2
329	литературы в	1	2
330	быть и	1	2
331	один из	2	2
332	мы видим	5	2
333	словом и	3	2
334	и образов	5	2
335	со всеми	5	2
336	эти образы	12	2
337	и детей	1	2
338	в поэзии	3	2
339	характерно что	4	2
340	от целого	2	2
341	представлений о	1	2
342	в конце	7	2
343	рядом с	2	2
344	не были	1	2
345	или иной	1	2
346	до сих	3	2
347	именно в	3	2
348	было бы	2	2
349	наконец в	1	2
350	и пр	1	2
351	у нас	1	2
352	не знает	1	2
353	жизни но	1	2
354	до конца	1	2
355	дается как	1	2
356	если не	1	2
357	во франции	2	2
358	что все	2	2
359	не может	5	2
360	так же	8	2
361	как это	4	2
362	по своему	4	2
363	в данном	2	2
364	обжорства и	2	2
365	дело идет	3	2
366	сих пор	3	2
367	только для	2	2
368	о его	1	2
369	для рабле	4	2
370	на небе	3	2
371	в двух	1	2
372	ее и	1	2
373	почти вовсе	2	2
374	но это	5	2
375	в гл	1	2
376	между ними	1	2
377	жизни а	1	2
378	в заключение	3	2
379	как на	4	2
380	во всяком	1	2
381	воспитания гаргантюа	1	1
382	этого будущего	1	1
383	характер все	1	1
384	имеют громадное	1	1
385	то на	1	1
386	можно говорить	2	1
387	например в	5	1
388	чтобы не	2	1
389	мы здесь	1	1
390	необходимо отметить	1	1
391	на самом	5	1
392	сохранять свое	1	1
393	это и	5	1
394	самое подходящее	1	1
395	здесь и	5	1
396	на этих	1	1
397	права и	3	1
398	не имеют	1	1
399	в какой-то	1	1
400	и больше	2	1
401	хлеб и	3	1
402	которыми он	1	1
403	в несколько	1	1
404	что всякий	1	1
405	а как	1	1
406	есть не	1	1
407	в раблезианском	1	1
408	других представителей	1	1
409	которую мы	1	1
410	почему во	1	1
411	что уже	1	1
412	большую роль	1	1
413	хотя какой-то	1	1
414	на эти	1	1
415	со смертью	1	1
416	он как	1	1
417	реализуются в	1	1
418	представлением о	2	1
419	в полной	1	1
420	конечно и	2	1
421	в числе	1	1
422	гибели и	1	1
423	подчеркнуть что	2	1
424	форм в	3	1
425	это время	2	1
426	в ней	8	1
427	и официальной	1	1
428	мира он	1	1
429	в народном	2	1
430	и еду	1	1
431	третьей книге	2	1
432	время в	1	1
433	в чем	2	1
434	с его	7	1
435	тем как	1	1
436	иной характер	1	1
