N	2gram	Losev_Dial_4	StatiiOP
1	и в	15	29
2	том что	10	27
3	в том	11	27
4	в этом	11	21
5	не только	8	19
6	но и	4	19
7	что в	7	19
8	о том	5	17
9	в его	4	13
10	что он	7	13
11	в которой	2	11
12	то что	16	11
13	все это	9	11
14	таким образом	5	10
15	т е	46	10
16	и т	17	9
17	в своем	5	9
18	он не	1	9
19	потому что	10	9
20	так и	5	9
21	и не	30	9
22	как на	1	9
23	но в	3	8
24	как раз	4	8
25	и пр	9	8
26	я не	5	7
27	в ней	5	7
28	в самом	2	7
29	но все	2	7
30	в своей	3	7
31	в котором	2	7
32	того как	2	7
33	для того	5	7
34	в виду	9	7
35	с тем	4	7
36	вместе с	2	7
37	вопрос о	2	6
38	и на	5	6
39	все же	2	6
40	т д	15	6
41	вовсе не	6	6
42	того чтобы	5	6
43	и его	7	6
44	об этом	3	6
45	и что	9	6
46	в одном	4	6
47	в течение	4	6
48	г в	1	5
49	было бы	9	5
50	точки зрения	14	5
51	не знали	1	5
52	в языке	1	5
53	того что	13	5
54	в качестве	2	5
55	прежде всего	11	5
56	а не	18	5
57	в той	1	5
58	как бы	14	5
59	речь идет	1	4
60	то обстоятельство	1	4
61	кроме того	2	4
62	хотя и	6	4
63	не приходится	1	4
64	в нем	5	4
65	и с	4	4
66	не в	8	4
67	дело в	1	4
68	ничего не	17	4
69	обстоятельство что	1	4
70	но также	1	4
71	и о	8	4
72	после того	1	4
73	но с	1	4
74	связи с	1	4
75	при помощи	3	4
76	с другой	1	4
77	именно в	5	4
78	в частности	2	4
79	а как	2	4
80	в романе	1	4
81	к этому	3	4
82	же как	1	3
83	на самом	1	3
84	идет о	1	3
85	в их	3	3
86	его не	1	3
87	оба эти	1	3
88	хотя бы	4	3
89	и он	1	3
90	не то	1	3
91	в общем	1	3
92	как в	3	3
93	с этим	3	3
94	в полном	1	3
95	не было	2	3
96	что это	13	3
97	в известном	1	3
98	вообще не	1	3
99	из них	2	3
100	ни в	8	3
101	не мог	2	3
102	но он	1	3
103	по себе	13	3
104	не менее	2	3
105	что эта	2	3
106	в обоих	1	3
107	одной из	2	3
108	иметь в	2	3
109	не могло	1	3
110	никогда не	2	3
111	и по	2	3
112	тем что	2	3
113	у нас	3	3
114	у меня	1	3
115	и именно	2	3
116	оно не	2	3
117	и здесь	1	3
118	в пользу	2	3
119	должно было	1	3
120	но это	4	3
121	так что	6	3
122	с нею	1	3
123	что на	2	3
124	и даже	6	3
125	до конца	1	3
126	так же	4	3
127	другой стороны	2	3
128	похоже на	1	3
129	не является	1	3
130	давно уже	1	3
131	отношении к	2	3
132	во всяком	2	3
133	также и	4	2
134	вне всякого	2	2
135	только потому	3	2
136	такое же	1	2
137	не пошел	1	2
138	то же	9	2
139	и была	1	2
140	для своего	1	2
141	почти все	1	2
142	признавался что	1	2
143	это время	1	2
144	далее в	2	2
145	с его	5	2
146	отличие от	2	2
147	нет и	2	2
148	что они	4	2
149	на то	5	2
150	и я	1	2
151	в истории	3	2
152	в одной	1	2
153	и как	4	2
154	все эти	3	2
155	в этой	4	2
156	в себе	8	2
157	как он	1	2
158	при этом	2	2
159	если бы	6	2
160	тем не	2	2
161	и более	1	2
162	том же	1	2
163	то ни	4	2
164	конечно в	1	2
165	не дает	2	2
166	его в	1	2
167	это было	2	2
168	истории и	2	2
169	в это	1	2
170	само собою	1	2
171	о которых	1	2
172	как и	7	2
173	во внимание	2	2
174	в москве	1	2
175	действительно не	1	2
176	в один	3	2
177	что такое	5	2
178	в отношении	2	2
179	с точки	9	2
180	в отличие	1	2
181	что я	5	2
182	не раз	2	2
183	что было	2	2
184	не могли	2	2
185	что этот	2	2
186	даже в	1	2
187	и вся	1	2
188	нет никакого	3	2
189	но они	2	2
190	что с	2	2
191	в то	6	2
192	дело не	1	2
193	не имеет	14	2
194	в процессе	1	2
195	есть еще	2	2
196	только не	3	2
197	и всегда	1	2
198	и теперь	1	2
199	не может	11	2
200	не по	2	2
201	доказать что	1	2
202	в области	3	2
203	в каком	5	2
204	с и	1	2
205	в духе	1	2
206	и это	8	2
207	в ее	2	2
208	говорит об	1	2
209	никак не	2	2
210	что и	6	2
211	судить по	1	2
212	этот вопрос	1	2
213	только в	7	2
214	бы ни	2	2
