N	2gram	Bakhtin_fo_2	Komedia
1	и в	46	26
2	и не	9	14
3	и его	12	12
4	к тому	3	12
5	так и	7	12
6	может быть	7	11
7	в том	10	11
8	в этом	22	10
9	на протяжении	3	10
10	но и	9	10
11	том что	4	9
12	если бы	1	9
13	вместе с	9	9
14	что в	5	9
15	было бы	2	8
16	и на	7	7
17	не только	11	7
18	что и	3	7
19	из них	8	7
20	еще не	6	6
21	в своем	5	6
22	о том	4	6
23	в нем	5	6
24	iii в	1	6
25	таким образом	3	6
26	в то	5	6
27	того чтобы	8	6
28	потому что	8	6
29	и здесь	1	6
30	в двух	2	6
31	наряду с	2	6
32	во время	10	6
33	то что	7	6
34	в которой	1	5
35	с его	1	5
36	что он	3	5
37	так что	4	5
38	в истории	4	5
39	с этим	5	5
40	для того	8	5
41	а затем	3	5
42	ни в	1	5
43	с тем	2	5
44	и с	6	5
45	больше чем	1	5
46	один из	2	5
47	в качестве	3	5
48	к этому	3	5
49	уже в	4	4
50	хотя и	3	4
51	в самом	1	4
52	из этих	4	4
53	это было	1	4
54	в них	7	4
55	как и	8	4
56	в этих	3	4
57	место в	4	4
58	тому что	1	4
59	не по	1	4
60	и новой	1	4
61	как мы	6	4
62	еще в	1	4
63	его в	6	4
64	между тем	1	4
65	в его	8	4
66	только в	11	4
67	до нас	1	4
68	же в	4	4
69	так как	6	4
70	у него	9	4
71	на этот	1	4
72	прежде всего	14	4
73	в руках	1	4
74	мира в	3	4
75	в частности	5	4
76	как это	2	4
77	о его	2	4
78	все же	6	4
79	и для	9	4
80	и от	2	4
81	точки зрения	10	4
82	например в	1	3
83	тех же	1	3
84	в котором	4	3
85	то же	8	3
86	в их	3	3
87	надо было	1	3
88	вопрос о	1	3
89	того же	3	3
90	это время	1	3
91	в ней	1	3
92	во всех	11	3
93	но не	5	3
94	как в	4	3
95	но в	10	3
96	в этой	2	3
97	как он	2	3
98	друг другу	2	3
99	но все	1	3
100	человека в	6	3
101	в каждом	1	3
102	по всему	3	3
103	не имеет	1	3
104	в самой	2	3
105	же время	4	3
106	связи с	8	3
107	что на	3	3
108	и сам	1	3
109	то время	1	3
110	в образе	4	3
111	и поэтому	1	3
112	после смерти	1	3
113	тех пор	1	3
114	дело с	1	3
115	себя в	1	3
116	для всех	1	3
117	со временем	1	3
118	и их	4	3
119	мы можем	1	3
120	тем что	3	3
121	здесь в	6	3
122	не было	3	3
123	так называемой	1	3
124	о чем	3	3
125	в связи	8	3
126	в тех	1	3
127	да и	1	3
128	с этой	4	3
129	все это	6	3
130	мы найдем	1	3
131	интерес к	1	3
132	а в	3	3
133	в своей	1	3
134	ко времени	1	3
135	жизни и	8	3
136	по поводу	1	3
137	том числе	3	3
138	не может	2	3
139	и т	14	2
140	и есть	2	2
141	мы имеем	2	2
142	мы не	1	2
143	из самых	2	2
144	время как	1	2
145	говорить о	2	2
146	в виду	3	2
147	в народном	1	2
148	меньше чем	1	2
149	он был	2	2
150	в ее	1	2
151	и другие	3	2
152	если в	2	2
153	отличие от	1	2
154	отнюдь не	4	2
155	идет о	1	2
156	в одной	2	2
157	этом же	1	2
158	целый ряд	3	2
159	что по	1	2
160	под тем	1	2
161	от этого	2	2
162	бы и	1	2
163	художественного мышления	1	2
164	жизни так	1	2
165	в нашем	1	2
166	роль в	3	2
167	в философии	1	2
168	после этого	2	2
169	он не	5	2
170	всем законам	1	2
171	и еще	1	2
172	на этом	2	2
173	об этом	1	2
174	связанных с	3	2
175	это не	2	2
176	в это	3	2
177	и такая	1	2
178	чем в	1	2
179	в один	1	2
180	по всем	2	2
181	представление о	2	2
182	в отличие	1	2
183	которые в	1	2
184	не в	9	2
185	в конце	2	2
186	однако в	1	2
187	вовсе не	13	2
188	жалобы и	1	2
189	одна из	1	2
190	в одном	7	2
191	место во	1	2
192	в какой-то	1	2
193	такая же	1	2
194	не является	3	2
195	с другом	4	2
196	в духе	2	2
197	содержанию и	1	2
198	всего в	3	2
199	и это	2	2
200	как не	1	2
201	с самого	1	2
202	так в	1	2
203	и что	1	2
204	похож на	2	2
205	в мире	4	2
206	с собой	1	2
207	быту и	1	2
208	времени в	7	2
209	и во	6	2
210	и все	6	2
211	наконец в	2	2
212	представления о	1	2
213	все больше	1	2
214	тот же	3	2
215	речь о	1	2
216	и ее	1	2
217	в уста	2	2
218	с одной	2	2
219	и у	5	2
220	же от	1	2
221	является не	1	2
222	т п	11	2
223	не для	2	2
224	отношение к	3	2
225	в любви	1	2
226	рядом с	2	2
227	нет и	3	2
228	и к	2	2
229	случая и	1	2
230	до сих	2	2
231	с другой	2	2
232	одной стороны	1	2
233	а на	2	2
234	у других	1	2
235	для их	1	2
236	если не	2	2
237	по своему	2	2
238	в изображении	1	2
239	в той	2	2
240	одновременно с	2	2
