N	2gram	Vinokur_St_1	FransuaR
1	и в	44	56
2	то есть	2	24
3	в его	9	18
4	таким образом	7	17
5	все эти	5	15
6	в этом	21	14
7	в том	36	13
8	так и	9	13
9	он был	3	12
10	в то	9	12
11	и его	8	12
12	то же	5	11
13	в них	1	11
14	в этих	2	11
15	до конца	1	11
16	как бы	4	11
17	и до	1	10
18	еще не	3	10
19	же время	4	10
20	в эпоху	2	10
21	эпохи в	3	9
22	в самом	7	9
23	и не	16	9
24	только в	10	9
25	но и	10	9
26	в сущности	2	8
27	во всех	8	8
28	не только	18	8
29	в нем	5	8
30	и с	3	8
31	и их	2	8
32	и даже	5	8
33	до сих	7	8
34	и др	1	8
35	сих пор	7	8
36	все это	5	8
37	том что	29	8
38	и на	1	7
39	как мы	1	7
40	у него	2	7
41	в частности	4	7
42	той же	5	6
43	в ее	4	6
44	в этой	11	6
45	но в	10	6
46	эпохи и	3	6
47	точки зрения	11	6
48	языка и	4	6
49	вовсе не	19	6
50	прежде всего	7	6
51	в той	6	6
52	и все	2	6
53	потому что	6	6
54	с его	1	5
55	но не	3	5
56	он не	2	5
57	такой же	5	5
58	во время	3	5
59	в отношении	9	5
60	своего рода	3	5
61	в процессе	1	5
62	никогда не	5	5
63	в области	14	5
64	ни с	3	5
65	не было	4	5
66	как и	9	5
67	это были	1	5
68	в результате	3	5
69	что в	30	5
70	и другие	1	5
71	они не	1	5
72	например в	8	4
73	и потому	2	4
74	своей эпохи	1	4
75	в ней	3	4
76	за пределы	2	4
77	и к	1	4
78	в которой	4	4
79	что это	4	4
80	в себе	2	4
81	при этом	2	4
82	их в	2	4
83	что все	2	4
84	литературного языка	1	4
85	и более	2	4
86	даже в	3	4
87	одна из	1	4
88	того чтобы	11	4
89	по своей	2	4
90	в духе	1	4
91	того времени	5	4
92	времени и	1	4
93	и других	1	4
94	о том	17	4
95	с одной	3	4
96	в качестве	4	4
97	конечно не	2	4
98	так как	5	4
99	пор еще	1	4
100	в основе	3	4
101	в свете	1	4
102	в своих	2	4
103	конечно и	3	3
104	на них	1	3
105	время в	1	3
106	не просто	1	3
107	в своем	2	3
108	перед нами	1	3
109	кроме того	1	3
110	и всей	1	3
111	всех этих	2	3
112	распространены в	1	3
113	ведь в	1	3
114	здесь нет	1	3
115	во времена	4	3
116	не в	12	3
117	но он	2	3
118	в таких	1	3
119	казалось бы	1	3
120	в форме	1	3
121	другом месте	2	3
122	и о	1	3
123	в другом	3	3
124	всей эпохи	1	3
125	настоящее время	1	3
126	все его	1	3
127	а также	2	3
128	времени в	1	3
129	это была	1	3
130	между тем	3	3
131	как например	1	3
132	одной из	1	3
133	так что	6	3
134	уже не	1	3
135	был бы	1	3
136	мы находим	4	3
137	что и	6	3
138	может быть	15	3
139	здесь в	1	3
140	к которому	4	3
141	еще и	2	3
142	что для	3	3
143	в некоторых	1	3
144	более того	1	3
145	не на	1	3
146	сказать что	7	3
147	там где	5	3
148	не были	1	3
149	к его	1	3
150	на эту	4	3
151	в первой	12	3
152	не подлежит	1	3
153	в настоящее	1	3
154	бы в	1	3
155	то что	18	3
156	том числе	2	3
157	также и	9	2
158	и то	5	2
159	самом деле	11	2
160	на самом	6	2
161	на две	1	2
162	что эти	1	2
163	было глубоко	1	2
164	их и	1	2
165	и конечно	1	2
166	мы не	2	2
167	бы то	1	2
168	с другой	9	2
169	совсем не	2	2
170	вовсе еще	1	2
171	что они	7	2
172	как к	3	2
173	хотя и	1	2
174	целый ряд	2	2
175	бы и	4	2
176	за это	1	2
177	в нашем	1	2
178	языка а	1	2
179	с их	1	2
180	и те	2	2
181	что она	4	2
182	в узком	1	2
183	в виде	3	2
184	не как	1	2
185	для понимания	1	2
186	так часто	1	2
187	и такие	2	2
188	но дело	1	2
189	так например	7	2
190	его в	2	2
191	и была	1	2
192	по всему	1	2
193	ни в	3	2
194	с тем	1	2
195	в слове	5	2
196	несмотря на	2	2
197	в развитии	1	2
198	и некоторые	1	2
199	для него	6	2
200	и при	1	2
201	в своей	6	2
202	в котором	5	2
203	с точки	8	2
204	в которых	5	2
205	если бы	9	2
206	и эти	1	2
207	лиц и	1	2
208	на котором	1	2
209	дело в	6	2
210	о них	2	2
211	дело не	4	2
212	не имели	2	2
213	того как	1	2
214	с одним	1	2
215	к концу	2	2
216	ему и	1	2
217	что на	2	2
218	характерен для	1	2
219	в каком	3	2
220	фактов и	1	2
221	не потому	1	2
222	ни о	1	2
223	мы встречаем	1	2
224	начиная с	2	2
225	числе и	2	2
226	той или	1	2
227	данном случае	6	2
228	то время	2	2
229	и сам	2	2
230	во многом	1	2
231	когда в	1	2
232	образом в	1	2
233	язык и	1	2
234	его жизни	3	2
235	можно сказать	1	2
236	и во	2	2
237	к нему	2	2
238	отметить что	2	2
239	во всей	1	2
240	было бы	17	2
241	указывает что	1	2
242	но с	3	2
243	что он	10	2
244	это очень	3	2
245	это не	8	2
246	уже в	2	2
247	ни одного	2	2
248	в известном	1	2
249	из них	8	2
250	в одном	1	2
251	к ним	1	2
252	как раз	4	2
253	в других	2	2
254	для того	10	2
255	возможно что	3	2
256	этого имени	1	2
257	далеко не	1	2
258	говорит о	3	2
259	них и	1	2
260	одной стороны	2	2
261	а на	3	2
262	той эпохи	3	2
263	то ни	1	2
264	точек зрения	1	2
265	не может	8	2
266	вместе с	1	2
267	так же	5	2
268	нет ни	2	2
269	из которых	1	2
270	в данном	14	2
271	с некоторыми	1	2
272	а не	16	2
273	с этой	3	2
274	но это	6	2
275	все же	8	2
276	и для	3	2
277	которых он	1	2
278	себя на	1	2
279	узком смысле	1	2
280	а в	17	2
281	это в	4	2
282	другой стороны	7	2
283	от всех	1	2
284	культуры в	3	2
285	к этому	1	2
286	как известно	1	1
287	то на	1	1
288	речь идет	4	1
289	того же	3	1
290	жил в	2	1
291	этого последнего	1	1
292	идет о	2	1
293	тем же	3	1
294	этого в	1	1
295	в какой-то	1	1
296	и абсолютно	1	1
297	и могут	1	1
298	а как	2	1
299	по мнению	3	1
300	уже после	1	1
301	на той	1	1
302	и последующих	1	1
303	бы что	2	1
304	вопрос о	4	1
305	каждый отдельный	1	1
306	так чтобы	1	1
307	первой книге	1	1
308	и такой	1	1
309	один пример	1	1
310	то это	3	1
311	или иным	3	1
312	подчеркнуть что	2	1
313	пребывания в	1	1
314	на последнем	1	1
315	к своему	1	1
316	литературы и	2	1
317	примера в	1	1
318	по этому	3	1
319	между собой	1	1
