N	3gram	Medvedev_F_2	FransuaR
1	то же время	5	5
2	в то же	5	5
3	в самом деле	5	4
4	с одной стороны	1	4
5	в той же	1	4
6	в большинстве случаев	3	4
7	большей или меньшей	1	3
8	на первый план	2	3
9	в этом отношении	7	3
10	в большей или	1	3
11	до сих пор	1	3
12	и в особенности	1	2
13	с точки зрения	7	2
14	как мы увидим	1	2
15	или меньшей степени	1	2
16	в данном случае	1	2
17	и тот же	1	2
18	как один из	1	2
19	в одной плоскости	1	2
20	во всех этих	1	2
21	но и в	3	2
22	с другой стороны	3	2
23	таким образом в	1	2
24	но и с	1	2
25	в том что	2	2
26	с помощью которых	1	2
27	и прежде всего	2	2
28	с тем и	2	1
29	по этому вопросу	1	1
30	таким образом не	2	1
31	ровно ничего не	1	1
32	более или менее	1	1
33	в настоящее время	1	1
34	один и тот	1	1
35	что же касается	1	1
36	и там где	1	1
37	в одной из	1	1
38	более того можно	1	1
39	как это было	2	1
40	могли не оказать	1	1
41	именно в этом	1	1
42	и должна быть	1	1
43	в неразрывной связи	1	1
44	является одним из	1	1
45	широком смысле включая	1	1
46	может быть конечно	1	1
47	из того что	1	1
48	на этот вопрос	1	1
49	нам в корне	1	1
50	по самому своему	1	1
51	вместе с тем	4	1
52	остается и до	1	1
53	и с помощью	1	1
54	рядом с этим	1	1
55	до известной степени	3	1
56	мы полагаем что	1	1
57	сам по себе	3	1
58	быть самим собой	1	1
59	только то что	1	1
60	в этой области	1	1
61	и для всех	1	1
62	но в то	1	1
63	в конце концов	2	1
64	смысле этого слова	1	1
65	так как они	2	1
66	и в этой	2	1
67	в высшую степень	1	1
68	самому своему существу	1	1
69	все же не	1	1
70	в связи с	10	1
71	то что он	1	1
72	а не как	1	1
73	для того чтобы	3	1
74	не может быть	10	1
75	говорить о нем	1	1
76	не могли не	1	1
77	в широком смысле	1	1
78	не совпадает с	1	1
79	в зависимости от	3	1
80	неразрывной связи с	1	1
81	в значительной степени	3	1
82	и отчасти в	1	1
83	в пределе вовсе	1	1
84	он стал бы	1	1
85	до настоящего времени	1	1
86	но все же	2	1
87	ни о каком	3	1
88	и до сих	1	1
89	в предисловии к	2	1
90	очень характерна в	1	1
91	и до настоящего	1	1
92	что и в	1	1
