N	2gram	Tiupa_Hudo_1	Komedia
1	и в	14	22
2	по адресу	2	14
3	т е	4	13
4	том что	16	12
5	в г	1	11
6	но и	5	11
7	в том	12	11
8	не только	12	10
9	в то	8	10
10	из них	4	10
11	и т	11	9
12	как и	9	9
13	может быть	5	9
14	о том	12	8
15	и его	5	8
16	в одном	1	8
17	и не	2	8
18	едва ли	3	7
19	в этой	8	7
20	то же	9	6
21	и по	3	6
22	не в	7	6
23	в отношении	1	6
24	ни в	5	6
25	в конце	4	6
26	одного из	1	6
27	что он	9	6
28	такого рода	3	6
29	к тому	7	6
30	а в	7	6
31	в которой	1	6
32	что в	6	6
33	как в	8	5
34	на его	2	5
35	при этом	12	5
36	потому что	5	5
37	со своим	2	5
38	так и	13	5
39	еще в	3	5
40	и даже	3	5
41	между тем	8	5
42	один из	4	5
43	уже в	1	5
44	в его	8	5
45	прежде всего	11	5
46	т п	8	5
47	с другой	1	5
48	когда же	1	5
49	все это	2	5
50	из его	1	4
51	что они	1	4
52	но в	5	4
53	в нем	3	4
54	т д	3	4
55	и вот	1	4
56	в другом	2	4
57	участие в	2	4
58	несмотря на	4	4
59	точки зрения	5	4
60	в их	2	4
61	так как	1	4
62	как мы	3	4
63	на него	2	4
64	же время	8	4
65	в в	1	4
66	так в	2	4
67	ясно что	2	4
68	а также	3	4
69	действующих лиц	2	4
70	в качестве	9	4
71	тем что	3	4
72	именно в	7	4
73	в результате	2	4
74	конце концов	1	4
75	же в	3	4
76	речь идет	3	3
77	же как	2	3
78	идет о	3	3
79	мы не	2	3
80	и о	4	3
81	х годов	1	3
82	и на	3	3
83	в чем	1	3
84	как правило	6	3
85	с одной	1	3
86	в этом	11	3
87	все же	3	3
88	хотя и	2	3
89	и как	1	3
90	в целом	2	3
91	на то	4	3
92	главным образом	1	3
93	да и	2	3
94	он не	4	3
95	и с	4	3
96	его в	3	3
97	первую очередь	2	3
98	и ее	1	3
99	место в	1	3
100	вопрос о	2	3
101	не менее	5	3
102	что после	1	3
103	однако в	2	3
104	на всю	1	3
105	даже в	3	3
106	по отношению	8	3
107	казалось бы	7	3
108	ничего не	8	3
109	во фрагментах	1	3
110	этом отношении	3	3
111	могут быть	1	3
112	под видом	1	3
113	во второй	5	3
114	там же	2	3
115	в частности	5	3
116	в образе	1	3
117	тот же	1	3
118	одной из	2	3
119	только в	5	3
120	и у	1	3
121	в начале	2	3
122	отношение к	1	3
123	у него	9	3
124	каждый из	1	3
125	как раз	4	3
126	в свои	1	3
127	как это	1	3
128	фрагмент из	1	3
129	по своему	3	3
130	одной стороны	1	3
131	в любом	1	3
132	не мог	1	3
133	всего в	1	3
134	его творчества	1	3
135	и все	4	3
136	отношению к	8	3
137	как известно	1	2
138	тех же	1	2
139	на две	1	2
140	видеть в	1	2
141	г как	1	2
142	в сущности	1	2
143	принадлежит к	1	2
144	это время	1	2
145	столь же	4	2
146	совсем не	1	2
147	отличие от	1	2
148	в настоящем	1	2
149	к сожалению	1	2
150	относится к	1	2
151	чем же	1	2
152	в рамках	2	2
153	что касается	1	2
154	к числу	1	2
155	и хотя	1	2
156	со своей	1	2
157	в самом	4	2
158	художественного мышления	6	2
159	раз в	2	2
160	в себе	11	2
161	только один	1	2
162	не следует	2	2
163	в первой	6	2
164	в первую	2	2
165	в силу	1	2
166	на этом	3	2
167	то ни	1	2
168	было бы	6	2
169	и тем	1	2
170	для них	1	2
171	этим и	1	2
172	такой же	3	2
173	или менее	1	2
174	в следующем	2	2
175	и без	1	2
176	всяком случае	1	2
177	но он	3	2
178	тем не	4	2
179	не раз	2	2
180	одна из	2	2
181	это еще	1	2
182	нельзя не	1	2
183	по своей	4	2
184	как будто	4	2
185	в трагедии	1	2
186	в городе	5	2
187	одному из	1	2
188	же самое	1	2
189	для себя	3	2
190	с ее	2	2
191	второй половине	2	2
192	как по	2	2
193	первой половине	3	2
194	в себя	2	2
195	что у	3	2
196	времени и	1	2
197	из всего	1	2
198	в споре	1	2
199	мог бы	1	2
200	исторического лица	1	2
201	находится в	1	2
202	нас в	1	2
203	путь к	1	2
204	в форме	2	2
205	социальной позиции	1	2
206	также в	2	2
207	еще не	7	2
208	по свидетельству	1	2
209	именно на	1	2
210	из которых	1	2
211	как человека	1	2
212	а то	2	2
213	мы знаем	2	2
214	вовсе не	1	2
215	в финале	3	2
216	со стороны	3	2
217	даже не	1	2
218	и из	1	2
219	до сих	2	2
220	вслед за	1	2
221	еще и	1	2
222	то и	3	2
223	до конца	2	2
224	из наиболее	1	2
225	не может	7	2
226	но не	3	2
227	это были	1	2
228	сих пор	2	2
229	но это	1	2
230	между прочим	1	2
231	будто бы	3	2
232	только что	4	2
233	то что	8	2
234	в свою	1	2
235	в действительности	4	2
236	в своих	3	2
237	во всяком	1	2
238	все что	1	2
239	а между	1	1
240	можно говорить	1	1
241	также и	1	1
242	в этот	1	1
243	на самом	2	1
244	всего это	1	1
245	его же	1	1
246	исходит из	1	1
247	высшей степени	1	1
248	и за	1	1
249	по его	1	1
250	мы уже	4	1
251	той же	2	1
252	которым он	1	1
253	по мнению	5	1
254	о способах	1	1
255	для своего	2	1
256	каким был	1	1
257	ни у	1	1
258	ответить на	1	1
259	с недоверием	1	1
260	чисто внешней	1	1
261	ему в	1	1
262	похожи на	1	1
263	как впрочем	1	1
264	мы здесь	1	1
265	в мире	3	1
266	и он	5	1
267	в ней	4	1
268	случае об	1	1
269	а только	4	1
270	во всех	1	1
271	как у	1	1
272	отказ от	2	1
273	же она	1	1
274	не все	1	1
275	так по	1	1
276	ответ на	1	1
277	есть по	1	1
278	а и	2	1
279	поскольку в	1	1
280	совсем иной	1	1
281	отнюдь не	3	1
282	с этим	3	1
283	дает нам	1	1
284	своей среды	1	1
285	в своем	4	1
286	в полном	1	1
287	когда он	1	1
288	ему что	1	1
