N	2gram	Tiupa_Hudo_1	Dialekti
1	не есть	1	47
2	и не	15	30
3	может быть	14	20
4	не только	16	19
5	и в	19	19
6	по себе	2	18
7	а не	9	16
8	в себе	9	15
9	что она	2	14
10	потому что	3	14
11	то что	4	14
12	в том	18	14
13	так как	1	14
14	и даже	1	14
15	как бы	9	14
16	вовсе не	2	13
17	то же	10	12
18	точки зрения	10	12
19	но и	10	12
20	и как	3	10
21	что это	1	10
22	в нем	5	10
23	ни в	5	10
24	как и	2	10
25	том что	8	10
26	сказать что	4	10
27	так и	11	10
28	это не	2	10
29	по крайней	1	9
30	никогда не	2	9
31	времени и	2	9
32	крайней мере	1	9
33	же и	1	9
34	не может	7	9
35	в этом	11	8
36	в своей	5	8
37	с точки	3	8
38	не в	7	8
39	личности в	4	8
40	прежде всего	4	8
41	и то	4	7
42	есть не	1	7
43	сама по	2	7
44	так что	1	7
45	и к	3	7
46	должно быть	1	7
47	как это	5	7
48	и притом	3	7
49	в поэзии	1	7
50	в душе	8	7
51	как будто	1	7
52	что в	6	7
53	чтобы не	1	6
54	я не	2	6
55	но не	11	6
56	что они	1	6
57	отнюдь не	2	6
58	в то	6	6
59	что он	3	6
60	что не	1	6
61	того что	4	6
62	и может	1	6
63	личности и	3	6
64	жизни и	1	6
65	и потому	2	5
66	и это	2	5
67	говорить о	3	5
68	в силу	1	5
69	же время	5	5
70	и его	12	5
71	в виду	5	5
72	о том	2	5
73	и что	3	5
74	можно сказать	5	5
75	но как	2	5
76	что и	2	5
77	с другой	7	5
78	не обязательно	2	5
79	а именно	2	5
80	и пр	1	5
81	в одно	2	5
82	по своему	2	5
83	как раз	3	5
84	в самом	5	5
85	только в	5	5
86	и есть	1	4
87	во мне	2	4
88	еще не	3	4
89	или иное	1	4
90	за пределы	2	4
91	в одной	1	4
92	в своем	2	4
93	только то	1	4
94	при этом	13	4
95	он не	4	4
96	содержит в	1	4
97	и по	2	4
98	одно и	3	4
99	таким образом	3	4
100	заключается в	2	4
101	вещи в	1	4
102	в одном	2	4
103	но он	3	4
104	все это	2	4
105	с ним	2	4
106	по своей	7	4
107	связи с	1	4
108	в таком	1	4
109	в каком	2	4
110	не могут	1	4
111	той или	4	4
112	в ее	5	4
113	то или	1	4
114	в другом	3	4
115	может не	1	4
116	к нему	3	4
117	субъекта и	3	4
118	во времени	4	4
119	без этого	1	4
120	одно из	2	4
121	то время	1	4
122	в связи	1	4
123	могут быть	4	4
124	быть и	2	4
125	а в	12	4
126	другой стороны	5	4
127	же как	1	3
128	искусство и	1	3
129	таком случае	1	3
130	это и	1	3
131	как мы	1	3
132	что иное	1	3
133	думаю что	1	3
134	иное как	1	3
135	в чем	2	3
136	а только	4	3
137	в этой	2	3
138	и где	1	3
139	об этом	2	3
140	его в	2	3
141	это было	1	3
142	было бы	1	3
143	мы имеем	6	3
144	в этих	3	3
145	или точнее	1	3
146	что такое	1	3
147	и более	2	3
148	даже в	3	3
149	не менее	3	3
150	но только	1	3
151	и религии	1	3
152	уже не	4	3
153	нуждается в	1	3
154	с нею	1	3
155	из них	1	3
156	ведь это	1	3
157	мы находим	1	3
158	о котором	1	3
159	не было	1	3
160	не сама	2	3
161	о чем	2	3
162	мы говорим	1	3
163	в данном	4	3
164	в той	3	3
165	когда мы	1	3
166	в это	1	3
167	и от	1	3
168	становления и	1	3
169	была бы	3	3
170	не что	1	3
171	они не	1	3
172	я и	7	2
173	также и	1	2
174	в сфере	1	2
175	человека и	1	2
176	живое существо	1	2
177	например в	3	2
178	из всего	1	2
179	не во	1	2
180	от своих	1	2
181	бы ни	1	2
182	как я	1	2
183	в широком	1	2
184	он переживает	1	2
185	во всех	3	2
186	если в	1	2
187	времени то	1	2
188	и я	1	2
189	в истории	1	2
190	мере в	1	2
191	каждая вещь	1	2
192	в акте	3	2
193	как в	2	2
194	перед нами	1	2
195	более или	5	2
196	но в	7	2
197	в противоположность	3	2
198	личности а	1	2
199	в которой	2	2
200	бы и	1	2
201	так или	3	2
202	все эти	2	2
203	раз в	1	2
204	на его	1	2
205	время и	1	2
206	в узком	3	2
207	не как	2	2
208	силу своей	1	2
209	на этом	1	2
210	в каждом	1	2
211	не будет	2	2
212	в мире	21	2
213	на сцене	1	2
214	в жизни	2	2
