N	4gram	Bakhtin_Fr_1	slovoVRo
1	в то же время	1	12
2	той или иной степени	1	9
3	в той или иной	5	9
4	но в то же	1	4
5	в большей или меньшей	4	3
6	большей или меньшей степени	4	3
7	точки зрения на мир	1	2
8	всегда в той или	2	2
9	как мы уже сказали	3	2
10	мы имеем в виду	1	1
11	при всех различиях в	1	1
12	на то или иное	1	1
13	как бы ни были	1	1
14	на мир и на	1	1
15	этапах своего исторического развития	1	1
16	дело в том что	2	1
17	свое наиболее полное и	1	1
18	и перестает быть тем	1	1
19	укладывается в прокрустово ложе	1	1
20	на самом же деле	3	1
21	не в меньшей степени	1	1
22	в меньшей степени чем	1	1
23	что не укладывается в	1	1
24	у стерна и жан-поля	1	1
25	не укладывается в прокрустово	1	1
