N	3gram	Propp_Isto_6	Tvorches
1	и т д	8	11
2	по отношению к	2	3
3	до сих пор	4	3
4	не может быть	3	3
5	влечет за собой	2	2
6	в одной из	1	2
7	и не может	1	2
8	в таком случае	1	2
9	на этот вопрос	1	2
10	в й главе	1	2
11	так же как	1	2
12	это прежде всего	1	2
13	все же не	1	2
14	во всяком случае	2	2
15	с другой стороны	8	2
16	так и в	1	2
17	о том что	4	2
18	с полным правом	1	2
19	в том что	5	2
20	в другом месте	1	1
21	том что в	2	1
22	если он не	1	1
23	мы уже говорили	1	1
24	в том числе	1	1
25	играют большую роль	1	1
26	рассказывает о своем	1	1
27	о том как	3	1
28	же как и	1	1
29	этот вопрос не	1	1
30	мы видим в	1	1
31	о смерти и	2	1
32	что в нем	2	1
33	можно было бы	2	1
34	точно так же	2	1
35	до меня не	1	1
36	со всех сторон	1	1
37	то или иное	1	1
38	на него в	1	1
39	только потому что	1	1
40	в том смысле	1	1
41	но в таком	1	1
42	только то что	2	1
43	еще ничего не	1	1
44	но при этом	1	1
45	все эти детали	1	1
46	а с другой	1	1
47	с такой силой	1	1
48	это не значит	1	1
49	т д все	1	1
50	что у него	1	1
51	в ином мире	6	1
52	но это еще	1	1
53	соответствии с этим	1	1
54	в то время	3	1
55	это еще не	2	1
56	так например в	1	1
57	том смысле что	1	1
58	не означает что	1	1
59	т д в	1	1
60	то что не	1	1
61	в частности в	1	1
62	том числе и	1	1
63	тесно связан с	1	1
64	известно что он	1	1
65	но это не	1	1
66	не значит что	1	1
67	и в том	1	1
68	что у нас	1	1
69	как и в	2	1
