N	3gram	Bakhtin_sl_1	Myslijsy
1	в том что	1	13
2	не может быть	1	9
3	тем не менее	1	6
4	и в этом	2	6
5	в нем самом	1	5
6	с другой стороны	4	5
7	но и в	1	4
8	в свою очередь	2	4
9	и т д	5	4
10	а между тем	2	3
11	с точки зрения	8	3
12	в противном случае	1	3
13	с одной стороны	4	3
14	и той же	1	3
15	и в том	2	3
16	то же время	12	3
17	с самого начала	1	3
18	так и в	3	3
19	не только в	2	3
20	в то же	12	3
21	одной и той	1	3
22	может казаться что	1	2
23	дело в том	1	2
24	в том и	2	2
25	языка то есть	2	2
26	бы то ни	1	2
27	то и в	1	2
28	по крайней мере	1	2
29	но с другой	1	2
30	к тому что	2	2
31	не могут быть	2	2
32	же то есть	1	2
33	для того чтобы	1	2
34	не только не	1	2
35	как бы ни	2	2
36	и т п	23	2
37	бы они ни	1	2
38	они ни были	1	2
39	так как во	1	2
40	как и в	1	2
41	бы ни были	2	1
42	и связанное с	1	1
43	а следовательно и	1	1
44	было бы невозможно	1	1
45	зрения на мир	4	1
46	то есть как	3	1
47	там где нет	1	1
48	это было бы	1	1
49	но и по	1	1
50	слова так и	1	1
51	и в более	1	1
52	и там где	2	1
53	следовательно и в	1	1
54	не имеют общего	1	1
55	в этом отношении	1	1
56	до сих пор	2	1
57	но это не	1	1
58	можно было бы	2	1
59	и в каждом	1	1
60	и в истории	1	1
61	может быть только	2	1
62	с этой точки	1	1
63	то есть его	1	1
64	более или менее	3	1
65	то ни было	1	1
66	не исчерпывают и	1	1
67	становится одним из	1	1
68	может быть не	1	1
69	между словом и	1	1
70	если бы мы	1	1
71	исчерпывают и не	1	1
72	жизни но и	1	1
73	на задний план	1	1
74	и не могут	1	1
75	и в отношении	1	1
76	в своей конкретной	1	1
77	и потому не	1	1
78	во всяком случае	5	1
79	есть только в	1	1
80	поэтому и языки	1	1
81	во всем своем	1	1
82	того же в	1	1
83	по всей вероятности	3	1
84	в то время	2	1
85	или наоборот как	1	1
86	о том что	1	1
87	тем и другим	1	1
88	в одном из	1	1
89	этой точки зрения	1	1
90	и все это	1	1
91	не есть еще	1	1
92	как мы видим	1	1
93	языка в смысле	3	1
94	слово но в	1	1
95	а не его	1	1
96	бы невозможно так	1	1
97	для нас в	1	1
98	т п и	1	1
99	в первом случае	2	1
100	таким образом в	3	1
101	в которое он	1	1
102	друг друга и	1	1
103	даже с точки	1	1
104	привело к тому	1	1
105	как мы видели	1	1
