N	3gram	Vygotskiy__7	EvropaiE
1	с точки зрения	21	16
2	в то же	1	15
3	с одной стороны	5	8
4	одной стороны и	3	6
5	в том что	13	6
6	с этой точки	4	5
7	так же как	7	5
8	этой точки зрения	4	5
9	для того чтобы	18	5
10	не только в	1	4
11	и в этом	1	4
12	само по себе	1	4
13	той или иной	1	4
14	в этом смысле	1	3
15	же как и	2	3
16	в этом отношении	3	3
17	можно было бы	1	3
18	в известном смысле	2	3
19	друг с другом	2	3
20	во всяком случае	1	3
21	можно сказать что	3	3
22	заключает в себе	1	3
23	сказать что в	1	2
24	прежде всего в	2	2
25	имеет место в	1	2
26	только в том	1	2
27	из того что	2	2
28	в данном случае	5	2
29	дело идет о	1	2
30	заключается в том	4	2
31	по нашему мнению	1	2
32	по сравнению с	7	2
33	так и в	1	2
34	с другой стороны	1	2
35	не может быть	4	2
36	очевидно что в	1	2
37	в свою очередь	2	2
38	на то что	4	2
39	друг от друга	2	2
40	в большинстве случаев	2	2
41	приводит нас к	2	2
42	как мы видели	3	2
43	стремились показать в	1	1
44	и связанное с	1	1
45	есть звук пустой	1	1
46	связанное с ним	1	1
47	что в этом	2	1
48	в последнее время	2	1
49	мог бы дать	1	1
50	в огромной степени	1	1
51	также и в	1	1
52	в соответствии с	1	1
53	в том же	1	1
54	то что с	1	1
55	несмотря на то	1	1
56	как мы стремились	1	1
57	в одной из	1	1
58	не к тому	1	1
59	в лучшем случае	2	1
60	и то и	1	1
61	то и другое	3	1
62	представление о том	2	1
63	того что мы	1	1
64	есть то что	1	1
65	в отличие от	2	1
66	противоположных направлениях на	1	1
67	есть такая же	1	1
68	том числе и	1	1
69	кроме того что	1	1
70	в гораздо большей	1	1
71	в этот период	2	1
72	эту мысль можно	1	1
73	качестве одного из	1	1
74	этот новый принцип	1	1
75	вопрос можно ли	1	1
76	и в этих	1	1
77	в силу этого	1	1
78	к двум основным	1	1
79	так как хотя	1	1
80	смысле этого слова	3	1
81	на вопрос можно	1	1
82	не могут быть	1	1
83	во всех этих	1	1
84	представить себе в	2	1
85	то время как	2	1
86	в качестве одного	1	1
87	друг к другу	1	1
88	когда дело идет	1	1
89	мы не станем	1	1
90	о которых мы	2	1
91	вместо того чтобы	1	1
92	ничего иного кроме	1	1
93	в силе то	1	1
94	дает нам новое	1	1
95	в себе ничего	2	1
96	мы не можем	3	1
97	но также и	1	1
98	последнее время в	1	1
99	в то время	2	1
100	как одной из	1	1
101	как это мы	1	1
102	и тем самым	4	1
103	но и для	1	1
104	это значит что	1	1
105	во всем его	1	1
106	если сопоставить эти	1	1
107	и ту же	1	1
108	для себя с	1	1
109	в том числе	1	1
110	к тому что	6	1
111	в себе в	2	1
112	одну и ту	1	1
113	тех и других	1	1
114	только тогда когда	1	1
115	мы стремились показать	2	1
