N	3gram	Propp_Isto_7	Dialekti
1	и т д	16	19
2	с точки зрения	1	12
3	это значит что	1	9
4	сама по себе	1	8
5	в том что	4	7
6	можно было бы	1	4
7	с другой стороны	8	4
8	только потому что	1	3
9	более или менее	1	3
10	не может и	1	3
11	не может быть	3	3
12	т д и	1	2
13	то это значит	1	2
14	до сих пор	2	2
15	и то и	1	2
16	что он не	1	2
17	т д но	1	2
18	но все это	1	2
19	и т п	1	2
20	точно так же	2	2
21	а потом уже	1	2
22	то и другое	1	2
23	так как он	2	2
24	и от этого	1	2
25	не просто как	1	2
26	с одной стороны	4	2
27	в качестве примера	1	2
28	мы должны считать	1	2
29	одна и та	1	2
30	же можно сказать	1	2
31	о том что	5	2
32	с этой стороны	3	2
33	к тому что	1	2
34	и та же	1	2
35	в чистом виде	1	1
36	хотя и не	1	1
37	что под этим	1	1
38	сказать что в	1	1
39	а не с	1	1
40	то время как	2	1
41	что это значит?	1	1
42	ни в каких	1	1
43	этой стороны для	1	1
44	что в данном	1	1
45	в самом деле	1	1
46	и в особенности	1	1
47	точки зрения цели	1	1
48	очень много но	1	1
49	мы уже знаем	3	1
50	и как он	1	1
51	что ни в	1	1
52	то же можно	1	1
53	его не нуждается	1	1
54	только тогда если	1	1
55	у него и	1	1
56	сказать что по	1	1
57	как мы увидим	1	1
58	и дело не	1	1
59	только в том	1	1
60	но конечно нас	1	1
61	но это не	2	1
62	в мифе о	1	1
63	и не в	1	1
64	если бы для	1	1
65	в том чтобы	2	1
66	то что она	1	1
67	в то время	2	1
68	но мы уже	1	1
69	она никогда не	1	1
70	у того кто	1	1
71	во всех этих	6	1
72	в связи с	1	1
73	то что он	1	1
74	что тот кто	2	1
75	в этом и	2	1
76	таким образом и	1	1
77	становится ясным что	1	1
78	но так как	1	1
79	же самое и	1	1
80	никто не может	1	1
81	а в том	2	1
82	том что именно	1	1
83	вступить в брак	1	1
84	не стоит в	2	1
85	нечто отличное от	1	1
86	во всем этом	1	1
87	т д или	2	1
88	но все же	2	1
89	что это не	2	1
90	в этих случаях	10	1
91	обстоятельство оказалось роковым	1	1
92	и может быть	1	1
93	уже знаем что	2	1
94	том что такое	1	1
95	тем не менее	4	1
96	дело не в	3	1
97	в них не	1	1
98	а именно в	1	1
99	можно найти много	1	1
100	она не может	1	1
101	т д в	2	1
102	на первый взгляд	4	1
103	то же самое	1	1
