N	4gram	Tiupa_Anal_3	Narrotol
1	в то же время	3	4
2	мы имеем дело с	1	2
3	дело в том что	2	2
4	состоит как раз в	1	1
5	стабильно дифференцированном и оцененном	1	1
6	готовом стабильно дифференцированном и	1	1
7	лишь в самом начале	1	1
8	то же время они	1	1
9	в той или иной	1	1
10	по тем или иным	1	1
11	раз в том что	1	1
12	оно живет в готовом	1	1
13	в готовом стабильно дифференцированном	1	1
14	может ощущаться завершенная и	1	1
15	одного и того же	3	1
16	бахтин может ощущаться завершенная	1	1
17	ощущаться завершенная и строго	1	1
18	как раз в том	1	1
19	один и тот же	1	1
20	нем звучит один голос	1	1
21	и строго отграниченная система	1	1
22	живет в готовом стабильно	1	1
23	в нем звучит один	1	1
24	есть на самом деле	1	1
25	строго отграниченная система смыслов	1	1
26	дифференцированном и оцененном мире	1	1
27	завершенная и строго отграниченная	1	1
28	в полном его составе	1	1
