N	2gram	Berdyaev_M_1	Dialekti
1	не есть	9	47
2	и не	11	30
3	т е	2	30
4	это –	16	23
5	может быть	30	20
6	не только	29	19
7	и в	28	19
8	и т	1	17
9	а не	25	16
10	в себе	7	15
11	что она	1	14
12	потому что	16	14
13	то что	5	14
14	в том	6	14
15	так как	3	14
16	и даже	1	14
17	как бы	2	14
18	вовсе не	1	13
19	точки зрения	4	12
20	но и	25	12
21	значит что	4	12
22	и все	10	12
23	есть всегда	1	11
24	и как	2	10
25	в нем	13	10
26	как и	5	10
27	том что	3	10
28	стало быть	1	10
29	сказать что	2	10
30	так и	1	10
31	это не	5	10
32	никогда не	14	9
33	же и	1	9
34	не может	28	9
35	– не	5	9
36	она есть	1	9
37	мы уже	1	8
38	в этом	20	8
39	в своей	15	8
40	не в	16	8
41	личности в	2	8
42	она не	4	8
43	прежде всего	10	8
44	это есть	3	8
45	это значит	3	8
46	и то	1	7
47	есть не	4	7
48	время как	2	7
49	так что	1	7
50	и к	2	7
51	должно быть	3	7
52	в душе	1	7
53	как будто	2	7
54	но это	1	7
55	что в	10	7
56	чтобы не	2	6
57	я не	1	6
58	но не	8	6
59	что они	1	6
60	в вечности	1	6
61	в то	2	6
62	не могу	1	6
63	и та	1	6
64	что он	10	6
65	конечно не	3	6
66	не потому	1	6
67	что не	1	6
68	– это	1	6
69	того что	7	6
70	да и	1	6
71	он –	12	6
72	личности и	1	6
73	есть и	3	6
74	жизни и	2	6
75	и потому	10	5
76	и это	12	5
77	должна быть	6	5
78	в силу	1	5
79	жизнь и	1	5
80	и его	9	5
81	и с	3	5
82	в виду	2	5
83	сознания и	1	5
84	о том	2	5
85	и что	2	5
86	что и	4	5
87	а именно	1	5
88	по своему	2	5
89	в смысле	1	5
90	в самом	11	5
91	только в	6	5
92	и есть	14	4
93	еще не	1	4
94	самом деле	1	4
95	за пределы	4	4
96	в одной	1	4
97	в своем	10	4
98	все же	2	4
99	в каком-то	1	4
100	та же	1	4
101	как он	2	4
102	он не	24	4
103	и вот	3	4
104	– от	1	4
105	и по	4	4
106	заключается в	1	4
107	одна и	1	4
108	не больше	1	4
109	нисколько не	1	4
110	в одном	1	4
111	но он	9	4
112	все это	6	4
113	с ним	2	4
114	по своей	2	4
115	в каком	2	4
116	не могут	5	4
117	есть только	2	4
118	в ее	3	4
119	и когда	2	4
120	может не	2	4
121	к нему	7	4
122	и только	1	4
123	вечности в	1	4
124	уже в	4	4
125	ни с	4	4
126	одно из	3	4
127	то время	2	4
128	от того	1	4
129	могут быть	2	4
130	том смысле	2	4
131	быть и	1	4
132	хотя бы	3	4
133	а в	4	4
134	искусство и	1	3
135	это и	4	3
136	и тут	1	3
137	есть религия	2	3
138	вопрос о	2	3
139	что иное	1	3
140	оно есть	1	3
141	иное как	1	3
142	себе и	2	3
143	в этой	6	3
144	с этим	3	3
145	от этого	2	3
146	есть самое	1	3
147	после этого	1	3
148	всех этих	1	3
149	не значит	2	3
150	есть та	1	3
151	в глубину	5	3
152	же не	1	3
153	об этом	1	3
154	и почти	1	3
155	его в	3	3
156	это было	1	3
157	чтобы все	1	3
158	и мы	2	3
159	было бы	10	3
160	мы имеем	1	3
161	в этих	4	3
162	что такое	1	3
163	и более	1	3
164	не менее	1	3
165	ничего не	3	3
166	в разных	1	3
167	хочет быть	1	3
168	все его	3	3
169	уже не	4	3
170	как они	1	3
171	все время	1	3
172	сразу же	1	3
173	будто бы	3	3
174	с нею	1	3
175	у меня	1	3
