N	3gram	Losev_Prob_3	StatiiOP
1	в том что	9	11
2	не может быть	5	5
3	то обстоятельство что	1	5
4	по крайней мере	5	4
5	с точки зрения	2	4
6	то время как	4	4
7	во всяком случае	6	4
8	с другой стороны	5	4
9	о том что	3	4
10	в то время	4	4
11	с тем что	1	3
12	в конце концов	3	3
13	в связи с	7	3
14	не только в	2	3
15	на то что	1	3
16	в то же	4	3
17	но это не	1	3
18	только в виде	1	2
19	а потому что	1	2
20	потому что он	4	2
21	но и в	2	2
22	и тем не	3	2
23	до сих пор	2	2
24	и не в	1	2
25	что это за	3	2
26	в том чтобы	1	2
27	тем что он	1	2
28	с одной стороны	1	2
29	и в этом	6	2
30	во всех этих	1	2
31	нельзя сказать что	1	2
32	заключается в том	3	2
33	на общем фоне	1	2
34	только тогда когда	1	2
35	к тому что	1	2
36	в том смысле	3	2
37	тем не менее	10	2
38	и т д	13	2
39	можно сказать что	2	1
40	то в отношении	1	1
41	и может быть	1	1
42	в прямом смысле	1	1
43	иметь в виду	1	1
44	а не в	1	1
45	в том виде	2	1
46	более или менее	1	1
47	на самом деле	2	1
48	не хочет сказать	1	1
49	в самом деле	1	1
50	того или другого	3	1
51	является не только	1	1
52	что же касается	4	1
53	так что он	2	1
54	то же самое	7	1
55	о котором говорилось	1	1
56	принять во внимание	1	1
57	мы находим и	1	1
58	том что он	1	1
59	в живом языке	1	1
60	в каком-то пункте	1	1
61	сам по себе	6	1
62	настолько сильна что	2	1
63	и во всяком	1	1
64	начала до конца	1	1
65	в конце первой	1	1
66	в собственном смысле	1	1
67	можно было бы	3	1
68	а то и	1	1
69	потому что для	1	1
70	с этой точки	1	1
71	и в частности	2	1
72	тем что мы	1	1
73	сих пор мы	1	1
74	к вопросу о	1	1
75	если принять во	1	1
76	несет на себе	2	1
77	если не считать	1	1
78	в чем же	1	1
79	в этом стихотворении	2	1
80	такие произведения как	1	1
81	котором говорилось выше	1	1
82	содержании и в	1	1
83	своих героев и	1	1
84	как и вообще	1	1
85	на котором он	1	1
86	так или иначе	1	1
87	он является таким	1	1
88	но может быть	1	1
89	с начала до	1	1
90	с первого взгляда	3	1
91	прежде всего образ	1	1
92	в той или	2	1
93	нас не было	1	1
94	этой точки зрения	2	1
95	и тем что	1	1
96	а то что	2	1
97	может быть не	1	1
98	и ни в	2	1
99	таким образом в	1	1
100	от того что	1	1
101	том смысле что	3	1
102	и что такое	1	1
103	не только не	1	1
104	и не является	1	1
105	той или иной	8	1
106	речь идет о	1	1
107	не менее в	1	1
108	тогда когда мы	1	1
109	не связан с	1	1
110	или иной мере	2	1
111	и больше ничего	2	1
112	об этом мы	1	1
113	у нас не	2	1
114	вовсе не является	2	1
115	в стихотворении не	1	1
116	для того чтобы	1	1
117	такие слова как	1	1
118	дело не в	2	1
119	благодаря тому что	1	1
120	как мы видели	2	1
121	то есть с	2	1
122	этого слова в	1	1
