N	3gram	Potebnia_M_1	Psycholo
1	и т п	2	15
2	в том что	13	9
3	не может быть	9	8
4	с таким образом	1	8
5	на то что	1	8
6	и т д	4	8
7	о том что	1	7
8	во всяком случае	1	6
9	заключается в том	1	6
10	в то время	1	5
11	не в том	4	5
12	само по себе	4	5
13	этой точки зрения	1	5
14	подобно тому как	3	5
15	с другой стороны	5	5
16	с одной стороны	3	5
17	для того чтобы	2	5
18	психологической точки зрения	1	4
19	с этой точки	1	4
20	так же как	1	4
21	как и в	2	4
22	только тогда когда	4	4
23	не в состоянии	1	3
24	и той же	3	3
25	чтобы показать что	1	3
26	только в том	6	3
27	до сих пор	1	3
28	в собственном смысле	1	3
29	точно так же	1	3
30	указывает на то	1	3
31	одной и той	3	3
32	с психологической точки	1	3
33	начинается там где	1	3
34	не только не	2	3
35	все то что	2	3
36	более или менее	1	2
37	в этом смысле	4	2
38	в том и	2	2
39	мы не можем	1	2
40	с точки зрения	3	2
41	в произведении искусства	1	2
42	в таком случае	2	2
43	не было бы	1	2
44	в этом отношении	1	2
45	в применении к	2	2
46	что мы не	1	2
47	мы увидим что	3	2
48	по себе не	1	2
49	и таким образом	1	2
50	может быть совершенно	1	2
51	а в том	3	2
52	от того что	1	2
53	так и в	3	2
54	в одном из	1	2
55	другой стороны и	1	2
56	при этом не	1	2
57	смысле этого слова	1	2
58	сама по себе	3	2
59	на самом деле	1	2
60	тем не менее	6	2
61	что и в	3	2
62	по себе а	1	2
63	не может стать	1	2
64	мы видели что	1	2
65	потому что как	2	1
66	и того же	2	1
67	и том же	2	1
68	а следовательно и	1	1
69	можно себе представить	2	1
70	и теперь как	1	1
71	вносит в нее	1	1
72	одном и том	2	1
73	не следует что	1	1
74	потому что в	4	1
75	если бы мы	1	1
76	дело в том	2	1
77	но то что	1	1
78	но так как	1	1
79	так как в	2	1
80	в том как	3	1
81	это все равно	1	1
82	во многих случаях	1	1
83	исследование само по	1	1
84	есть необходимое условие	1	1
85	одной стороны и	1	1
86	и там где	1	1
87	не может как	1	1
88	не заключает в	1	1
89	имеет место только	1	1
90	что мы имеем	1	1
91	мы не имеем	2	1
92	сами по себе	1	1
93	бы ни было	1	1
94	языка то есть	2	1
95	что человек есть	1	1
96	то что в	1	1
97	т п с	1	1
98	заключает в себе	2	1
99	виде в каком	1	1
100	мысль что и	2	1
101	только при помощи	1	1
102	может быть только	1	1
103	и в этих	1	1
104	во внимание что	2	1
105	всякое понимание есть	1	1
106	не потому что	1	1
107	в первом случае	1	1
108	между тем как	1	1
109	из виду что	1	1
110	не только в	3	1
111	могут быть названы	2	1
112	выйти из круга	1	1
113	мы не в	1	1
114	это не потому	1	1
115	человека то есть	1	1
116	ни от какого	1	1
117	место только тогда	1	1
118	потому что оно	1	1
119	и в этом	6	1
120	в обратном отношении	1	1
121	не могут быть	2	1
122	в каком он	1	1
123	не иначе как	2	1
124	с так как	1	1
125	и потому не	1	1
126	что в таком	2	1
127	в связи с	1	1
128	столь же мало	1	1
129	народного духа и	1	1
130	могут быть сведены	1	1
131	о предмете и	1	1
132	потому что мы	2	1
133	должен бы был	1	1
134	что при таком	2	1
135	до такой степени	1	1
136	только то что	1	1
137	как и всякая	1	1
138	д и т	1	1
139	таким образом мы	1	1
140	быть сведены к	1	1
141	в свою очередь	4	1
142	с самого начала	3	1
143	вопрос о том	1	1
144	том что по	2	1
145	в обществе и	1	1
146	только в обществе	1	1
147	что иное как	2	1
148	мы не назовем	2	1
149	как можно себе	1	1
150	несмотря на все	1	1
151	одного и того	2	1
152	и по поводу	1	1
153	было бы сказать	1	1
154	не что иное	2	1
155	и в том	3	1
156	т д то	1	1
157	для нас не	1	1
158	на задний план	1	1
159	так как без	1	1
160	и в каждом	1	1
