N	3gram	Berdyaev_M_1	Problema
1	в том что	1	9
2	во всяком случае	1	6
3	не может быть	17	5
4	что иное как	1	4
5	потому что он	1	4
6	то время как	2	4
7	не что иное	1	4
8	в то время	2	4
9	не было бы	5	3
10	можно было бы	1	3
11	может быть и	1	3
12	в конце концов	2	3
13	как будто бы	2	3
14	когда мы говорим	1	3
15	том смысле что	1	3
16	о том что	1	3
17	в том смысле	2	3
18	что и в	1	3
19	есть также и	1	2
20	а вовсе не	1	2
21	до сих пор	2	2
22	в отличие от	1	2
23	но и в	4	2
24	не только в	2	2
25	ни к какому	1	2
26	по сравнению с	1	2
27	но также и	1	2
28	даже и в	1	2
29	это значит что	3	2
30	не значит что	1	2
31	если нет ничего	1	1
32	в ней нет	1	1
33	мы говорим что	1	1
34	с чем не	1	1
35	а не в	4	1
36	новых и новых	1	1
37	но оно не	1	1
38	порождает из себя	1	1
39	есть прежде всего	1	1
40	не остается на	1	1
41	он не только	2	1
42	и есть то	1	1
43	и действительно в	1	1
44	что он не	2	1
45	но он не	2	1
46	с тем что	3	1
47	не имеет самостоятельного	1	1
48	но это не	1	1
49	вовсе не так	1	1
50	есть то что	1	1
51	чем он сам	1	1
52	только и состоит	1	1
53	до конца и	1	1
54	тем что он	2	1
55	и по сравнению	1	1
56	когда мы читаем	1	1
57	так как они	1	1
58	быть и речи	1	1
59	и не было	1	1
60	и есть настоящее	1	1
61	во всех этих	1	1
62	и в этой	4	1
63	это не значит	2	1
64	в нем не	2	1
65	друг к другу	1	1
66	но и с	1	1
67	есть уже не	1	1
68	потому что мы	1	1
69	бросается в глаза	1	1
70	что они не	1	1
71	точку зрения и	1	1
72	имел в виду	1	1
73	от того что	1	1
74	потому и есть	1	1
75	нет ничего кроме	1	1
76	это и есть	4	1
77	смысле слова это	1	1
78	и никогда не	1	1
79	ни с чем	1	1
80	и когда мы	1	1
81	в самом деле	1	1
82	истории в которой	1	1
83	и во всем	1	1
84	для того чтобы	2	1
85	не так как	1	1
