N	3gram	Propp_Isto_4	Dialekti
1	и т д	24	15
2	не потому что	1	6
3	и не только	1	5
4	одно и то	1	4
5	и то же	1	4
6	в связи с	2	4
7	о том что	2	4
8	с другой стороны	4	4
9	только тогда когда	1	4
10	и может быть	1	3
11	что иное как	3	3
12	как будто бы	1	3
13	может быть и	1	3
14	то время как	1	3
15	т е в	3	3
16	не что иное	3	3
17	содержит в себе	2	3
18	не может быть	4	3
19	вовсе не в	1	3
20	в то время	1	3
21	можно сказать что	1	3
22	мы уже знаем	1	3
23	что имеется в	1	2
24	потому что он	1	2
25	имеется в виду	1	2
26	до сих пор	5	2
27	в зависимости от	1	2
28	как и все	1	2
29	и даже в	1	2
30	может быть только	1	2
31	в данном случае	3	2
32	то что есть	1	2
33	не только в	2	2
34	тем не менее	2	2
35	не могут быть	1	2
36	есть не что	1	2
37	нельзя сказать что	1	2
38	вовсе не есть	1	2
39	в широком смысле	1	2
40	то же самое	2	2
41	и то что	5	1
42	которые не могут	1	1
43	в египетской религии	1	1
44	мере того как	1	1
45	но это только	1	1
46	подобно тому как	1	1
47	по мере того	1	1
48	о том как	1	1
49	же как и	4	1
50	дело вовсе не	1	1
51	и не может	1	1
52	но и в	1	1
53	есть одно и	1	1
54	точно так же	5	1
55	д с другой	1	1
56	не просто в	1	1
57	вместе с тем	1	1
58	в себе черты	1	1
59	в меня и	1	1
60	так же как	12	1
61	в виду не	1	1
62	не в том	1	1
63	одного из них	1	1
64	но и это	1	1
65	это дает нам	1	1
66	но мы уже	1	1
67	в том как	1	1
68	в некоторых случаях	3	1
69	т д мы	2	1
70	т д с	1	1
71	а не просто	1	1
72	не в силу	2	1
73	а в другом	1	1
74	в том отношении	1	1
75	ушей и т	1	1
76	т е как	1	1
77	при всей своей	1	1
78	а не только	1	1
79	по сравнению с	3	1
80	и вместе с	1	1
81	это и есть	1	1
82	об этом мы	1	1
83	что и в	1	1
84	т е он	1	1
85	но все же	4	1
86	том отношении что	1	1
87	за то что	1	1
88	в другом случае	2	1
89	к тому что	1	1
90	то что они	1	1
91	это показывает что	1	1
92	т д в	1	1
93	на задний план	2	1
94	отходит на задний	1	1
95	независимо от того	1	1
