N	2gram	Bakhtin_KF_1	Problema
1	то есть	1	46
2	в его	40	43
3	и не	26	42
4	и в	24	38
5	познания и	4	30
6	не может	27	27
7	может быть	45	26
8	как бы	9	22
9	по отношению	26	21
10	отнюдь не	6	19
11	отношению к	22	19
12	и с	1	17
13	к содержанию	2	17
14	и его	17	16
15	и поступка	2	15
16	в этом	14	15
17	в нем	28	15
18	только в	16	13
19	прежде всего	2	13
20	независимо от	3	13
21	но не	12	12
22	художественного творчества	1	12
23	в единстве	7	12
24	в искусстве	1	12
25	во всех	11	11
26	в области	2	11
27	ни в	12	11
28	и для	9	11
29	отношение к	5	10
30	в их	8	10
31	к нему	12	10
32	не только	5	9
33	поступка и	7	9
34	не имеет	5	9
35	его в	5	9
36	имеет дело	1	9
37	но и	9	9
38	и как	2	8
39	входит в	3	8
40	было бы	8	8
41	точки зрения	12	8
42	место в	5	8
43	для нее	7	8
44	в том	6	8
45	и др	1	8
46	то что	7	8
47	еще не	4	7
48	в самом	1	7
49	как и	5	7
50	не в	12	7
51	между тем	4	7
52	слова в	2	7
53	но отнюдь	1	7
54	совершенно не	6	7
55	в своей	10	7
56	что в	4	7
57	отношения к	1	6
58	самом деле	3	6
59	на основе	7	6
60	там где	5	6
61	и наконец	1	6
62	для эстетического	1	6
63	не к	1	6
64	с точки	9	6
65	не есть	20	6
66	и этим	3	6
67	можно только	1	6
68	ничего не	3	6
69	дело с	2	6
70	содержания и	2	6
71	мы можем	1	6
72	все же	5	6
73	а в	4	6
74	только как	4	6
75	себя как	2	5
76	познавательный акт	2	5
77	тем как	3	5
78	в своем	16	5
79	все эти	10	5
80	к единству	1	5
81	при этом	4	5
82	то же	5	5
83	это не	10	5
84	рядом с	3	5
85	в содержание	1	5
86	творчества и	1	5
87	так и	2	5
88	его целом	10	5
89	и созерцателя	1	5
90	в основе	5	5
91	единстве культуры	1	5
92	и о	1	5
93	никогда не	5	5
94	не нужно	2	5
95	с ним	5	5
96	может иметь	2	5
97	конечно не	7	5
98	большинстве случаев	1	5
99	в большинстве	1	5
100	а не	17	5
101	могут быть	3	5
102	быть только	8	5
103	должно быть	6	5
104	все они	1	5
105	имеет место	1	5
106	мы здесь	2	4
107	на самом	3	4
108	должна быть	4	4
109	содержания в	1	4
110	конечно и	1	4
111	в виду	3	4
112	в ней	3	4
113	но конечно	3	4
114	конечном счете	1	4
115	относится к	1	4
116	как в	2	4
117	но в	5	4
118	в нашем	1	4
119	в себе	21	4
120	перестает быть	1	4
121	понять его	1	4
122	в данном	2	4
123	не менее	3	4
124	тем самым	4	4
125	в то	3	4
126	форма не	1	4
127	чтобы стать	1	4
128	должны быть	1	4
129	здесь не	3	4
130	позицию по	1	4
131	в ее	16	4
132	только со	1	4
133	не с	1	4
134	о том	3	4
135	в конечном	1	4
136	с ними	3	4
137	каждый момент	1	4
138	всех его	2	4
139	познания не	1	4
140	принципиально не	2	4
141	в предмете	1	4
142	и только	6	4
143	самого познания	1	4
144	что не	3	4
145	только по	2	4
146	не способна	1	4
147	и потому	2	4
148	момент как	1	4
149	лишь как	2	4
150	хотя бы	4	4
151	вне себя	1	4
152	между ними	1	4
153	также и	1	3
154	культурного творчества	1	3
155	противном случае	1	3
156	едва ли	2	3
157	действительности и	1	3
158	особенно часто	1	3
159	говорить о	2	3
160	эстетики и	1	3
161	бы то	2	3
162	сказать и	1	3
163	мы будем	1	3
164	в эстетическом	3	3
165	менее всего	6	3
166	нет и	3	3
167	значение для	1	3
168	помнить что	1	3
169	и к	1	3
170	не будем	1	3
171	в целом	10	3
172	вследствие этого	2	3
173	к миру	1	3
174	он не	6	3
175	как момент	13	3
176	то ни	2	3
177	в мире	6	3
178	а как	2	3
179	может стать	1	3
180	и тем	3	3
181	несмотря на	1	3
182	том что	4	3
183	методически не	1	3
184	есть его	2	3
185	тем не	2	3
186	лишь момент	5	3
187	акта и	1	3
188	как его	4	3
189	в противном	1	3
190	имеют дело	1	3
191	же время	2	3
192	или как	2	3
193	в событии	5	3
194	и это	12	3
195	хотя и	1	3
196	и от	1	3
197	приводит к	1	3
198	дано в	1	3
199	как содержание	1	3
200	ясно что	3	3
201	если бы	8	3
202	но здесь	3	3
203	и должно	1	3
204	к действительности	1	3
205	и содержание	5	3
206	основе своей	2	3
207	эстетического созерцания	5	3
208	на ее	1	3
209	и содержания	1	3
