N	2gram	Losev_Dial_1	NovoeSre
1	а не	14	17
2	и в	18	16
3	не может	12	16
4	совсем не	1	12
5	нового времени	1	12
6	и не	30	11
7	и есть	16	10
8	в эпоху	2	9
9	что в	13	9
10	как не	2	8
11	в том	9	8
12	жизни и	3	8
13	он не	3	8
14	культуры и	1	7
15	в этом	12	7
16	в новой	1	7
17	может быть	17	7
18	не будет	1	7
19	как и	2	7
20	это есть	9	7
21	от бога	3	6
22	не в	6	6
23	ни в	15	6
24	никогда не	9	6
25	но это	8	6
26	не знает	2	6
27	должен быть	1	5
28	мы живем	2	5
29	в ней	3	5
30	и к	1	5
31	не только	13	5
32	в жизни	1	5
33	все это	11	5
34	в нем	16	5
35	новое время	1	4
36	быть может	4	4
37	о том	4	4
38	и мы	5	4
39	эпохи и	1	4
40	в них	3	4
41	то что	13	4
42	это не	9	4
43	прежде всего	10	4
44	не было	6	4
45	должно быть	3	4
46	есть лишь	1	4
47	и потому	3	4
48	значит что	14	4
49	не менее	2	4
50	и для	2	4
51	не имеет	15	4
52	и все	3	4
53	потому что	14	4
54	с другой	6	3
55	в ее	1	3
56	должна быть	3	3
57	верить в	1	3
58	вопрос о	2	3
59	исторической эпохи	2	3
60	еще не	2	3
61	во всех	1	3
62	наряду с	1	3
63	как в	2	3
64	конечно не	3	3
65	не значит	3	3
66	к ним	2	3
67	в мире	2	3
68	но и	7	3
69	это было	2	3
70	не есть	40	3
71	и пр	5	3
72	стремится к	2	3
73	в своей	2	3
74	в новое	1	3
75	она не	6	3
76	что такое	10	3
77	не существует	7	3
78	жизни не	1	3
79	в основе	3	3
80	к ее	1	3
81	жизни в	1	3
82	в духе	1	3
83	к тому	4	3
84	дня и	1	3
85	сказать что	10	3
86	и это	2	2
87	нем нет	3	2
88	же как	2	2
89	силы и	1	2
90	это и	4	2
91	время как	2	2
92	можно было	5	2
93	так и	9	2
94	времени и	1	2
95	мы не	1	2
96	общества и	1	2
97	мира и	1	2
98	и с	5	2
99	для этого	2	2
100	потребностей и	1	2
101	но она	3	2
102	меня это	2	2
103	я не	5	2
104	и должно	1	2
105	вот почему	1	2
106	и ночи	1	2
107	и что	12	2
108	быть в	2	2
109	должно было	1	2
110	но не	4	2
111	к богу	3	2
112	все время	1	2
113	с этим	2	2
114	во вне	1	2
115	помнить что	2	2
116	ни к	2	2
117	хотя и	4	2
118	не хотят	3	2
119	но в	6	2
120	все эти	2	2
121	с одной	2	2
122	себя в	1	2
123	думать что	3	2
124	с их	1	2
125	есть в	1	2
126	в себе	11	2
127	уже не	2	2
128	не могла	1	2
129	не к	1	2
130	том чтобы	1	2
131	у него	1	2
132	люди не	1	2
133	что она	7	2
134	и заключается	1	2
135	в одну	3	2
136	что все	1	2
137	нет и	1	2
138	и даже	13	2
139	этом смысле	3	2
140	в природе	1	2
141	зависит от	1	2
142	для чего	2	2
143	но я	1	2
144	том что	9	2
145	вместе с	1	2
146	так же	4	2
147	я уже	1	2
148	мы говорим	4	2
149	место в	1	2
150	мысли и	3	2
151	одной стороны	2	2
152	мир и	1	2
153	другой стороны	4	2
154	по существу	1	2
155	не могли	1	2
156	xviii века	1	2
157	как будто	1	2
158	как это	4	2
159	такой же	2	2
160	но для	1	2
161	в то	6	2
162	мысли в	2	2
163	того чтобы	1	2
164	и от	2	2
165	действовать и	1	2
166	хотя бы	6	2
167	все они	1	2
168	а в	5	2
169	в будущем	1	2
170	ли это	3	2
171	с старой	1	2
172	уже никакой	1	2
173	когда мы	1	2
174	могут быть	3	2
175	сама жизнь	1	2
176	и культуры	1	2
177	я ни	1	1
178	применить к	1	1
179	религия не	1	1
180	что образ	1	1
181	легче чем	1	1
182	над нами	1	1
183	он может	1	1
184	только потому	3	1
185	характер и	1	1
186	невежество в	1	1
187	перед лицом	1	1
188	по преимуществу	1	1
189	как результат	2	1
190	и до	1	1
191	не их	1	1
192	природе своей	1	1
193	и этот	1	1
194	в образе	1	1
195	на нее	1	1
196	мы уже	1	1
197	не с	5	1
198	по природе	1	1
199	он также	1	1
200	еще в	1	1
201	существует что	1	1
202	мир не	1	1
203	с ним	6	1
204	нас и	1	1
205	можно сказать	6	1
206	говорить о	5	1
207	о самом	2	1
208	понять смысл	1	1
209	нет уже	1	1
210	оно есть	2	1
211	на себя	1	1
212	мы всегда	1	1
213	как я	1	1
214	до последних	1	1
215	то это	4	1
216	под этим	1	1
217	не был	2	1
218	в виду	5	1
219	начала должно	1	1
220	это я	4	1
221	вождя и	1	1
222	теми которые	1	1
223	думаю что	1	1
224	вопрос об	1	1
225	на нем	2	1
226	себя а	1	1
227	на их	1	1
228	в чем	6	1
229	не могу	4	1
230	все в	1	1
231	не могут	1	1
232	к нему	8	1
233	то он	2	1
234	понять что	1	1
235	есть своя	2	1
236	переходит в	1	1
237	по небу	2	1
238	в его	3	1
239	менее всего	1	1
240	при нем	1	1
241	нужно быть	2	1
242	себе и	2	1
243	и только	1	1
244	но тут	1	1
245	в своем	5	1
246	как например	2	1
247	что нет	1	1
248	борьбы за	1	1
249	говорит что	3	1
250	стихии и	1	1
251	что он	11	1
252	жизнь со	1	1
253	в каком-то	1	1
254	только в	3	1
255	во всем	2	1
256	по своей	1	1
257	от этого	3	1
258	в самом	3	1
259	к чему	1	1
260	мыслить как	1	1
261	есть вопрос	1	1
262	но под	1	1
263	то время	1	1
264	и жизни	4	1
265	из этих	2	1
266	тоже не	2	1
267	что ничего	1	1
268	было так	1	1
269	же и	2	1
270	жизненность и	1	1
271	к идее	1	1
272	и у	2	1
273	уже в	1	1
274	вопроса о	1	1
275	дальше и	2	1
276	вообще не	1	1
277	него и	1	1
278	от других	1	1
279	что вообще	1	1
280	из них	2	1
281	другим же	1	1
282	мир в	1	1
283	для того	2	1
284	земли и	1	1
285	и их	2	1
286	всяком случае	2	1
287	и когда	1	1
288	нуждается в	3	1
289	к одному	1	1
290	сами по	1	1
291	в конце	4	1
292	говорим что	2	1
293	не для	1	1
294	человек как	1	1
295	показал что	1	1
296	людей и	1	1
297	историческую эпоху	2	1
298	не хотела	1	1
299	он переходит	1	1
300	от того	1	1
301	вот что	1	1
302	перед ними	1	1
303	и вместе	1	1
304	но все	3	1
305	это конечно	2	1
306	это значит	11	1
307	чего он	1	1
308	не должна	2	1
309	во власти	1	1
310	не были	1	1
311	ней и	1	1
312	никто ни	1	1
313	них не	1	1
314	а по	1	1
315	пришли к	1	1
316	и из	3	1
317	с другими	2	1
318	нельзя сказать	1	1
319	было бы	12	1
320	в каких	1	1
321	он есть	4	1
322	а это	1	1
323	и быть	2	1
324	заинтересована в	1	1
325	весь мир	1	1
326	лишь по	1	1
327	что не	7	1
328	говорят об	1	1
329	на поверхности	1	1
330	для них	1	1
331	связано с	1	1
332	не верит	1	1
333	превращается в	1	1
334	нет в	1	1
335	а на	1	1
336	они не	1	1
337	в этой	1	1
338	ничем не	3	1
339	этого не	1	1
340	всю жизнь	1	1
341	не всегда	1	1
342	от мира	1	1
343	жизнь в	1	1
344	не быть	1	1
345	как ни	1	1
346	луны он	1	1
347	этом я	1	1
348	ее на	2	1
349	когда она	1	1
350	что мы	1	1
351	не больше	2	1
352	более глубоком	1	1
353	он и	2	1
354	и ему	1	1
355	и еще	3	1
356	в этих	5	1
357	может иметь	3	1
358	уже давно	1	1
359	но если	5	1
360	и сейчас	2	1
361	будет в	2	1
362	сами не	2	1
363	в такой	1	1
364	на это	1	1
365	в котором	4	1
366	ничего нет	1	1
367	одну из	1	1
368	нужно отнести	1	1
369	нет ни	2	1
370	в силу	1	1
371	становится все	1	1
372	слоя с	1	1
373	но он	1	1
374	не заинтересована	1	1
375	быть только	1	1
376	мы должны	5	1
377	и более	4	1
378	в состоянии	1	1
379	он видел	1	1
380	есть мир	2	1
381	по себе	25	1
382	есть всегда	4	1
383	в той	1	1
384	и вся	1	1
385	и очень	1	1
386	фикция и	1	1
387	сих пор	2	1
388	так как	11	1
389	природу и	1	1
390	о формах	1	1
391	есть прежде	1	1
392	должны быть	1	1
393	неба и	1	1
394	видят в	1	1
395	она должна	2	1
396	это уже	1	1
397	нельзя указать	1	1
398	и бытия	1	1
399	до сих	2	1
400	символы а	1	1
401	того и	1	1
402	чтобы понять	3	1
403	но также	1	1
404	всего что	1	1
405	не атом	1	1
406	или иная	3	1
407	они являются	1	1
408	или нет	3	1
409	явление в	1	1
410	к этой	1	1
411	к ней	4	1
412	есть такой	1	1
413	привело к	1	1
414	с ужасом	1	1
415	и его	1	1
416	тут мы	1	1
417	а также	1	1
418	или не	5	1
419	есть уже	1	1
420	реально не	2	1
421	понимают и	1	1
422	только одна	1	1
423	в каком	8	1
424	та или	3	1
