N	2gram	Berdyaev_V_1	Vladivir
1	и в	16	30
2	в этом	4	20
3	то что	9	20
4	у него	1	19
5	и не	20	18
6	в том	3	18
7	и с	1	14
8	что он	4	13
9	в конце	3	13
10	не только	2	12
11	том что	2	12
12	что в	3	12
13	как мы	1	11
14	в его	4	11
15	а в	2	11
16	и вообще	1	10
17	не было	3	10
18	все же	1	9
19	не в	3	9
20	для него	2	9
21	потому что	4	9
22	в своем	1	8
23	но в	3	8
24	но и	5	8
25	вместе с	1	8
26	то есть	1	7
27	ни в	3	7
28	никогда не	3	7
29	может быть	1	7
30	а не	7	7
31	как это	1	7
32	для нас	2	7
33	и все	4	7
34	он был	1	6
35	хотя и	5	6
36	у нас	1	6
37	только в	2	6
38	еще и	1	6
39	прежде всего	2	6
40	о чем	1	6
41	к этому	1	6
42	жизни и	3	6
43	во всяком	2	6
44	и то	2	5
45	и я	4	5
46	все эти	3	5
47	как и	4	5
48	в своей	3	5
49	в котором	4	5
50	так как	9	5
51	для себя	1	5
52	это мы	2	5
53	так и	4	5
54	с ним	2	5
55	и что	3	5
56	того что	5	5
57	тот же	3	5
58	но что	1	5
59	как бы	5	5
60	все это	5	5
61	в результате	1	5
62	то же	1	4
63	я не	1	4
64	то это	3	4
65	в ней	4	4
66	и на	1	4
67	с его	3	4
68	отношение к	1	4
69	в которой	1	4
70	что это	1	4
71	в целом	1	4
72	в этой	1	4
73	и если	1	4
74	в нем	4	4
75	и мы	3	4
76	в этих	3	4
77	по крайней	1	4
78	вот что	1	4
79	не есть	6	4
80	с которыми	1	4
81	конечно не	2	4
82	вовсе не	1	4
83	крайней мере	1	4
84	так же	1	4
85	с этой	1	4
86	но это	3	4
87	него в	1	4
88	и вот	1	3
89	во всех	3	3
90	но не	2	3
91	его на	1	3
92	как в	1	3
93	им в	1	3
94	с богом	4	3
95	в них	3	3
96	должно быть	3	3
97	что я	3	3
98	не могли	2	3
99	последние дни	1	3
100	и это	2	3
101	что и	3	3
102	вообще в	1	3
103	мы будем	1	3
104	уже не	2	3
105	я в	1	3
106	уже в	1	3
107	в виде	1	3
108	на этих	2	3
109	конце концов	1	3
110	нет ничего	3	3
111	да и	2	3
112	и для	3	3
113	уже на	2	3
114	хотя бы	3	3
115	но вот	1	3
116	это в	1	3
117	не имел	2	2
118	и есть	4	2
119	и до	1	2
120	его не	2	2
121	от всякой	1	2
122	который был	1	2
123	в будущем	1	2
124	не был	1	2
125	себе и	1	2
126	за эти	1	2
127	и хотя	1	2
128	в самом	1	2
129	а к	2	2
130	вера в	2	2
131	и сам	2	2
132	на земле	7	2
133	и по	1	2
134	на этом	1	2
135	будем говорить	1	2
136	но все	1	2
137	это значит	1	2
138	это не	2	2
139	с тем	2	2
140	мы не	2	2
141	ли он	1	2
142	в их	1	2
143	жизни с	1	2
144	их в	3	2
145	и очень	1	2
146	раз и	1	2
147	она не	1	2
148	не имеет	3	2
149	на котором	1	2
150	того как	1	2
151	того чтобы	2	2
152	в русском	1	2
153	уже и	1	2
154	к тому	3	2
155	будто бы	1	2
156	хотел бы	1	2
157	в виду	1	2
158	меня в	1	2
159	людей в	3	2
160	ничего не	1	2
161	со своей	1	2
162	после того	1	2
163	в чем	3	2
164	и во	2	2
165	к нему	1	2
166	и можно	1	2
167	его и	2	2
168	же они	1	2
169	в новом	1	2
170	бытия и	1	2
171	ее на	1	2
172	для того	1	2
173	бытия в	1	2
174	что не	4	2
175	церкви и	1	2
176	был в	1	2
177	с которым	1	2
178	было для	1	2
179	в бытии	1	2
180	если не	3	2
181	эта идея	1	2
182	и потому	7	2
183	было написано	1	2
184	с бытием	1	2
185	в трех	1	2
186	можно было	2	2
187	и от	1	2
188	в двух	1	2
189	жизни в	1	2
190	о своем	1	2
191	есть и	1	2
