N	3gram	Bakhtin_Fr_5	Istorich
1	мы видим что	2	8
2	не может быть	2	7
3	тем не менее	1	6
4	до сих пор	3	5
5	в большинстве случаев	2	4
6	так например в	1	4
7	в том что	6	4
8	дело в том	2	3
9	по отношению к	1	3
10	то же самое	2	3
11	в то время	2	3
12	с представлениями о	1	3
13	в связи с	5	3
14	друг с другом	2	3
15	о том что	1	3
16	можно было бы	2	3
17	то что в	1	2
18	вместе с тем	1	2
19	так же как	4	2
20	в отличие от	2	2
21	это конечно не	1	2
22	мы видели что	1	2
23	мы не можем	1	2
24	по этому поводу	1	2
25	у своего отца	1	1
26	но кроме того	1	1
27	на этом моменте	1	1
28	и пить и	2	1
29	в другом месте	2	1
30	на котором он	1	1
31	связь и в	1	1
32	в средние века	2	1
33	о том как	2	1
34	только тогда когда	1	1
35	видим что в	1	1
36	же как и	2	1
37	так как оно	1	1
38	с представлением о	2	1
39	в своей книге	1	1
40	что он должен	1	1
41	можно говорить о	2	1
42	для этой цели	1	1
43	сказать что и	2	1
44	на самом же	1	1
45	с огнем и	1	1
46	его как бы	2	1
47	но он не	1	1
48	связь между словом	1	1
49	в значительной степени	1	1
50	в это время	1	1
51	в ту же	1	1
52	именно потому что	1	1
53	но в то	5	1
54	не только для	2	1
55	как он был	1	1
56	в одном случае	1	1
57	но и с	1	1
58	самом же деле	1	1
59	с вопросом о	1	1
60	в стороне от	1	1
61	есть не что	1	1
62	и даже в	1	1
63	чтобы отправиться в	1	1
64	хотя бы в	2	1
65	впитала в себя	1	1
66	что иное как	1	1
67	средние века и	1	1
68	в этой книге	1	1
69	мы обратимся к	1	1
70	заметить что в	1	1
71	после того как	1	1
72	не что иное	1	1
73	для того чтобы	6	1
74	а именно в	1	1
75	и от его	1	1
76	что и в	1	1
77	к тому же	2	1
78	в этом отношении	5	1
79	до известной степени	4	1
