N	2gram	Tiupa_Anal_3	Myshleni
1	точки зрения	3	26
2	таким образом	4	26
3	в том	9	24
4	и в	18	23
5	том что	12	21
6	в целом	3	20
7	с точки	2	18
8	в этом	14	17
9	того чтобы	1	17
10	то что	2	17
11	не только	22	16
12	того что	1	15
13	для того	1	15
14	как и	14	14
15	может быть	9	14
16	но и	13	14
17	в его	7	14
18	что в	9	14
19	с помощью	1	13
20	не может	2	12
21	представляет собой	5	11
22	сказать что	2	11
23	как бы	10	11
24	с другой	7	10
25	прежде всего	5	10
26	между тем	5	9
27	в качестве	12	9
28	одной стороны	2	9
29	другой стороны	5	9
30	вместе с	2	9
31	и не	12	9
32	не является	5	9
33	то же	3	8
34	заключается в	1	8
35	в ходе	1	8
36	нас к	1	8
37	в основе	1	8
38	и на	4	8
39	с одной	2	8
40	этой проблемы	1	8
41	мы не	3	7
42	вопрос о	1	7
43	по отношению	7	7
44	как уже	2	7
45	в самом	5	7
46	в этой	6	7
47	в другом	1	7
48	с тем	2	7
49	в то	3	7
50	мы могли	1	7
51	и ее	2	7
52	что он	4	7
53	отношению к	7	7
54	в сущности	5	6
55	все это	3	6
56	столь же	4	6
57	независимо от	1	6
58	с этим	3	6
59	могли бы	2	6
60	в себе	2	6
61	в силу	1	6
62	лишь в	5	6
63	с этой	1	6
64	мысли и	1	6
65	и его	13	6
66	о том	6	6
67	связь между	1	6
68	только в	2	6
69	мы можем	2	6
70	тем что	2	6
71	именно в	3	6
72	потому что	1	6
73	между собой	1	5
74	бы в	1	5
75	перед нами	4	5
76	и как	4	5
77	но в	2	5
78	на то	1	5
79	он не	6	5
80	а затем	1	5
81	если бы	1	5
82	тем самым	4	5
83	для этого	1	5
84	по себе	4	5
85	по своей	2	5
86	как мы	1	5
87	и т.д	2	5
88	можно сказать	4	5
89	не станем	1	5
90	так и	14	5
91	что мы	2	5
92	и все	2	5
93	тем более	1	5
94	мы должны	1	5
95	из этого	1	5
96	в своих	1	5
97	с его	8	4
98	но не	7	4
99	как в	3	4
100	говорит что	1	4
101	и к	4	4
102	все эти	2	4
103	что она	2	4
104	при этом	11	4
105	единое целое	1	4
106	было бы	3	4
107	со всей	1	4
108	в своей	1	4
109	не столько	3	4
110	не в	6	4
111	этом отношении	3	4
112	к тому	6	4
113	для себя	1	4
114	приводит к	4	4
115	во всей	1	4
116	для всех	2	4
117	в одном	4	4
118	как раз	7	4
119	с действительностью	1	4
120	до сих	1	4
121	а с	1	4
122	одну из	2	4
123	этого слова	2	4
124	сих пор	1	4
125	в результате	5	4
126	хотя бы	1	4
127	в свою	5	4
128	к этому	3	4
129	как на	1	4
130	отношения к	2	3
131	человека и	1	3
132	сам по	1	3
133	самом деле	2	3
134	как известно	1	3
135	с таким	1	3
136	я не	1	3
137	мы и	1	3
138	из которых	1	3
139	в их	6	3
140	ответ на	3	3
