N	4gram	Losev_Dial_3	Vladivir
1	то это значит что	3	4
2	в том что в	1	3
3	с одной стороны и	1	2
4	в то же время	1	2
5	и в то же	1	2
6	в то время как	4	2
7	ничего не говорит о	2	2
8	и не меньше как	1	2
9	больше и не меньше	1	2
10	не больше и не	1	2
11	из которых состоит мир	1	1
12	и тем не менее	2	1
13	а это значит что	1	1
14	первых двух ипостасей в	1	1
15	что это есть не	1	1
16	что это вовсе не	1	1
17	ровно ничего не говорит	1	1
18	которую к тому же	1	1
19	в таком случае эта	1	1
20	одно и то же	2	1
21	если иметь в виду	2	1
22	не что иное как	6	1
23	рационалистическая метафизика с другой	1	1
24	заговорил о том что	1	1
25	так же как и	1	1
26	бы то ни было	1	1
27	с этой точки зрения	2	1
28	ни в каком смысле	3	1
29	не было ни в	2	1
30	без которых он не	1	1
31	не имеет никакого отношения	1	1
32	никакого отношения ни к	1	1
33	не содержит в себе	1	1
34	в каком смысле не	1	1
35	и в том что	1	1
